SA4_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
111,6,0,0,9,0,3,0,3,0,65,0,93,0,0,3,5,0,3,0,8,0,36,0,54,0,3,0,7,0,3,0,15,3,52,0,84,0,0,0,3,0,7,0,11,0,24,0,41,3,5,0,7,0,15,3,31,9,129,0,204,3,15,0,15,0,30,4,80,11,139,5,295,19,35,3,36,6,103,8,148,15,288,10,661,24,82,7,124,15,309,12,222,29,340,4,1168,58,145,5,359,34,624,19,251,42,490,5,2038,166,185,18,811,87,691,37,208,59,411,9,2680,227,155,21,1053,95,713,38,160,31,262,3,2760,347,147,21,1222,98,709,48,126,30,235,16,3002,1234,252,55,2557,278,1210,89,201,57,302,5,6247,1374,170,41,2519,271,461,64,125,28,138,5,5194,1164,101,34,1607,208,231,49,48,16,97,3,3553,872,51,16,664,110,368,18,33,20,36,6,2184,1625,127,31,1828,198,499,43,80
112,10,0,0,6,0,7,0,7,0,44,0,72,3,3,0,3,0,8,0,3,0,7,3,31,3,7,0,6,3,13,0,12,3,37,0,80,0,0,0,0,0,5,0,19,0,14,0,40,4,17,3,16,0,13,0,38,11,103,0,199,14,25,0,19,3,36,5,80,10,97,0,293,30,61,4,38,0,120,4,168,13,197,3,642,44,109,3,106,9,249,15,221,23,238,8,1026,100,212,13,433,37,512,22,276,40,351,7,2008,221,211,23,645,58,479,24,188,30,245,14,2130,229,175,22,765,67,377,36,137,20,174,7,2010,338,138,19,760,64,345,27,101,25,124,0,1939,815,222,34,1397,121,466,64,99,32,153,10,3412,711,106,24,952,74,175,35,55,9,51,3,2191,514,59,9,493,54,81,18,18,6,29,3,1292,291,28,8,194,35,134,6,20,8,12,0,739,515,63,19,501,46,124,26,38
113,9,0,3,0,0,3,0,3,0,35,4,61,0,0,0,3,0,3,0,3,0,13,0,28,4,0,0,6,0,8,0,8,0,25,0,49,0,0,0,0,0,0,0,10,0,4,0,20,0,7,0,4,4,9,0,22,0,79,0,132,7,8,0,15,0,17,3,40,3,66,3,162,16,15,0,36,7,98,0,52,4,124,10,357,29,21,4,107,6,219,10,82,8,141,9,644,70,66,6,281,25,374,13,92,25,161,7,1107,155,71,12,521,42,344,21,68,22,126,8,1388,188,58,12,576,49,293,25,46,14,73,3,1330,287,42,8,587,71,255,20,35,9,42,3,1373,781,77,16,1040,145,369,26,45,22,84,4,2619,728,43,27,725,89,125,22,18,10,28,0,1800,478,22,7,419,57,56,22,11,0,10,0,1082,324,10,6,151,35,77,3,16,3,5,3,632,474,28,15,367,29,87,9,10
114,3,0,0,0,0,0,0,3,0,19,0,28,0,3,3,0,0,0,0,5,0,4,0,20,3,0,0,5,0,10,0,7,0,19,0,44,0,3,0,0,0,0,0,3,4,8,0,26,6,4,0,7,0,4,0,23,0,69,0,109,9,16,0,15,0,20,0,43,3,38,8,154,12,30,3,31,0,46,4,73,12,141,3,358,21,66,7,89,3,151,5,106,7,146,0,596,48,107,8,242,24,285,7,106,19,205,7,1061,92,79,10,408,40,324,16,108,16,154,12,1262,135,80,9,424,20,308,16,65,16,100,0,1175,171,59,9,432,45,235,12,38,13,82,0,1109,460,93,24,858,83,343,22,75,21,86,8,2062,404,40,17,646,65,137,13,22,9,47,4,1403,349,27,4,326,44,53,9,20,0,19,0,848,235,14,4,136,19,96,3,15,4,8,0,526,401,23,10,378,39,99,18,17
115,17,3,0,18,5,4,0,8,5,70,0,128,9,0,0,3,0,11,0,3,3,17,0,46,4,0,0,3,0,10,0,19,0,35,0,72,0,0,0,0,0,3,0,21,0,22,3,52,0,10,0,3,0,18,0,24,5,54,3,115,10,13,0,21,4,47,3,60,6,80,0,239,9,35,0,23,4,78,3,80,3,108,3,350,30,52,0,94,3,208,3,94,29,121,0,637,57,107,4,211,22,351,19,134,18,164,9,1097,131,110,3,401,27,423,12,122,22,163,3,1416,169,84,9,505,40,525,13,116,15,153,3,1635,264,95,17,632,45,560,10,97,19,124,3,1866,952,169,29,1543,138,1375,28,150,33,265,3,4702,1238,135,28,1823,148,524,40,109,25,166,6,4233,1401,95,26,1438,145,322,34,82,10,107,7,3657,1215,67,14,716,102,914,15,72,25,74,5,3227,4098,167,49,2890,280,1187,58,139
116,12,3,0,3,0,15,0,15,4,197,3,253,5,0,0,0,0,11,0,12,0,66,3,92,0,5,0,4,0,14,0,44,7,92,0,172,4,0,0,0,0,13,7,42,4,55,3,128,3,3,0,3,0,50,4,97,17,236,0,422,3,18,3,22,0,176,3,175,30,246,10,683,9,42,6,48,7,352,0,233,23,379,7,1103,29,96,6,122,8,806,14,305,49,391,14,1842,86,162,10,397,33,1290,29,335,80,494,20,2928,312,177,32,810,70,1300,34,281,65,459,19,3556,454,131,17,946,81,1325,40,193,60,342,9,3608,757,127,25,1100,124,1126,29,156,35,338,12,3839,2574,220,57,2262,293,2027,81,249,77,459,28,8327,2510,135,50,1859,274,759,56,104,34,238,9,6030,2030,90,40,1160,195,400,28,74,20,155,0,4195,1388,42,27,481,122,568,10,46,20,58,7,2773,2478,72,45,1075,184,516,19,44
117,5,0,0,0,0,3,0,3,3,91,0,110,3,0,0,0,0,3,0,5,0,26,0,43,0,3,0,0,0,6,0,18,0,38,0,66,0,0,0,0,0,3,0,13,0,25,0,41,4,9,0,8,0,20,3,47,3,62,0,148,5,6,0,3,0,44,0,84,3,89,0,232,3,31,5,18,0,105,0,83,14,133,0,396,17,45,4,40,3,196,6,96,14,126,8,549,38,69,0,125,12,318,7,120,17,188,7,903,82,72,6,213,19,268,7,94,9,170,3,949,107,57,7,268,17,307,8,83,12,118,3,995,173,50,10,297,21,280,11,73,13,122,0,1044,514,105,16,759,101,582,20,90,27,182,7,2400,599,98,22,818,109,236,32,42,9,86,4,2057,603,63,23,648,139,146,16,44,8,72,0,1760,519,38,17,384,127,475,12,28,18,35,5,1662,2107,121,57,1523,425,558,42,60
118,8,0,0,6,0,13,0,3,3,77,0,113,0,3,0,5,0,3,0,0,0,10,0,27,0,0,0,3,0,0,0,15,0,21,0,43,0,0,0,0,0,3,0,10,0,19,0,28,3,3,0,0,0,8,0,22,0,35,0,69,3,10,0,10,0,38,0,34,3,49,0,146,14,16,0,26,0,36,0,45,3,64,0,201,16,40,0,49,7,121,4,84,4,69,5,397,31,59,3,120,3,206,3,90,13,120,3,645,77,81,5,201,12,209,4,63,17,117,0,786,86,52,4,254,15,251,9,65,11,116,3,867,114,57,4,306,24,264,16,65,11,92,7,967,449,134,14,808,89,635,19,103,30,167,6,2453,567,113,15,981,115,269,19,60,7,105,4,2259,646,72,26,824,137,164,24,76,4,75,0,2058,593,52,18,448,131,1094,14,78,36,74,12,2545,3562,232,66,3528,537,1499,63,212
119,15,5,6,11,4,30,0,20,18,505,4,606,0,0,0,8,0,15,0,28,6,134,0,193,3,8,0,8,0,30,0,144,22,269,0,480,0,3,0,3,0,34,0,152,14,157,7,378,3,40,3,14,0,124,6,300,42,559,19,1110,15,61,5,39,7,396,9,601,69,584,11,1790,30,155,12,98,9,785,14,683,86,859,23,2754,75,241,7,263,18,1509,16,810,133,873,18,3981,213,364,24,749,59,2103,56,743,127,1051,15,5505,454,347,40,1212,93,1906,52,559,97,921,24,5702,573,254,26,1244,109,1663,62,387,99,736,21,5171,852,221,46,1267,132,1429,52,311,58,614,16,4994,2465,362,62,2749,354,2312,97,473,97,971,25,9970,2260,246,60,2388,269,916,56,243,36,500,14,6992,1838,133,54,1631,256,537,51,142,33,321,7,5004,1373,95,32,762,172,798,13,110,39,170,5,3567,3296,186,71,2439,308,968,61,183
120,10,0,3,8,0,9,0,13,4,144,0,192,3,6,0,3,0,5,0,12,3,40,0,66,0,3,3,4,0,13,0,24,3,47,4,99,0,0,0,0,0,4,0,26,0,28,0,65,3,4,0,7,0,21,0,67,6,90,5,205,3,18,0,16,0,66,4,108,8,83,0,316,10,50,0,22,3,160,0,129,16,174,0,562,18,81,3,67,6,316,5,139,16,159,9,831,68,100,5,217,17,517,11,185,23,270,6,1411,126,140,14,361,30,481,16,119,30,249,5,1578,159,97,7,403,25,525,19,99,24,204,8,1564,274,78,12,444,38,485,17,105,15,171,3,1650,851,164,25,1098,125,1107,29,172,40,322,3,3932,921,125,22,1174,133,392,36,106,22,184,10,3124,968,74,20,1004,174,245,28,70,13,127,3,2725,850,55,16,593,143,907,14,56,17,79,4,2730,4059,212,72,3200,522,1082,56,165
121,15,4,3,11,3,31,0,12,5,214,0,307,10,0,0,4,0,10,0,11,0,39,0,74,0,3,0,5,0,4,0,27,0,56,0,105,0,3,0,3,0,9,0,28,3,45,0,90,3,16,0,10,0,29,0,51,5,88,0,201,3,14,0,12,3,74,3,103,8,90,0,318,21,44,0,36,3,146,8,112,15,137,0,524,38,70,0,103,4,282,9,130,14,122,0,776,80,123,9,207,22,442,10,159,24,222,4,1297,140,139,5,390,24,555,18,155,24,213,0,1660,137,116,9,448,24,654,14,119,23,180,4,1722,247,100,9,589,55,662,9,124,21,175,5,1994,894,196,25,1444,165,1899,47,259,49,317,6,5293,1132,180,28,1830,199,590,41,140,31,220,3,4392,1323,125,26,1565,202,323,42,121,16,164,0,3907,1257,89,22,830,201,2405,29,161,60,179,3,5246,7480,405,135,7211,824,3257,121,437
122,13,0,0,13,0,9,0,4,3,51,3,98,8,3,3,7,0,3,0,3,3,16,0,43,3,3,0,3,0,4,0,14,0,21,0,52,0,0,0,0,0,3,0,12,0,15,0,35,3,3,0,0,0,8,3,24,9,38,0,91,0,7,0,9,0,29,3,26,0,36,0,113,11,14,0,25,3,55,4,58,5,61,0,236,12,48,7,82,4,109,0,73,12,67,3,425,41,89,8,221,9,238,12,92,12,139,0,853,118,80,0,345,23,268,18,93,20,140,3,1112,115,89,11,452,29,350,14,85,21,117,0,1278,209,89,13,618,38,341,21,72,15,126,0,1540,676,193,31,1492,106,828,30,168,34,210,6,3774,814,167,31,1806,193,314,37,106,13,142,4,3626,949,138,30,1359,148,197,31,66,9,85,6,3021,760,70,21,727,144,1306,23,64,30,64,3,3210,3638,243,70,4412,414,1379,74,230
123,5,0,5,8,0,15,0,5,4,94,3,134,3,0,0,3,0,9,0,3,0,28,0,38,0,0,0,4,0,10,0,19,3,55,0,95,3,0,0,0,0,4,0,11,4,31,0,58,0,6,0,8,0,29,0,51,12,141,7,257,3,20,0,17,6,104,3,99,8,130,3,391,11,37,0,26,0,188,3,165,22,242,7,703,25,58,3,92,11,499,8,196,30,260,14,1205,68,95,16,340,25,897,18,238,49,369,9,2118,203,117,17,691,57,837,13,183,47,283,9,2461,316,87,15,793,77,952,15,161,40,227,7,2690,472,91,21,905,96,835,32,99,50,196,9,2801,1641,192,56,1902,242,1284,65,156,50,265,13,5864,1563,95,40,1627,233,510,48,104,18,148,8,4395,1296,63,32,981,170,274,25,49,10,81,7,3002,965,34,21,475,107,305,9,25,22,24,3,1993,1709,57,29,1021,132,370,27,52
124,10,0,0,4,0,8,0,3,3,67,3,111,4,0,0,4,0,5,0,3,4,17,0,43,5,0,0,6,0,7,0,11,0,32,0,58,0,0,0,3,0,4,0,17,0,26,0,53,3,13,0,8,0,10,0,34,3,94,0,178,3,9,0,19,0,65,0,80,5,91,3,280,16,34,3,36,0,156,3,109,20,184,7,559,32,56,3,111,5,419,6,181,22,214,5,1044,75,115,4,364,36,767,17,230,48,319,8,1986,205,142,19,730,61,919,19,193,48,270,4,2616,255,120,17,911,83,933,27,126,46,220,7,2748,436,117,19,1101,119,872,26,113,35,198,10,3045,1686,195,57,2243,312,1383,64,172,63,264,10,6448,1686,143,49,2012,284,611,69,99,41,145,14,5149,1471,63,30,1200,194,307,36,55,20,73,11,3457,1122,38,16,574,111,356,8,31,11,30,7,2304,2091,57,35,1213,150,454,33,50
125,8,3,5,0,0,25,0,25,11,499,10,591,0,3,0,0,0,4,0,23,4,130,0,172,9,9,0,6,0,23,0,97,10,222,3,377,0,11,0,3,0,35,0,117,11,118,4,303,4,31,0,4,4,96,0,270,29,595,5,1042,10,45,11,37,4,320,10,430,68,520,13,1467,29,124,8,88,9,637,11,511,76,761,21,2269,54,169,17,186,19,1177,25,691,107,750,15,3216,163,235,18,560,45,1799,38,604,99,873,24,4458,383,276,31,924,61,1690,40,435,95,679,21,4634,468,166,29,967,74,1684,22,283,63,515,14,4298,701,169,24,966,98,1493,31,227,64,450,11,4222,2064,234,50,1980,280,2561,64,369,100,705,21,8434,2053,184,43,1786,243,815,53,195,35,363,6,5773,1620,81,37,1112,186,418,30,117,34,233,10,3862,1255,58,25,537,138,724,12,74,19,143,4,3004,2556,98,49,1442,252,722,38,118
126,3,3,0,0,0,7,0,5,0,147,9,177,3,0,0,7,0,0,0,8,0,29,0,46,0,4,0,0,0,7,0,19,3,32,0,61,0,0,0,0,0,6,3,23,0,21,0,57,3,11,0,0,0,25,0,34,0,70,0,139,3,12,3,5,0,56,6,68,6,79,0,238,7,36,0,28,3,113,0,108,7,106,0,412,17,43,5,59,5,190,0,96,16,106,0,547,40,84,3,137,10,382,8,105,23,174,4,967,106,80,3,229,17,378,18,106,17,130,0,1075,127,65,8,300,27,456,10,75,13,119,5,1198,194,57,8,325,39,427,9,78,17,113,3,1275,571,115,19,842,91,974,23,137,32,220,0,3028,715,79,18,887,103,322,18,68,15,134,3,2364,782,53,14,760,105,205,22,58,16,95,0,2103,700,37,13,387,87,581,7,43,14,52,3,1931,2651,134,55,2154,221,811,34,133
127,14,7,3,0,0,17,0,19,8,435,6,511,3,8,0,3,0,10,0,28,8,119,0,185,0,3,0,5,0,24,4,105,12,221,3,385,3,3,0,4,0,15,0,100,12,133,3,271,3,28,0,9,0,75,3,194,22,718,10,1063,11,42,3,28,5,192,8,386,40,700,6,1419,19,92,10,68,5,520,9,448,53,1084,17,2331,58,119,10,173,12,1039,8,537,75,1064,16,3113,159,206,13,442,30,1504,32,562,103,1262,31,4346,336,230,31,815,70,1522,35,395,81,988,24,4529,453,180,29,918,63,1320,36,301,75,802,18,4185,669,128,24,994,77,1184,30,238,67,653,7,4085,2131,242,70,1926,253,1735,58,309,89,910,24,7752,1969,128,57,1580,234,851,51,214,48,497,14,5643,1535,77,34,955,168,492,27,111,21,321,6,3761,1015,49,19,495,99,433,18,66,23,155,3,2382,1992,97,46,1051,161,522,18,76
128,4,0,0,11,0,10,0,0,0,28,0,61,0,0,0,4,0,0,0,0,3,12,0,28,3,0,0,6,0,0,0,12,3,20,0,49,0,3,0,3,0,0,0,7,0,3,0,24,3,3,0,3,0,3,3,21,3,41,0,81,0,10,0,15,0,25,0,40,4,42,0,142,9,21,0,22,0,51,5,47,0,54,3,209,10,35,3,61,6,146,3,79,10,102,3,455,33,53,4,192,10,266,11,77,10,167,0,832,89,80,3,367,26,312,14,75,14,155,0,1134,100,88,11,495,29,346,12,89,21,121,5,1323,198,76,3,704,46,428,12,61,19,121,0,1661,724,134,25,1686,166,900,46,165,27,200,7,4082,1019,141,29,2010,189,370,50,108,27,150,3,4090,1059,82,33,1482,188,224,39,77,17,97,3,3298,887,54,22,755,121,565,15,69,17,64,0,2570,2617,128,67,2851,289,785,54,118
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,4,0,3,10,0,3,0,0,0,29,0,54,3,6,0,0,0,3,0,3,0,15,0,26,0,3,0,8,0,4,0,12,5,22,0,52,0,0,0,3,0,3,0,8,0,11,0,26,10,8,0,11,0,16,0,26,0,49,0,114,8,17,0,22,0,34,3,50,7,67,0,213,9,30,3,36,3,89,6,83,15,140,0,414,35,58,0,112,7,199,8,124,17,161,0,731,73,93,13,301,30,397,25,113,33,196,11,1272,107,101,8,567,40,373,31,97,23,137,11,1487,136,92,25,578,66,366,9,57,22,100,3,1459,168,55,8,652,57,265,23,38,11,51,3,1334,501,87,28,1194,110,407,34,59,16,95,4,2528,468,47,16,770,92,164,15,15,7,30,3,1630,395,35,18,410,47,62,17,10,7,11,4,1006,208,17,8,154,16,98,6,12,3,5,3,526,411,26,0,418,51,119,17,25
202,12,0,3,0,0,5,0,0,0,25,0,49,4,0,0,3,0,0,0,4,0,6,0,22,0,0,0,9,0,8,0,7,5,7,0,36,0,0,0,0,0,3,0,11,0,6,0,17,3,4,0,11,0,7,0,23,3,84,4,149,5,9,0,18,0,30,3,44,3,53,0,166,16,25,0,35,0,75,5,84,11,129,4,382,26,55,0,109,8,211,9,112,12,153,4,701,57,90,7,272,26,370,24,131,27,174,6,1171,106,126,12,516,25,396,25,115,8,130,3,1463,139,91,14,584,30,351,30,70,24,79,3,1414,188,72,7,598,58,292,17,56,3,64,4,1363,512,135,33,1078,143,392,51,51,23,63,3,2470,507,69,11,816,101,139,25,28,5,28,0,1746,320,24,6,465,56,57,17,3,4,17,0,986,247,9,6,163,28,140,11,8,7,4,0,621,372,49,11,385,43,101,15,18
203,10,3,3,11,0,14,0,3,0,45,0,95,4,0,7,7,0,0,0,12,3,32,0,56,5,3,0,11,0,10,3,16,4,31,0,82,0,3,0,4,0,9,0,20,0,19,0,53,6,8,0,11,0,25,3,46,4,102,0,214,3,19,0,17,0,57,8,94,4,113,3,320,22,44,12,49,0,150,7,124,12,213,4,635,27,63,0,146,12,302,6,189,20,241,6,1022,72,142,7,392,40,618,22,233,46,299,11,1887,132,185,23,778,64,693,37,177,37,233,3,2373,206,145,18,1006,94,674,35,136,36,153,8,2510,309,143,17,1151,107,625,31,84,37,132,6,2639,916,209,53,2329,215,999,67,132,43,171,10,5150,867,124,42,1861,237,340,46,73,22,72,7,3688,706,52,38,1068,154,153,22,35,9,44,4,2297,501,28,17,432,70,291,12,25,15,15,0,1408,935,71,31,1212,119,361,34,40
204,4,0,4,5,0,3,0,4,0,13,0,46,9,0,0,0,0,4,0,7,0,6,0,30,5,3,0,3,0,3,0,3,0,17,3,38,0,0,0,0,0,0,3,12,3,19,0,37,14,10,0,15,0,8,0,15,5,61,0,124,5,23,0,18,3,29,0,48,11,61,3,206,21,24,3,34,3,73,12,62,13,123,6,378,45,62,10,106,12,221,16,100,20,138,5,729,96,88,9,326,31,437,22,119,23,145,10,1308,148,107,20,569,52,451,27,89,30,138,5,1623,165,84,16,663,52,350,25,55,31,75,7,1512,265,70,16,655,61,282,19,37,19,55,4,1492,701,115,24,1114,127,361,46,50,24,62,10,2632,637,69,18,820,121,138,25,20,7,33,4,1892,387,28,17,386,53,58,20,13,4,11,0,973,246,7,9,143,32,80,3,6,4,12,0,551,368,16,10,299,30,77,14,10
205,27,3,6,13,0,4,4,3,0,45,9,108,3,0,0,3,0,4,0,4,3,18,3,44,5,3,0,11,0,0,0,21,3,47,0,96,6,0,0,0,0,9,0,9,3,19,0,48,11,14,0,10,7,18,3,58,7,133,0,264,22,42,0,26,3,49,4,82,5,100,3,330,43,47,7,63,11,126,9,129,20,275,6,727,48,95,4,208,15,360,19,211,41,294,8,1313,139,170,26,526,40,635,39,251,54,300,10,2193,220,171,22,874,77,624,46,165,50,218,13,2478,206,106,20,964,79,557,48,118,29,169,9,2298,343,104,19,992,95,450,36,88,22,97,3,2250,728,149,48,1675,213,638,63,102,48,115,8,3782,672,93,28,1222,131,220,46,45,18,52,10,2528,472,45,23,591,69,112,19,19,3,26,7,1384,302,9,12,266,47,192,8,13,15,15,3,884,553,49,23,666,66,220,45,29
206,22,3,5,4,0,19,0,12,6,177,0,254,14,0,0,7,0,11,0,20,5,58,0,103,3,3,3,4,0,23,0,41,3,103,3,185,0,0,0,0,0,13,0,34,3,43,0,91,6,16,3,17,0,24,0,68,12,210,3,361,13,20,0,17,4,78,3,132,11,168,8,442,22,44,3,50,3,160,0,167,23,247,3,715,34,71,3,117,4,302,3,199,26,261,6,1031,86,151,7,219,13,501,23,241,39,363,8,1647,125,166,14,413,35,545,28,160,35,315,5,1841,145,117,14,484,39,660,26,151,15,274,8,1918,206,139,10,594,55,667,18,99,21,215,3,2040,755,282,42,1649,198,1479,50,203,53,331,7,5051,908,221,24,2054,267,488,62,124,30,159,8,4350,1023,150,29,1649,255,297,41,72,9,108,10,3644,915,78,38,904,243,1183,26,90,36,78,3,3595,4191,335,112,4741,741,1619,106,226
