SA4_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
111,1212,4660,14696,14755,14505,9335,1200,90,13,60461,2847,3218,2975,2115,2301,2726,1333,220,17,17753,175,256,477,357,424,524,141,19,0,2371,98,198,334,280,265,142,56,26,3,1394,4332,8322,18482,17505,17499,12722,2723,348,38,81974,509,887,944,802,807,656,33,0,3,4646,887,550,308,160,185,281,69,9,3,2452,1397,1440,1253,961,989,928,105,8,7,7095,5727,9764,19734,18468,18491,13653,2832,361,40,89068,4981,2359,2308,2168,3194,7151,13498,8108,2929,46687,352,502,1094,948,1148,1122,1042,785,546,7540,11055,12627,23140,21580,22834,21925,17365,9251,3517,143301,636,3302,8739,7242,8667,5389,496,29,3,34507,4044,4441,6689,8708,8017,5883,1326,108,9,39232,189,351,1268,691,486,511,107,15,0,3606,118,187,223,191,192,137,49,26,3,1133,4989,8278,16924,16829,17365,11912,1985,175,16,78471,325,427,517,408,388,186,10,4,0,2266,904,511,509,440,363,276,23,6,0,3035,1225,938,1027,848,757,459,31,8,0,5301
112,734,2042,5606,7375,8214,6393,1247,191,27,31821,1769,1288,1852,2085,2457,3073,1467,221,34,14248,80,80,210,230,289,376,139,20,4,1430,108,128,201,218,206,169,69,43,12,1149,2694,3539,7872,9902,11163,10012,2922,474,78,48656,265,395,472,502,536,477,30,5,0,2674,397,166,164,141,162,255,52,7,0,1341,662,565,633,639,696,724,82,12,0,4021,3351,4104,8508,10539,11864,10741,3008,483,82,52676,3203,839,1244,1469,2526,5696,10414,6314,2491,34192,492,464,921,1054,1294,1578,1235,785,495,8309,7042,5403,10669,13062,15674,18015,14655,7585,3063,95176,330,1282,3035,4036,5614,3972,531,59,14,18866,2438,1800,3660,5414,5923,5357,1284,123,18,26008,121,123,488,361,307,448,111,11,0,1966,102,67,142,173,186,156,59,28,21,938,2991,3266,7319,9985,12032,9931,1985,223,47,47777,119,232,254,252,336,241,4,3,0,1439,381,205,266,325,311,297,39,3,0,1822,500,434,524,582,642,533,42,5,0,3259
113,1061,2602,6122,6009,6476,5059,1153,190,26,28691,1041,679,851,725,818,1058,727,197,25,6121,71,67,164,148,205,267,122,16,4,1066,73,112,192,137,142,139,63,37,8,904,2247,3451,7323,7018,7642,6529,2072,438,57,36781,165,256,332,264,237,193,15,0,0,1455,169,102,72,54,65,94,29,5,0,587,333,358,396,321,303,285,43,11,0,2049,2578,3808,7721,7340,7944,6817,2112,447,60,38829,2368,752,1078,1136,1217,2331,4647,3252,1153,17939,343,379,702,651,790,810,680,474,207,5044,5286,4940,9501,9120,9956,9958,7442,4180,1425,61810,441,1585,3266,3039,3971,2709,436,66,6,15524,1523,1367,2598,3101,3051,2533,744,110,19,15054,75,134,465,236,198,254,90,14,0,1471,78,68,109,77,100,101,47,27,7,612,2118,3153,6440,6460,7319,5597,1326,213,37,32671,117,163,204,169,149,93,3,4,0,908,232,154,159,134,89,85,10,0,0,870,346,315,370,307,243,186,16,4,0,1782
114,583,1579,3959,4546,5170,3861,792,94,13,20607,1043,670,825,849,1108,1634,997,191,19,7322,65,53,115,123,196,230,86,14,6,877,62,82,119,90,123,100,42,20,6,649,1756,2377,5023,5608,6594,5820,1917,313,43,29453,148,225,248,211,224,205,10,3,0,1272,145,78,57,55,72,107,41,10,0,570,291,299,305,262,297,317,52,14,0,1844,2047,2678,5326,5868,6892,6140,1966,324,43,31294,1854,520,836,991,1425,3662,7997,4945,1496,23735,249,258,504,509,631,658,774,520,297,4407,4149,3456,6668,7371,8951,10459,10740,5793,1843,59435,268,950,1886,2281,3241,2211,291,24,4,11154,1461,954,2047,2838,3278,2952,932,90,12,14562,76,73,310,188,220,268,87,3,4,1223,56,51,64,69,107,97,25,26,7,501,1854,2032,4306,5374,6838,5528,1336,144,25,27445,103,101,107,140,139,108,6,0,0,702,175,82,135,134,146,150,21,0,0,844,270,183,242,273,285,259,31,5,0,1548
115,954,3197,8257,12219,12735,8150,1731,104,8,47349,2115,2231,1146,1112,1373,1719,1345,239,22,11290,125,104,163,177,195,244,110,15,3,1144,68,99,205,203,185,114,52,19,0,950,3263,5629,9773,13711,14487,10228,3237,382,32,60733,86,211,291,289,373,317,49,4,0,1616,487,284,90,49,64,116,55,6,0,1156,574,493,380,338,437,434,109,9,0,2765,3837,6115,10157,14049,14922,10662,3338,390,32,63501,4553,1048,689,642,919,2520,6093,3600,1231,21295,241,216,389,502,650,497,426,260,200,3367,8631,7380,11229,15195,16492,13680,9857,4248,1458,88161,406,2491,5407,6464,7528,4374,673,37,3,27373,2793,2573,2768,5672,5492,3839,1298,114,7,24556,140,141,556,403,252,269,101,12,0,1885,57,86,157,177,151,93,46,9,3,775,3392,5293,8891,12721,13424,8569,2120,166,9,54590,66,126,188,243,204,97,11,0,0,930,503,203,182,305,250,139,28,5,0,1627,569,333,369,548,458,234,40,5,4,2558
116,1118,4549,16697,18586,13908,8292,1276,47,15,64494,2264,2952,2888,2324,1913,1718,758,71,9,14887,139,126,323,302,324,305,66,8,0,1595,148,319,581,482,378,208,48,9,0,2176,3672,7943,20488,21696,16517,10530,2142,140,25,83150,356,649,924,764,619,518,51,3,0,3886,781,482,251,136,134,222,43,3,0,2062,1137,1131,1176,906,757,741,90,8,0,5947,4811,9072,21663,22605,17275,11275,2238,146,24,89100,6782,2213,2556,2279,2683,4422,7623,3879,1092,33524,541,573,1275,1192,1046,835,604,332,143,6549,12132,11857,25495,26075,21004,16527,10468,4358,1258,129170,641,3474,10433,9789,8786,5022,598,10,7,38753,3017,3192,5545,6430,4741,3109,650,35,3,26725,129,194,1027,562,313,274,60,7,0,2574,120,176,397,330,262,134,32,11,4,1469,3904,7042,17411,17112,14109,8538,1336,58,9,69529,233,453,811,583,501,259,6,0,0,2851,769,469,619,630,400,285,19,5,0,3203,1005,923,1428,1213,903,544,29,5,0,6051
117,306,4173,27658,18456,11507,5874,1254,94,12,69335,1044,3955,6781,2886,2027,1762,882,174,15,19527,69,195,622,459,276,213,74,9,0,1922,63,214,685,328,205,112,41,5,3,1658,1476,8544,35745,22127,14014,7970,2248,281,30,92445,66,343,940,699,597,401,31,3,4,3088,354,869,604,207,151,176,62,8,0,2431,417,1218,1548,899,750,575,91,16,4,5519,1890,9760,37297,23026,14772,8542,2347,296,32,97966,3681,5396,4020,1816,2363,3443,5298,3379,1059,30454,623,2239,5676,3098,2208,1551,997,585,220,17206,6194,17399,46994,27940,19344,13538,8642,4263,1315,145631,223,4270,22837,11526,7454,3939,608,48,7,50914,1447,4932,8533,5311,3268,2381,907,93,18,26892,99,264,1171,777,268,192,68,11,3,2851,97,245,514,203,145,102,34,13,4,1360,1870,9709,33067,17810,11128,6615,1623,162,28,82018,48,293,760,366,346,188,14,3,0,2012,472,1030,750,327,257,187,33,3,0,3058,513,1319,1510,693,600,372,45,7,0,5065
118,244,2486,15985,14773,10837,6098,1747,229,38,52430,1150,2533,2961,1613,1637,1754,1464,374,64,13555,63,118,313,298,206,180,110,21,6,1323,53,141,333,240,174,102,62,20,3,1129,1505,5280,19591,16932,12852,8137,3390,645,110,68442,51,216,456,380,372,257,24,4,0,1757,338,551,288,98,97,123,54,8,0,1554,389,759,742,475,471,388,78,11,0,3316,1895,6039,20330,17406,13325,8522,3465,660,110,71758,4412,3907,2589,1365,1510,2550,5100,3960,1863,27260,433,950,2546,1739,1313,979,874,569,334,9734,6741,10893,25470,20517,16142,12049,9442,5187,2306,108747,147,2608,15395,9058,7143,3910,829,53,9,39147,1476,3105,4688,5627,4558,3360,1623,236,34,24710,101,157,879,807,258,229,102,16,4,2554,75,158,307,186,132,103,46,19,6,1025,1794,6035,21276,15676,12084,7608,2594,324,49,67441,30,163,381,290,247,128,6,4,0,1246,390,533,354,285,230,175,55,3,0,2035,418,694,737,574,482,306,64,5,0,3284
119,1105,6109,26591,24783,21244,13235,2332,146,19,95574,3155,6113,8035,4923,4495,4149,1817,284,20,32987,188,258,629,544,446,491,185,23,10,2768,185,529,1166,766,718,425,100,16,8,3908,4630,13007,36418,31016,26900,18297,4442,479,56,135242,351,953,1832,1245,1149,830,69,9,0,6435,1024,1041,800,323,309,457,98,10,0,4065,1369,1998,2628,1565,1459,1289,173,17,0,10500,6006,15010,39039,32578,28354,19584,4616,490,59,145736,10731,5219,5420,3678,4763,8392,15020,10939,4483,68652,817,1098,2897,2140,1854,1585,1229,928,563,13105,17553,21322,47360,38398,34974,29558,20866,12355,5108,227488,517,5047,17621,13246,13339,7587,916,43,9,58320,3983,6339,9828,10213,9059,6080,1559,150,13,47230,212,310,1473,941,484,466,126,18,0,4023,158,410,704,464,481,269,75,21,11,2595,4870,12102,29620,24863,23358,14402,2677,233,35,112165,203,609,1138,666,728,445,13,6,0,3802,987,890,1086,931,869,622,26,0,5,5419,1184,1496,2223,1598,1594,1067,41,7,5,9220
120,344,2990,17314,15812,12385,7253,1533,123,18,57772,1474,3345,4085,2079,1950,2007,1258,221,25,16439,78,138,347,293,232,236,99,11,8,1441,64,197,467,314,240,181,56,20,3,1542,1954,6666,22213,18496,14810,9678,2951,372,51,77193,80,308,746,508,497,367,41,3,0,2565,362,595,446,116,134,177,62,13,0,1911,446,910,1193,625,639,538,109,17,0,4475,2401,7578,23407,19120,15443,10216,3055,392,54,81668,4173,3081,2678,1336,1731,3284,6152,4793,2015,29245,365,797,2121,1458,1143,879,638,371,185,7969,6943,11456,28205,21916,18323,14384,9855,5554,2259,118885,202,2766,13855,9807,9207,5100,761,53,9,41773,1873,3573,5540,6113,5155,3661,1285,124,11,27336,109,184,981,794,289,274,93,5,0,2728,34,169,339,199,175,110,34,12,8,1085,2218,6692,20725,16915,14828,9154,2180,193,23,72924,42,241,690,356,352,173,11,0,0,1874,391,494,501,366,334,250,51,4,0,2388,429,731,1192,723,693,420,60,12,0,4262
121,476,3503,19326,23398,20262,11764,2783,300,39,81848,2570,3668,2845,2208,2312,3091,2784,663,89,20223,150,177,390,379,324,317,191,45,4,1978,76,177,347,322,271,177,66,26,3,1458,3275,7525,22904,26309,23162,15352,5825,1029,134,105508,85,266,556,699,738,502,88,3,0,2931,626,450,213,142,142,225,124,17,0,1943,709,713,769,846,875,728,217,25,0,4874,3976,8241,23670,27156,24044,16078,6040,1055,136,110384,7716,2133,1529,1295,1847,4004,9013,7052,3207,37797,452,523,1722,1488,1204,984,807,479,360,8008,12144,10897,26916,29935,27091,21063,15857,8585,3699,156196,282,3444,16304,13808,12854,7296,1276,74,3,55345,3407,4323,5238,8931,8689,6103,2808,371,40,39902,195,218,1261,1057,428,374,194,24,3,3760,64,135,301,257,208,142,73,26,6,1204,3943,8114,23105,24051,22182,13915,4353,495,53,100210,44,164,541,565,478,257,21,5,3,2074,593,357,420,591,454,312,66,6,3,2800,637,524,962,1158,931,567,83,10,3,4881
122,627,2763,10108,14577,13585,7569,1530,156,12,50932,2138,2056,1712,1416,1764,2206,1723,341,39,13404,99,126,269,283,265,258,134,22,3,1463,56,106,226,238,214,137,50,8,5,1047,2927,5057,12314,16523,15827,10167,3430,533,63,66843,59,140,230,269,382,252,35,6,0,1369,380,166,104,55,71,127,77,11,0,1001,440,312,333,321,451,385,116,14,0,2365,3374,5367,12648,16844,16278,10546,3548,541,62,69209,3836,797,703,748,1098,2580,6540,4950,2115,23376,279,316,851,939,858,710,580,466,276,5271,7481,6485,14200,18525,18234,13842,10672,5965,2456,97849,320,2131,7780,7234,7961,4208,679,39,6,30356,2615,2421,3638,7109,6752,4704,1803,208,11,29260,127,127,764,642,308,284,111,10,3,2368,62,88,169,181,179,115,43,16,16,860,3121,4761,12347,15173,15190,9312,2636,274,33,62839,50,99,175,193,203,95,8,3,0,835,366,148,164,311,259,159,29,4,0,1441,416,244,341,500,465,251,40,4,4,2274
123,1405,4257,12169,12764,11342,7856,1284,50,11,51150,1874,1833,1759,1508,1413,1537,790,109,5,10828,108,109,303,286,279,311,81,12,0,1494,104,237,370,299,276,170,59,4,3,1524,3494,6435,14599,14865,13306,9870,2214,178,30,64990,332,505,594,484,378,303,27,0,0,2620,476,255,157,98,109,124,45,3,0,1271,807,760,756,580,487,421,74,7,0,3895,4306,7191,15354,15443,13797,10297,2281,185,33,68886,4583,1260,1414,1433,1695,3419,6763,3257,861,24683,419,481,937,873,784,703,626,342,201,5355,9308,8928,17708,17744,16276,14415,9674,3776,1090,98925,703,3183,7202,6651,7011,4293,442,21,9,29511,2725,2585,4334,5341,4685,3416,771,51,10,23922,123,168,864,443,300,343,93,3,0,2339,104,160,237,195,176,122,47,10,0,1048,3652,6097,12642,12634,12173,8168,1348,86,19,56812,240,379,458,382,378,185,10,3,0,2045,586,273,442,438,298,169,13,0,0,2217,827,648,903,816,678,362,19,4,0,4264
124,1793,5061,14212,14644,13487,9537,1624,81,18,60457,2303,2214,2002,1689,1763,2125,1268,174,6,13537,131,176,301,296,341,398,127,15,5,1779,127,194,383,309,268,179,57,11,4,1540,4349,7642,16900,16934,15856,12241,3075,283,32,77312,332,565,636,490,408,390,35,0,0,2858,563,223,155,101,95,161,61,4,0,1362,899,785,790,590,508,555,96,4,0,4221,5251,8423,17686,17527,16361,12797,3174,285,32,81535,4703,1341,1711,1689,2121,4367,8840,4525,1358,30653,419,522,1166,1050,1008,961,759,398,169,6447,10372,10285,20562,20265,19488,18122,12772,5209,1557,118630,816,3736,8179,7951,8699,5660,683,27,3,35762,3434,2986,5243,6390,5979,4821,1252,106,7,30218,143,196,1089,538,413,421,103,6,0,2913,106,179,252,189,216,133,46,10,0,1132,4505,7099,14758,15067,15299,11045,2082,156,11,70022,235,338,409,369,339,224,9,0,3,1922,616,299,403,403,296,241,28,8,0,2285,850,633,813,770,634,467,40,6,3,4206
125,853,4905,25228,21998,15019,9351,1596,97,15,79065,2111,4656,6480,3895,3162,2687,1093,171,14,24271,111,205,488,413,282,315,113,20,0,1952,139,424,1057,664,488,299,65,13,7,3163,3211,10200,33257,26973,18952,12647,2865,307,44,108452,274,897,1994,1286,943,629,50,4,3,6084,759,890,711,297,276,314,59,10,3,3306,1032,1782,2707,1587,1216,944,108,15,3,9396,4245,11979,35959,28560,20173,13595,2968,320,46,117843,7962,4335,6227,4340,4410,6438,10256,6651,2424,53046,603,1041,3098,2153,1491,1268,876,563,296,11384,12809,17356,45289,35053,26073,21299,14106,7531,2761,182276,386,3709,15531,10680,9547,5427,706,30,5,46019,2731,4261,7657,6971,5607,3913,1044,83,4,32268,139,242,1200,647,310,266,75,4,0,2876,105,266,568,329,330,187,40,9,11,1833,3359,8473,24952,18628,15782,9785,1866,127,28,82998,154,462,1438,746,518,341,17,3,0,3679,733,674,1050,840,571,368,29,4,3,4271,885,1138,2482,1591,1084,703,50,9,3,7948
126,216,1769,9076,9483,8048,5063,1083,81,17,34840,1151,1996,1751,1097,1149,1352,866,182,16,9570,77,110,177,154,126,156,69,8,0,880,41,94,264,145,156,95,32,9,7,832,1483,3975,11273,10882,9477,6668,2058,279,46,46131,56,199,470,350,339,229,25,3,3,1673,379,396,226,85,69,115,40,7,0,1321,437,597,694,436,408,344,65,11,3,2997,1926,4566,11967,11312,9886,7015,2122,289,47,49127,3705,2227,1559,789,1014,2258,4308,3266,1592,20711,181,274,626,516,431,354,291,239,158,3072,5813,7067,14151,12622,11332,9627,6720,3795,1790,72914,120,1654,6946,5356,5346,3106,444,23,9,23004,1504,2290,2664,3718,3517,2602,824,112,5,17238,91,126,557,357,154,194,74,5,0,1553,46,96,170,116,104,86,23,6,12,675,1766,4167,10341,9545,9124,5986,1367,147,21,42468,18,109,394,205,192,130,4,3,0,1060,305,364,339,296,212,143,13,3,0,1681,329,473,728,508,401,268,20,3,5,2738
127,1253,5521,16647,15989,15250,9643,1604,68,16,65999,2181,3265,3211,2876,3013,2430,819,108,9,17910,121,192,354,311,321,310,79,11,0,1701,164,409,700,597,585,355,77,14,3,2907,3719,9387,20906,19777,19173,12743,2580,206,22,88508,363,955,1253,990,808,661,29,0,3,5072,866,628,324,295,315,384,55,7,0,2877,1226,1578,1581,1285,1127,1043,91,10,3,7944,4946,10967,22490,21058,20303,13786,2671,216,25,96457,9347,3311,3824,3986,5044,7162,10134,6073,1903,50770,736,937,1863,1617,1588,1276,882,528,189,9594,15029,15205,28174,26659,26931,22217,13680,6809,2111,156827,515,4169,10758,8714,8742,4954,543,16,7,38418,2995,4191,5306,6515,5690,3515,727,54,0,28995,140,261,968,469,324,285,56,8,0,2515,129,294,433,326,324,197,47,20,0,1777,3779,8917,17469,16021,15079,8950,1383,95,8,71706,229,513,688,552,626,353,13,0,3,2970,923,559,620,737,692,466,30,0,0,4034,1155,1071,1311,1285,1317,823,41,3,3,7006
128,913,3208,9641,11693,11130,7428,1303,91,8,45400,1880,1816,1127,1008,1219,1730,1213,189,27,10209,111,87,248,199,267,323,94,15,3,1347,62,113,196,172,213,116,32,13,4,928,2962,5226,11213,13075,12827,9605,2646,303,43,57892,105,202,257,214,274,202,24,8,0,1287,302,153,60,48,53,117,44,6,3,780,409,352,316,264,330,318,67,14,6,2068,3366,5580,11524,13336,13149,9921,2715,314,48,59958,3164,687,603,638,922,2779,6450,4409,1957,21607,183,222,583,610,564,535,402,237,119,3451,6716,6492,12708,14583,14637,13236,9563,4962,2123,85021,408,2564,6638,5473,6428,4031,518,29,6,26084,2598,2259,3239,6207,5612,4241,1236,90,14,25489,101,137,777,493,260,371,99,14,3,2260,49,98,151,136,137,94,27,12,4,715,3155,5053,10810,12312,12437,8733,1881,141,20,54544,69,109,171,149,172,104,3,0,0,776,402,133,132,217,222,141,19,3,0,1271,469,240,303,362,386,246,27,6,3,2045
197,0,3,8,8,10,4,0,0,0,28,0,0,0,0,3,3,3,0,0,7,0,0,0,8,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,3,9,11,20,10,6,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,11,20,10,6,0,0,61,4,5,5,0,3,8,31,14,3,77,0,3,0,0,0,4,10,9,0,24,3,9,11,18,25,22,48,16,3,157,3,0,10,0,5,4,0,0,0,25,0,0,3,4,3,9,5,0,0,18,0,3,4,4,9,3,6,0,0,24,0,0,0,0,0,3,0,0,0,4,3,3,17,13,17,11,11,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
199,39,169,440,315,195,130,25,3,0,1322,16,85,143,90,92,73,30,3,0,531,0,10,24,9,15,15,7,0,0,85,5,25,32,27,14,8,0,0,0,103,63,284,637,441,319,228,61,3,5,2042,25,76,145,91,80,56,3,0,0,467,13,23,33,12,16,15,3,0,0,120,35,101,177,106,87,66,6,0,0,583,102,382,816,548,406,294,63,5,5,2623,115,204,305,238,301,381,503,112,20,2178,68,158,491,484,440,313,157,39,12,2153,285,746,1615,1269,1148,986,719,162,32,6958,12,116,261,93,93,64,8,0,0,653,24,106,149,80,80,63,18,0,0,520,3,4,27,6,12,13,0,0,0,65,3,7,15,13,6,4,0,0,0,47,44,243,451,183,185,151,28,0,0,1291,26,34,59,43,42,27,4,0,0,230,12,21,38,18,13,23,4,0,0,127,35,52,103,58,59,42,3,0,0,358
201,563,1896,5262,5859,6125,4390,799,98,24,25019,1151,1134,1030,948,1134,1483,794,133,16,7821,57,84,147,171,217,285,102,22,4,1079,74,107,138,108,152,103,49,25,7,757,1846,3217,6578,7081,7620,6260,1742,279,51,34677,174,352,406,289,332,252,17,0,0,1814,267,202,114,77,84,95,34,3,0,871,441,551,521,364,414,345,50,3,0,2685,2284,3772,7096,7446,8039,6606,1793,281,51,37366,2396,871,912,1050,1543,3047,6071,3452,1081,20434,265,329,526,544,643,657,683,371,162,4174,4948,4971,8530,9046,10223,10317,8547,4100,1291,61973,192,1221,2698,2609,3582,2304,291,18,13,12929,1715,1738,2677,3708,3814,3021,724,55,19,17470,91,157,486,321,277,307,105,12,0,1748,60,87,78,95,105,91,30,12,0,569,2055,3196,5935,6742,7782,5720,1152,97,29,32713,98,209,232,153,190,118,3,0,0,1005,280,172,200,209,186,145,21,0,3,1212,372,377,435,360,379,259,20,0,3,2211
202,460,1983,5201,5558,5941,4335,750,112,25,24362,1218,999,983,964,1147,1607,797,150,13,7868,59,75,155,183,232,311,108,16,3,1153,64,86,115,110,123,101,33,19,5,669,1804,3151,6451,6809,7443,6357,1691,294,44,34049,143,296,328,269,241,261,10,3,0,1546,266,132,77,71,60,98,35,4,0,746,405,430,407,339,302,355,46,6,0,2293,2215,3576,6856,7150,7747,6716,1737,305,42,36341,2252,739,958,1052,1385,2740,5700,3370,1179,19377,283,282,548,534,700,739,698,443,234,4458,4748,4598,8364,8736,9833,10195,8128,4118,1457,60173,225,1192,2729,2586,3525,2338,291,34,6,12921,1637,1672,2576,3545,3794,3104,771,79,24,17199,91,148,454,328,279,315,102,5,0,1729,57,62,89,93,89,94,43,11,3,548,2016,3079,5839,6553,7692,5855,1204,122,42,32395,88,141,162,156,158,101,6,0,0,809,291,186,177,187,167,125,16,0,0,1154,379,328,341,341,326,231,18,3,0,1969
