SA4_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
111,1802,289,25,14,2128,38,23,57,2186,131,4,2323,6112,626,87,50,6874,60,9,71,6941,134,10,7082,1358,158,130,10,1653,20,5,30,1686,39,4,1727,62,6,0,41,111,0,0,0,111,9,0,123,9331,1074,234,119,10762,116,33,151,10918,313,21,11247,62,19,0,3,85,11,9,19,102,7,0,114,195,30,6,3,236,21,3,23,254,7,0,269,263,45,6,9,315,31,8,44,358,13,0,378,9596,1124,238,128,11083,153,44,196,11281,327,22,11621,3243,398,100,86,3826,159,39,195,4027,460,11,4490,18,3,0,10,27,0,0,0,27,8,23,58,12852,1528,343,221,14940,309,87,396,15333,786,52,16175,2874,406,39,19,3345,66,17,80,3417,228,6,3653,6320,662,69,45,7096,96,19,119,7209,166,3,7385,257,30,48,7,340,4,5,11,353,16,0,370,52,4,3,51,113,0,0,0,113,6,0,118,9506,1102,161,114,10885,170,37,206
112,909,171,18,5,1106,21,9,32,1135,79,0,1211,2706,561,46,18,3335,29,15,39,3376,115,3,3492,471,68,74,3,619,13,3,16,631,10,0,642,30,6,3,34,71,3,0,8,79,12,0,92,4104,812,143,69,5124,65,28,92,5214,223,3,5440,28,6,0,0,42,5,0,5,46,8,0,51,99,22,4,8,133,12,3,18,152,13,0,156,126,31,4,5,175,22,3,22,192,19,0,211,4236,844,145,75,5301,83,31,110,5411,237,3,5649,1949,538,68,65,2619,118,21,141,2762,340,8,3105,9,4,3,7,21,0,0,0,21,3,30,60,6191,1379,218,145,7937,201,57,252,8190,582,45,8813,1631,340,20,11,2000,41,15,59,2051,137,0,2191,3195,676,58,43,3971,59,11,72,4046,187,6,4233,132,26,22,7,194,0,0,0,194,9,0,201,44,7,0,62,112,3,0,3,114,15,3,129,5006,1047,103,114,6278,105,30,132
113,982,106,21,3,1113,10,3,12,1127,71,3,1196,2405,202,28,30,2664,15,3,25,2684,37,3,2729,557,54,48,3,664,0,0,0,663,7,0,678,32,7,0,20,53,0,3,3,53,0,3,57,3968,365,92,57,4489,27,13,40,4535,116,8,4658,32,3,0,0,36,5,3,9,40,3,0,40,87,9,0,3,95,5,4,11,104,0,0,111,117,9,0,3,134,8,11,18,144,4,0,151,4088,382,92,62,4618,36,18,61,4678,124,9,4805,1623,164,47,59,1892,83,16,96,1994,239,5,2241,11,0,0,4,18,0,0,0,18,0,16,35,5720,542,140,125,6530,120,35,156,6689,368,31,7085,1627,169,27,16,1837,20,13,36,1876,107,3,1982,2748,214,26,28,3011,30,16,47,3060,87,3,3145,120,7,24,3,156,5,0,5,158,0,0,164,25,3,0,29,56,0,0,0,59,3,8,69,4523,398,79,70,5064,60,30,86
114,598,83,13,3,694,8,6,15,709,59,0,767,1702,258,26,13,1988,7,6,9,2000,48,4,2060,315,30,30,4,383,9,0,7,390,16,3,414,18,0,0,19,40,0,0,0,39,0,3,43,2635,374,70,35,3110,23,17,33,3145,127,9,3286,20,3,0,0,26,13,3,11,38,3,0,39,65,14,0,3,80,9,0,9,83,5,0,89,83,16,0,4,104,15,3,18,123,9,0,137,2716,390,70,40,3216,37,16,56,3269,142,9,3420,1319,235,20,42,1623,44,10,54,1675,203,4,1883,13,0,3,6,19,0,0,0,19,0,18,36,4047,631,91,93,4856,87,26,113,4969,340,30,5338,1056,168,22,4,1250,14,0,17,1273,77,0,1346,2132,314,29,16,2494,29,7,34,2530,90,5,2622,83,18,16,3,118,6,5,6,126,12,0,140,8,3,0,32,41,0,0,0,41,3,0,48,3284,500,71,54,3908,50,14,61
115,2381,176,27,21,2602,45,4,44,2650,86,0,2740,3727,305,28,27,4086,32,0,32,4120,37,0,4157,779,51,72,5,906,8,0,8,920,21,3,938,64,3,0,51,122,0,0,0,126,0,3,127,6951,539,131,100,7720,86,3,93,7809,149,10,7964,85,4,0,0,94,4,0,4,96,0,0,101,151,12,0,0,169,6,4,11,173,3,0,180,236,16,4,0,263,11,4,14,272,3,0,279,7191,557,132,102,7975,98,7,107,8081,151,13,8247,2867,242,53,70,3235,76,15,83,3317,153,5,3480,19,3,0,12,35,0,0,0,31,0,21,52,10073,799,185,180,11241,175,18,195,11436,305,37,11777,3805,259,35,17,4113,58,18,81,4189,161,3,4353,5243,426,38,29,5738,54,10,57,5795,71,3,5872,195,34,40,5,271,0,0,0,272,9,0,283,74,4,0,53,134,0,0,0,134,3,3,146,9320,720,106,99,10248,113,31,139
116,4150,381,39,27,4592,69,10,78,4665,194,7,4868,4471,498,50,54,5072,58,19,80,5152,125,3,5278,1136,115,101,24,1372,13,0,15,1390,27,0,1416,114,10,4,75,199,5,0,5,210,4,10,226,9865,1002,192,176,11236,147,27,177,11415,351,17,11784,283,37,3,6,326,22,0,23,352,18,0,365,389,44,3,5,441,28,5,30,468,14,0,490,669,77,7,12,764,51,7,55,818,33,0,855,10532,1082,195,187,12003,198,36,234,12234,391,16,12639,6010,947,121,193,7268,259,64,320,7592,880,34,8507,37,4,0,48,84,0,0,0,84,10,72,165,16577,2035,320,427,19358,454,103,552,19910,1275,125,21310,5278,497,29,43,5853,104,25,134,5984,237,8,6222,4878,580,58,63,5570,71,17,92,5661,164,0,5825,241,29,33,4,311,9,0,10,322,9,0,328,114,21,0,88,229,6,4,10,235,22,5,270,10511,1123,128,204,11957,189,52,241
117,1984,233,38,11,2267,47,22,67,2338,102,0,2437,2782,395,33,14,3222,31,10,44,3265,72,4,3340,1007,96,91,14,1209,20,0,20,1228,18,0,1249,46,0,0,34,79,7,0,7,86,7,0,88,5816,719,158,74,6779,110,31,138,6909,201,6,7118,66,7,0,0,71,9,0,14,79,6,0,90,114,23,0,3,138,5,3,6,138,10,0,152,178,25,0,3,206,12,3,18,221,17,0,243,5996,750,162,80,6981,121,28,153,7138,219,6,7360,2122,349,43,39,2556,41,22,68,2628,276,7,2905,10,0,0,18,30,0,0,0,30,0,20,49,8124,1099,209,131,9567,163,55,218,9786,493,31,10313,1894,289,17,19,2214,52,15,60,2273,115,3,2396,2164,286,22,22,2490,33,13,47,2535,67,0,2597,74,11,19,3,105,3,0,3,108,3,0,114,23,3,0,30,57,0,0,3,57,3,0,61,4148,589,60,74,4867,92,22,111
118,2376,213,36,18,2638,39,19,58,2694,111,0,2808,3844,334,24,17,4216,29,6,35,4255,54,3,4314,1081,72,105,8,1271,8,0,8,1276,25,3,1307,55,8,0,32,92,0,0,0,92,0,4,96,7361,626,167,66,8221,81,21,102,8322,193,11,8520,53,3,3,3,64,3,0,4,70,3,0,74,158,14,0,0,180,3,7,12,187,7,0,199,213,21,7,4,246,6,11,16,260,15,0,271,7572,642,169,74,8463,88,30,116,8582,204,11,8796,2648,218,50,35,2958,63,13,77,3029,184,6,3219,14,0,0,6,19,0,0,0,19,0,13,32,10233,864,223,122,11443,150,40,195,11634,387,25,12043,2882,290,19,18,3198,56,16,75,3275,167,3,3447,3833,351,28,34,4245,49,8,57,4304,63,0,4375,135,14,43,0,192,4,0,4,195,7,0,199,40,0,0,58,100,0,0,0,100,0,3,110,6881,664,86,106,7740,111,26,138
119,4250,557,33,38,4871,73,39,112,4988,301,4,5292,6031,922,59,58,7062,97,20,115,7176,198,16,7392,1592,176,153,28,1956,24,0,29,1978,53,3,2036,115,22,4,106,247,0,4,7,248,16,14,282,11985,1678,255,228,14136,200,61,261,14401,570,42,15006,210,36,0,3,254,40,8,52,302,18,3,320,402,104,0,15,522,37,12,53,573,37,0,613,610,146,3,21,773,80,18,104,874,50,3,932,12594,1822,256,243,14910,276,84,367,15272,616,46,15937,8776,2789,247,410,12221,600,140,731,12958,2064,59,15080,73,22,0,61,155,3,0,3,156,22,145,321,21440,4629,508,712,27286,876,219,1104,28385,2708,244,31337,5014,625,46,50,5744,127,43,175,5914,387,7,6308,6737,1025,67,69,7900,127,39,165,8068,316,6,8386,333,54,47,10,446,3,0,3,451,23,4,474,95,21,0,148,261,3,3,10,274,24,15,305,12187,1722,165,279,14348,271,87,354
120,2952,285,31,17,3292,57,12,64,3356,132,0,3488,3854,423,34,22,4334,46,11,53,4387,87,3,4477,1252,102,91,11,1455,15,0,16,1468,23,0,1500,62,6,3,43,118,0,0,0,122,3,9,131,8120,821,155,96,9195,118,19,141,9336,255,14,9595,120,5,0,3,135,10,0,11,143,5,0,151,214,20,3,4,244,7,3,11,254,9,0,264,343,26,6,4,375,17,3,21,396,14,0,411,8463,845,164,101,9570,136,22,162,9733,262,14,10010,3404,448,67,67,3987,101,23,123,4102,370,16,4483,15,6,0,12,33,0,0,0,33,3,21,61,11880,1298,231,182,13590,236,44,282,13868,630,44,14553,3508,389,33,12,3949,80,15,95,4043,158,5,4206,4080,388,17,31,4518,45,18,63,4576,80,4,4662,165,14,43,0,220,8,0,8,226,9,0,232,39,3,0,32,69,0,0,0,72,6,4,85,7789,794,92,77,8752,132,30,167
121,4185,350,45,16,4595,119,31,143,4739,214,0,4950,5845,519,44,29,6448,60,5,69,6516,94,3,6609,1813,138,135,11,2096,31,0,31,2122,19,0,2142,78,7,3,63,158,0,0,3,160,8,7,168,11918,1018,226,119,13285,205,41,244,13527,329,14,13872,197,12,4,3,222,28,0,28,248,3,0,254,291,29,3,4,330,14,4,19,346,6,0,359,491,42,10,5,549,42,4,45,594,9,0,607,12414,1066,235,129,13834,247,43,287,14125,341,14,14481,5360,424,99,65,5942,120,14,136,6082,307,0,6392,19,0,0,21,41,0,0,0,41,3,24,60,17786,1486,328,215,19822,366,55,426,20244,654,35,20928,5739,523,30,21,6318,165,44,207,6525,320,6,6848,7313,596,41,50,7995,118,17,136,8131,131,9,8267,304,23,48,0,372,0,0,0,369,10,0,382,72,7,0,55,136,3,0,3,142,7,8,153,13426,1145,117,123,14817,291,64,354
122,2170,221,29,13,2429,30,10,37,2467,93,3,2570,5049,327,56,32,5459,44,3,53,5510,70,3,5582,1121,95,101,9,1324,7,0,7,1331,14,3,1347,75,4,0,39,128,0,0,0,128,0,4,133,8416,645,187,93,9338,82,12,97,9431,177,9,9621,37,8,0,0,44,0,0,0,42,0,0,49,189,24,0,4,218,0,0,3,216,0,0,222,229,24,0,4,257,0,0,3,260,3,0,266,8639,671,187,102,9599,84,17,96,9695,179,9,9884,3059,244,69,39,3417,40,7,46,3461,113,4,3577,8,7,0,10,20,0,0,0,20,0,24,41,11707,927,255,147,13031,124,24,141,13175,297,38,13505,3400,361,21,11,3792,56,13,70,3865,186,4,4057,6396,423,62,31,6908,66,12,81,6988,88,6,7083,167,16,48,0,236,0,0,0,236,3,0,244,66,8,3,54,129,0,0,0,129,0,3,133,10032,809,128,98,11065,118,31,150
123,2368,211,24,10,2617,44,14,59,2675,142,8,2822,3881,362,51,32,4321,32,8,44,4363,109,3,4471,1017,64,113,4,1197,5,3,7,1211,22,0,1228,70,9,3,47,128,6,0,6,136,4,3,141,7329,654,184,94,8264,90,28,113,8382,277,10,8669,108,16,0,4,128,10,3,15,138,12,0,151,259,26,0,9,295,16,4,21,313,10,0,328,368,45,0,8,423,23,10,33,455,27,0,483,7693,700,192,109,8690,114,31,145,8841,298,13,9151,3981,564,102,131,4770,160,38,196,4972,542,8,5529,32,3,0,12,50,0,0,0,51,11,46,104,11709,1259,291,252,13511,272,74,348,13859,853,71,14782,3273,350,33,25,3690,61,17,79,3771,177,3,3946,4216,415,56,44,4731,52,8,63,4791,136,5,4930,218,20,52,3,298,0,0,0,301,8,0,310,54,9,0,52,119,3,0,3,122,7,7,138,7764,796,143,128,8833,120,28,150
124,2395,246,46,20,2704,28,8,37,2738,115,0,2858,4609,425,51,36,5115,41,6,49,5165,86,7,5266,1246,100,117,9,1475,15,0,18,1492,20,0,1506,75,9,4,46,131,0,3,8,138,9,7,150,8320,774,213,114,9424,90,26,112,9532,228,19,9786,79,16,4,3,105,18,0,19,125,6,0,138,238,30,0,3,270,13,3,20,286,11,0,298,320,44,4,7,378,36,4,38,417,18,0,434,8639,821,216,122,9796,125,24,152,9950,249,20,10222,4275,526,96,127,5020,119,11,130,5152,326,17,5491,26,0,0,15,42,0,0,0,45,0,32,82,12938,1348,311,262,14863,246,39,285,15148,574,67,15792,3562,381,38,26,4001,45,17,67,4065,176,3,4248,5114,466,33,39,5654,52,10,65,5721,142,7,5867,290,13,40,6,349,0,0,5,347,7,0,355,66,4,3,58,131,3,0,4,134,11,4,142,9025,868,112,129,10134,106,32,136
125,4078,487,38,44,4651,123,28,148,4806,280,4,5085,4708,705,42,37,5495,53,19,77,5569,198,7,5776,1224,136,115,13,1485,17,3,25,1510,56,0,1566,109,18,0,97,225,3,3,3,223,22,12,260,10123,1347,205,187,11855,201,51,256,12106,555,24,12686,466,54,5,13,538,59,5,64,603,18,0,623,456,87,10,16,563,40,14,54,613,34,0,653,924,141,13,24,1097,93,20,115,1214,53,0,1272,11040,1488,214,209,12955,301,72,370,13323,607,25,13957,8288,2316,191,375,11169,589,141,728,11898,2222,81,14199,46,16,0,66,126,0,3,5,134,12,118,261,19375,3823,406,646,24246,887,210,1105,25349,2842,221,28414,4472,569,23,29,5092,150,48,201,5288,315,11,5615,4742,726,48,36,5553,86,16,103,5656,225,9,5891,243,36,35,5,320,10,0,10,328,21,0,344,100,20,0,78,201,0,0,3,206,18,15,238,9551,1350,108,156,11169,246,69,314
126,1936,164,16,10,2133,51,11,59,2195,121,3,2314,2312,242,23,19,2591,33,5,41,2637,49,0,2684,666,63,62,8,796,14,0,14,805,18,0,824,49,4,0,36,83,0,0,0,83,0,0,87,4965,470,105,68,5605,101,12,115,5723,186,5,5906,109,8,0,0,113,20,5,20,132,4,0,138,175,5,0,9,189,16,3,17,209,4,0,210,288,16,0,9,304,31,6,37,345,12,0,355,5251,487,109,75,5912,129,19,152,6062,191,5,6258,2302,269,52,41,2668,76,17,90,2755,227,13,2998,8,0,0,22,25,0,0,0,25,0,22,48,7558,758,154,137,8606,200,41,242,8850,420,37,9302,2365,240,22,18,2644,72,10,80,2720,139,0,2862,2812,262,28,11,3113,26,6,38,3149,61,3,3213,117,17,20,0,155,0,0,0,155,3,0,159,25,0,0,30,60,0,0,0,63,0,3,64,5318,521,64,63,5964,98,20,116
127,2944,272,20,24,3261,59,18,78,3339,233,4,3575,3838,513,37,42,4424,57,16,81,4506,141,3,4650,1019,90,95,14,1221,19,0,23,1245,29,0,1270,76,7,3,72,163,3,0,3,165,25,11,198,7880,878,158,155,9069,144,37,178,9247,423,13,9687,157,31,0,3,191,34,3,37,223,12,0,240,258,39,0,7,301,29,14,40,338,17,0,354,409,64,5,9,486,57,11,72,560,31,0,591,8292,950,159,155,9557,199,50,250,9811,460,13,10279,5772,1661,124,297,7852,420,157,577,8427,2741,42,11213,28,15,0,40,80,3,0,4,90,16,143,245,14085,2616,285,499,17489,625,212,835,18323,3218,208,21745,3725,419,34,27,4196,103,36,135,4330,283,8,4619,4143,661,56,53,4912,88,20,106,5019,226,9,5255,212,23,43,5,278,4,3,5,286,10,0,301,70,20,0,106,189,3,7,14,204,8,6,216,8142,1116,137,182,9582,193,66,262
128,1833,148,27,10,2024,24,6,29,2051,55,0,2099,4700,242,45,34,5020,23,3,27,5044,51,0,5098,1101,74,109,9,1290,8,0,8,1302,15,0,1319,68,0,0,30,100,0,0,0,101,0,0,100,7704,464,182,83,8426,55,8,65,8496,119,4,8616,40,0,0,0,38,9,0,9,45,5,0,48,121,3,0,0,127,0,0,0,128,0,0,127,155,6,0,0,168,9,0,7,176,9,0,183,7860,468,182,81,8596,61,8,75,8668,128,6,8802,2341,193,39,48,2624,38,7,42,2665,99,4,2765,10,0,0,3,12,3,0,3,17,0,17,34,10209,666,221,131,11228,96,22,119,11350,224,24,11600,2667,218,14,14,2916,36,10,42,2960,81,4,3042,5551,366,43,41,5998,33,3,35,6025,74,4,6107,193,14,28,0,237,0,0,0,237,7,0,244,36,3,0,50,96,3,0,3,94,0,0,99,8454,606,76,103,9236,65,12,77
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,532,96,5,3,637,13,8,19,656,55,0,709,2428,294,31,13,2765,28,9,39,2804,70,0,2877,509,68,60,5,639,3,0,3,641,12,0,651,24,7,0,17,53,0,0,0,53,5,0,59,3497,459,97,49,4097,38,20,60,4156,138,0,4291,21,5,0,0,27,10,0,10,39,3,0,40,76,12,0,0,90,0,3,3,90,3,0,99,98,16,0,3,116,10,3,10,125,6,0,136,3593,469,96,47,4213,50,22,66,4279,145,0,4430,1703,235,50,39,2023,94,12,110,2137,212,3,2350,10,3,0,4,13,0,0,0,14,0,14,28,5305,710,148,89,6253,148,33,179,6430,358,18,6812,999,176,14,9,1193,18,12,30,1229,86,0,1316,2919,322,40,20,3297,30,7,37,3333,105,0,3434,105,20,29,10,160,3,0,3,161,5,0,175,22,3,0,19,48,3,0,3,47,8,0,54,4031,517,85,56,4697,57,19,74
202,579,108,13,4,712,20,5,21,734,45,0,784,2304,317,39,24,2675,24,8,30,2707,58,4,2770,516,72,59,12,652,4,0,6,662,6,0,669,36,3,0,13,49,0,0,0,49,4,0,53,3437,495,109,57,4096,54,9,60,4160,113,0,4271,18,0,0,5,22,0,0,0,23,4,0,27,98,11,0,0,110,3,6,10,121,4,0,126,113,16,0,5,130,5,6,14,138,11,0,157,3549,511,108,56,4225,59,18,76,4298,126,0,4423,1700,267,43,28,2036,70,19,86,2126,212,8,2340,8,0,3,3,17,0,0,0,17,0,4,19,5258,776,156,83,6276,122,35,161,6435,336,14,6788,1025,165,13,6,1211,15,11,29,1238,84,0,1324,2709,348,58,36,3157,25,3,22,3182,88,3,3265,108,24,18,3,150,0,0,0,153,3,0,151,23,0,0,19,41,0,0,0,41,0,0,45,3861,536,87,66,4554,46,12,58
203,1162,184,21,7,1380,33,11,44,1421,110,3,1531,4729,464,70,38,5295,61,11,77,5370,98,0,5470,1111,101,89,14,1308,7,0,7,1320,22,0,1344,48,5,3,49,99,0,0,0,99,4,5,114,7052,743,183,102,8082,102,19,123,8208,235,5,8453,46,5,0,4,58,3,0,3,64,12,0,74,196,24,3,0,218,7,5,10,228,4,0,232,245,32,5,4,278,9,5,14,298,11,0,307,7295,773,189,109,8364,115,28,141,8510,249,5,8761,3378,472,104,76,4036,117,31,148,4186,365,11,4561,28,0,3,14,45,0,0,0,45,0,25,74,10701,1252,295,199,12446,233,51,291,12738,617,46,13396,1857,301,38,9,2212,52,14,66,2277,148,3,2427,5518,580,55,39,6193,64,13,76,6275,116,9,6395,206,21,66,0,296,0,0,0,302,10,0,308,46,5,0,24,83,0,3,3,80,4,0,89,7630,914,155,81,8779,114,30,146
