SA4_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
111,4332,8322,18482,17505,17499,12722,2723,348,38,81974,9,22,32,52,68,41,19,5,0,253,3,18,130,94,82,36,4,0,0,370,139,194,465,505,544,310,49,3,0,2206,3,20,104,129,141,65,3,0,0,472,40,112,348,461,497,283,49,9,3,1800,28,91,207,223,234,160,28,4,0,978,1328,1711,1771,1518,1692,1157,218,16,3,9399,2142,1577,1098,758,755,465,102,4,0,6905,13,62,246,271,341,222,48,8,0,1215,71,90,165,131,107,63,10,0,0,638,23,244,1049,805,823,425,30,3,0,3411,34,140,250,278,225,161,41,4,0,1133,71,379,1195,1158,882,541,121,15,3,4361,63,224,566,640,648,504,97,9,3,2747,19,210,1038,1368,1244,662,69,3,0,4612,189,640,2133,2547,2589,2035,272,14,0,10420,338,1759,4881,4664,5370,4042,599,30,3,21694,129,166,180,177,156,102,36,4,0,943,196,381,718,637,568,363,92,10,0,2955
112,2694,3539,7872,9902,11163,10012,2922,474,78,48656,44,61,119,198,313,297,204,76,11,1322,0,4,12,3,3,4,0,0,0,34,125,107,271,311,412,279,54,7,0,1568,0,4,18,27,34,27,7,0,0,124,14,42,152,243,237,188,41,3,0,924,16,35,88,124,167,104,25,3,0,557,1065,674,964,1024,1261,1002,207,10,3,6210,1143,719,868,771,782,625,123,9,0,5037,21,36,91,146,236,199,52,4,0,781,25,39,49,102,106,80,27,0,0,426,13,36,165,231,258,172,22,3,0,896,27,78,162,209,225,196,39,7,0,940,43,148,441,670,643,415,114,12,0,2485,35,81,298,427,537,434,103,8,0,1930,11,60,280,526,621,417,50,3,0,1962,72,237,967,1621,1875,1499,230,14,0,6525,126,558,1667,2434,3376,3305,467,21,3,11961,37,71,107,161,153,104,36,3,0,678,68,171,304,367,408,246,64,3,3,1628
113,2247,3451,7323,7018,7642,6529,2072,438,57,36781,55,138,301,312,433,462,329,99,11,2148,0,3,3,5,6,5,0,0,0,25,136,209,456,415,396,252,51,4,0,1915,0,8,31,30,46,20,4,0,0,139,12,30,100,127,135,108,18,3,0,531,21,50,91,97,100,55,24,4,0,437,704,554,765,654,829,601,115,3,6,4240,700,487,479,370,414,314,84,8,0,2851,8,36,100,123,187,145,41,7,0,643,16,28,58,39,33,24,0,0,0,195,13,74,186,169,153,96,12,0,0,696,17,53,80,80,77,47,17,3,0,372,31,123,324,324,272,201,53,3,0,1335,19,73,194,231,304,272,62,8,0,1160,65,149,442,488,509,303,49,3,0,2008,46,273,915,1108,1226,883,137,8,4,4598,131,605,1490,1494,1781,1460,217,11,4,7190,32,43,40,49,40,23,12,0,0,247,53,147,226,210,188,137,32,9,0,1015
114,1756,2377,5023,5608,6594,5820,1917,313,43,29453,21,29,60,63,91,82,76,20,3,446,0,3,12,9,15,5,5,0,0,43,74,69,118,176,207,155,29,3,0,832,0,10,7,20,21,11,4,0,0,71,6,25,128,155,175,127,31,5,0,652,13,21,55,77,79,75,18,0,0,341,574,385,596,583,816,615,156,15,4,3739,763,392,505,457,516,341,100,6,0,3081,7,26,44,94,121,123,30,4,0,450,19,12,38,37,44,35,13,0,0,202,11,42,103,116,152,109,28,4,0,565,25,60,106,118,142,104,40,4,0,600,29,83,250,349,398,304,101,11,0,1521,16,60,147,277,361,271,60,15,0,1207,15,78,284,398,442,286,41,0,3,1547,51,156,466,761,998,866,168,13,0,3476,94,391,991,1216,1723,1642,294,8,0,6362,24,26,63,85,95,72,24,0,0,388,61,119,221,216,231,151,43,4,0,1039
115,3263,5629,9773,13711,14487,10228,3237,382,32,60733,19,33,52,96,142,119,58,18,0,542,0,0,12,11,18,7,8,0,0,60,104,119,333,647,662,384,84,8,0,2340,0,11,29,84,92,33,5,0,0,252,30,125,381,654,621,277,81,3,3,2179,25,116,335,606,556,336,68,4,0,2049,1015,1096,867,1126,1190,754,206,13,0,6277,998,564,333,350,396,227,38,9,0,2917,20,41,112,230,240,158,37,0,0,842,32,134,239,279,184,93,16,0,0,971,38,215,752,988,769,372,69,3,0,3217,49,141,219,251,262,159,55,9,0,1145,97,481,965,1343,1122,635,218,14,0,4876,31,131,267,390,454,295,93,6,0,1665,22,112,404,732,718,463,80,0,0,2531,274,571,1208,1717,2143,1694,322,24,0,7956,241,851,1541,2064,2734,1898,477,22,3,9835,149,139,131,124,150,67,20,3,0,782,141,220,359,482,465,291,77,6,0,2037
116,3672,7943,20488,21696,16517,10530,2142,140,25,83150,3,17,53,80,95,45,8,0,0,307,0,4,14,21,13,3,0,0,0,47,69,201,721,1008,1025,673,71,0,0,3770,3,11,88,118,86,41,3,0,0,356,45,123,508,469,346,215,46,0,0,1748,38,165,638,692,601,305,42,0,0,2477,1094,1464,1908,1778,1386,769,126,4,0,8532,1475,783,823,566,531,316,36,8,0,4535,31,171,544,640,628,361,36,0,0,2421,73,107,350,287,128,63,15,0,0,1014,65,418,1528,1388,828,453,44,0,0,4723,51,113,276,212,128,79,19,0,0,883,61,456,1285,1065,598,292,69,0,0,3830,35,252,709,612,548,341,57,0,0,2556,32,229,936,1146,1107,651,104,6,0,4198,170,599,1706,1822,1551,947,152,6,0,6957,275,1248,3761,3807,3346,2301,375,9,3,15128,106,139,175,142,108,70,7,0,0,745,117,232,578,479,419,240,50,4,0,2124
117,1476,8544,35745,22127,14014,7970,2248,281,30,92445,4,19,35,17,12,14,11,0,0,108,0,3,42,26,3,3,0,0,0,76,38,190,703,478,279,177,27,7,3,1901,0,16,98,76,37,14,5,0,0,238,0,107,526,324,188,80,23,3,0,1256,18,141,816,447,262,135,45,4,0,1868,465,1548,2638,1135,728,469,129,9,0,7121,645,2191,3731,1069,524,313,61,4,3,8544,20,153,662,539,418,217,24,0,0,2040,44,362,1639,918,469,220,41,4,0,3693,21,349,2585,1795,825,250,60,3,5,5897,11,150,669,363,222,125,46,5,0,1602,68,1119,5610,2548,1330,664,160,20,3,11517,42,395,1643,800,468,305,74,13,0,3737,32,290,1611,1282,965,587,93,3,0,4873,151,694,2735,1945,1538,1099,268,19,3,8453,85,924,4016,2266,1749,1315,400,41,4,10809,89,302,859,515,285,184,49,3,0,2278,61,291,1031,605,384,233,42,8,0,2661
118,1505,5280,19591,16932,12852,8137,3390,645,110,68442,4,10,22,10,23,17,12,4,0,95,0,0,16,17,10,10,0,0,0,55,39,92,421,345,247,158,44,9,0,1349,0,13,59,50,28,15,0,0,0,166,6,92,422,310,232,90,41,4,3,1208,18,98,521,451,298,164,60,13,0,1616,480,1023,1570,961,804,543,235,35,3,5650,527,991,1423,598,466,249,72,18,3,4348,15,78,386,412,388,191,40,3,0,1505,50,208,1059,839,519,180,38,9,0,2898,14,218,1701,1605,868,349,97,15,8,4880,22,146,513,434,335,198,93,23,5,1762,65,740,3710,2479,1571,746,272,27,3,9618,19,248,1091,701,446,284,98,16,3,2925,16,153,845,767,694,448,109,9,0,3046,184,582,2066,1854,1727,1442,440,30,3,8339,108,685,3236,2349,2272,1862,635,52,7,11204,73,183,539,386,286,157,61,17,5,1700,78,231,772,510,383,229,91,13,0,2304
119,4630,13007,36418,31016,26900,18297,4442,479,56,135242,7,3,39,29,39,30,17,0,0,157,0,6,22,23,12,8,3,0,0,81,72,240,849,1070,1318,943,125,6,3,4627,0,20,77,107,93,32,4,0,0,336,36,164,672,684,609,272,51,9,0,2488,48,221,809,907,773,435,62,11,0,3263,1484,2642,3261,2289,2222,1298,243,23,3,13470,1664,1494,2216,1147,1327,771,106,9,0,8733,50,286,995,1246,1146,649,81,4,0,4458,55,224,689,482,298,111,28,0,0,1898,45,537,2418,2107,1498,627,82,5,3,7316,42,233,622,469,369,196,53,7,0,2000,127,907,2747,2046,1465,769,167,14,4,8241,62,461,1468,1139,1142,762,139,11,0,5180,35,265,1113,1471,1432,866,132,5,0,5312,323,1070,2943,2701,2809,1936,393,40,3,12217,337,1987,5739,4489,4530,3280,715,31,8,21110,154,270,357,294,236,133,35,9,0,1485,153,483,1094,1033,868,547,93,9,0,4278
120,1954,6666,22213,18496,14810,9678,2951,372,51,77193,0,5,28,15,15,16,10,0,0,92,0,0,29,18,13,0,0,0,0,64,38,105,605,576,502,273,56,5,0,2161,4,8,68,80,71,35,0,0,0,267,24,91,419,411,331,154,34,11,0,1469,19,135,614,515,457,244,44,3,0,2034,595,1230,1842,1099,1019,651,147,19,0,6596,727,1011,1438,691,517,321,73,7,3,4791,17,75,337,340,411,226,34,3,0,1443,52,211,783,771,507,212,40,3,0,2572,18,253,1901,1885,1183,422,75,7,0,5759,21,158,508,405,325,145,48,15,0,1620,65,713,2893,2280,1621,823,207,22,0,8627,25,238,855,645,637,296,85,5,0,2781,31,147,933,1115,1040,680,128,0,0,4079,183,660,2027,1976,2153,1742,405,37,3,9179,172,894,3485,2643,2714,2146,564,45,0,12661,86,185,401,347,245,142,45,3,0,1460,74,247,665,491,518,302,75,0,0,2381
121,3275,7525,22904,26309,23162,15352,5825,1029,134,105508,4,10,22,36,49,58,36,9,0,235,0,3,35,62,46,14,4,0,0,164,98,134,661,781,605,351,101,21,3,2753,0,8,71,116,73,32,8,0,0,313,17,98,426,535,452,250,78,12,0,1868,28,143,792,957,838,414,88,7,5,3272,1092,1468,1749,1347,1291,914,315,41,6,8226,1169,1083,1073,731,604,367,91,12,3,5129,13,63,336,359,418,232,51,3,0,1467,99,250,1109,1121,782,330,68,9,3,3769,26,309,2376,3070,2063,846,203,12,3,8910,44,184,592,591,596,352,155,24,7,2536,129,1098,4070,4015,3254,1667,560,51,3,14858,22,238,816,816,851,525,174,20,0,3454,24,146,930,1141,1010,724,177,17,4,4174,426,874,2214,2596,3161,2446,757,70,4,12541,285,1247,3889,3823,4188,3354,1090,112,0,17987,148,221,371,331,313,179,65,20,3,1653,182,271,711,702,708,433,142,16,0,3155
122,2927,5057,12314,16523,15827,10167,3430,533,63,66843,5,17,30,29,39,20,21,7,3,166,0,0,14,17,19,7,0,0,0,63,91,97,390,550,554,277,74,10,0,2052,4,3,37,59,53,22,4,0,0,181,14,55,285,489,437,224,64,8,0,1577,31,112,438,689,648,344,84,5,0,2348,843,909,1181,1039,1312,910,302,30,0,6517,1058,715,797,464,469,278,66,3,0,3851,15,41,163,221,311,184,43,4,0,976,65,163,424,619,427,184,48,0,0,1935,15,125,798,1238,914,367,72,13,3,3546,42,107,335,373,356,178,66,12,3,1486,86,446,1658,2280,1903,947,309,21,0,7653,27,149,579,701,634,322,115,8,0,2521,23,68,440,675,664,391,93,6,0,2365,213,445,1393,1862,2144,1594,363,36,0,8047,221,725,2049,2289,2813,2263,675,55,3,11097,99,136,258,285,258,139,38,10,0,1225,166,261,576,594,534,308,84,10,0,2531
123,3494,6435,14599,14865,13306,9870,2214,178,30,64990,17,29,55,63,85,52,23,3,0,332,0,5,10,16,22,9,0,0,0,59,95,204,542,758,871,516,72,3,0,3060,3,13,77,70,90,39,7,0,0,299,35,131,451,435,364,237,37,3,3,1703,30,109,354,347,312,195,29,0,0,1383,919,1199,1488,1390,1404,864,115,3,0,7390,1432,751,661,516,432,295,54,0,0,4143,46,190,429,486,462,333,54,3,0,2002,42,77,150,116,84,51,8,0,0,534,23,200,735,647,540,334,45,0,0,2525,47,156,245,230,182,118,10,4,0,993,84,347,885,720,506,352,67,5,0,2971,51,205,479,500,498,335,68,3,0,2142,46,205,835,936,865,536,84,4,0,3507,163,549,1560,1797,1685,1322,229,17,0,7325,259,1054,2544,2655,2769,2003,325,11,3,11614,83,135,161,131,125,74,20,3,0,728,123,272,453,366,379,215,45,3,0,1858
124,4349,7642,16900,16934,15856,12241,3075,283,32,77312,15,45,84,119,142,101,31,9,0,536,0,3,10,11,10,0,0,0,0,37,88,198,569,724,756,501,79,3,0,2928,4,26,95,132,123,54,5,0,0,438,41,220,554,592,515,307,46,8,0,2283,45,157,411,423,399,241,45,3,0,1729,1147,1235,1751,1546,1540,1024,201,9,3,8455,1817,1033,900,636,633,406,84,7,3,5519,45,163,414,472,439,329,60,7,0,1933,47,77,199,176,126,76,17,5,0,729,42,263,900,854,636,352,35,4,0,3080,76,173,340,252,234,135,45,9,0,1269,90,384,875,875,672,482,133,6,0,3525,51,224,544,513,579,441,83,4,0,2436,78,292,1059,1403,1414,920,137,6,0,5299,175,595,1875,2138,2480,2053,367,24,3,9706,306,1184,2875,2942,3381,2827,510,25,0,14056,139,188,233,231,193,141,31,3,0,1163,156,318,563,500,477,291,63,7,0,2384
125,3211,10200,33257,26973,18952,12647,2865,307,44,108452,3,8,27,28,40,19,3,0,0,130,0,0,19,24,7,5,0,0,0,53,63,186,998,1012,1180,699,101,4,3,4243,4,9,97,110,79,37,7,0,0,335,35,155,642,591,452,226,42,6,0,2145,22,170,874,821,640,347,57,3,0,2926,1000,1676,2476,1571,1327,811,160,9,0,9037,1142,1065,1520,751,772,453,52,7,0,5758,17,141,627,471,476,289,45,0,0,2064,41,153,558,391,191,100,23,0,0,1462,57,489,2126,1569,919,408,73,3,0,5639,33,129,431,338,220,129,34,4,0,1320,60,656,2537,1456,856,484,130,3,0,6188,38,313,999,730,688,450,74,5,0,3290,36,206,1113,1194,1030,615,102,7,0,4306,238,767,2297,1965,1872,1321,271,14,4,8755,253,1466,5304,3895,3496,2474,487,25,0,17405,91,190,277,168,121,73,33,7,0,954,81,226,770,603,587,349,72,3,0,2689
126,1483,3975,11273,10882,9477,6668,2058,279,46,46131,0,4,19,15,17,10,8,0,0,77,0,0,9,15,12,5,0,0,0,44,50,106,377,402,425,218,42,0,0,1623,0,3,33,67,38,32,3,0,0,174,13,41,202,261,240,115,31,7,0,913,9,72,497,516,396,211,46,3,0,1755,503,829,938,603,618,417,98,15,0,4015,545,544,579,353,336,176,35,0,3,2576,6,33,142,161,179,122,17,0,0,662,33,105,451,406,234,105,17,3,0,1351,14,168,949,927,622,308,36,3,3,3030,26,98,274,197,199,99,36,7,0,926,54,476,1456,1230,997,529,139,17,0,4904,22,98,318,360,341,215,52,9,0,1414,13,61,365,428,467,366,51,6,0,1762,181,457,1085,1135,1440,1075,251,31,0,5649,106,648,1757,1643,1804,1525,387,35,0,7904,66,103,135,103,95,41,10,0,0,557,70,162,293,314,306,207,41,7,0,1402
127,3719,9387,20906,19777,19173,12743,2580,206,22,88508,5,21,93,137,178,124,34,3,0,602,0,5,14,14,4,3,0,0,0,38,78,270,862,1256,1631,1017,108,3,0,5228,0,15,80,106,83,30,3,0,0,308,33,174,499,513,442,244,47,3,0,1957,35,158,562,615,559,264,45,0,0,2243,1060,1858,1868,1653,1609,918,122,10,0,9102,1363,1010,846,686,784,425,50,0,0,5168,43,224,589,624,654,372,49,3,0,2550,40,153,268,170,106,52,8,0,0,796,56,481,1424,1040,671,283,38,0,0,3990,46,156,325,238,167,96,20,10,0,1061,85,620,1185,824,567,285,56,0,0,3617,59,254,654,661,735,484,80,6,0,2923,54,259,957,942,840,482,52,3,0,3595,174,791,2057,1683,1533,979,152,10,3,7378,256,1443,3251,2965,2912,1973,353,14,0,13168,111,193,214,168,108,61,22,4,0,871,91,338,814,817,583,283,50,3,0,2979
128,2962,5226,11213,13075,12827,9605,2646,303,43,57892,7,8,15,13,13,15,4,0,0,70,0,0,11,10,12,3,0,0,0,40,119,87,295,419,534,327,80,7,3,1864,0,9,36,62,64,33,10,0,0,204,20,65,259,428,369,204,57,4,0,1409,16,78,280,379,325,241,43,3,0,1371,850,979,970,955,1132,845,188,13,0,5935,1100,617,481,360,368,238,56,4,0,3225,25,125,458,545,613,357,47,0,0,2175,29,116,219,199,105,60,13,0,0,743,22,160,741,936,785,438,55,8,3,3148,42,141,287,288,250,152,45,7,0,1210,69,458,1088,1268,977,682,144,25,0,4715,40,158,412,507,517,283,90,14,0,2018,23,135,715,964,846,520,87,5,0,3295,199,483,1526,1714,1973,1777,305,8,3,7976,241,884,1957,2171,2545,1965,478,20,0,10258,151,134,177,187,181,69,34,4,0,936,128,239,514,459,441,264,74,3,4,2122
197,0,3,9,11,20,10,6,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,6,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
199,63,284,637,441,319,228,61,3,5,2042,3,21,30,4,3,4,0,0,0,64,0,0,3,3,0,0,0,0,0,7,0,4,20,6,3,3,0,0,0,41,0,0,3,0,0,0,0,0,0,3,0,4,13,0,10,0,0,0,0,27,0,3,3,3,3,3,0,0,0,23,3,27,42,9,15,13,0,0,0,108,17,65,81,14,10,17,3,0,0,196,0,3,5,6,0,0,0,0,0,23,0,3,13,4,3,0,0,0,0,27,0,3,17,12,15,3,0,0,0,44,0,3,11,3,4,4,3,0,0,20,0,16,38,13,8,11,4,0,0,84,3,9,24,20,10,4,0,0,0,72,5,11,20,10,16,12,0,0,0,74,3,20,29,20,25,20,4,0,0,124,3,13,61,26,42,38,5,0,0,186,5,11,17,8,9,0,0,0,0,49,0,16,13,9,0,3,0,0,0,42
201,1846,3217,6578,7081,7620,6260,1742,279,51,34677,18,51,70,112,139,141,140,24,3,706,3,3,12,24,22,5,0,0,0,66,125,112,219,321,374,244,37,3,0,1436,0,0,28,43,35,22,3,0,0,132,10,37,114,162,174,114,7,0,0,621,22,27,49,75,90,63,16,3,0,343,630,681,702,650,792,564,103,6,5,4132,829,563,429,406,391,264,64,6,5,2948,4,34,80,115,169,137,36,3,4,575,25,46,124,115,98,46,12,0,0,460,0,63,131,148,168,82,13,3,0,615,6,57,75,74,86,51,15,0,0,374,19,157,378,393,370,225,66,4,0,1612,17,60,161,194,260,207,39,4,0,936,15,74,393,540,589,381,70,10,0,2079,64,275,842,1094,1299,936,156,3,0,4666,86,633,1659,1755,2149,1826,265,9,7,8376,65,107,124,125,121,85,32,0,3,647,47,128,219,215,227,173,19,3,0,1033
202,1804,3151,6451,6809,7443,6357,1691,294,44,34049,25,31,88,143,164,200,139,39,6,824,0,12,27,27,29,17,3,0,0,121,149,219,327,295,384,267,58,0,0,1701,0,3,41,67,47,34,3,0,0,202,12,42,119,162,158,96,21,3,0,610,16,41,61,60,80,69,13,0,0,330,668,671,652,597,806,553,115,12,3,4074,740,517,390,300,346,216,41,8,3,2552,8,21,62,87,166,102,20,8,0,470,14,30,71,88,68,54,15,0,0,348,7,86,308,364,309,155,14,0,0,1248,8,26,87,75,79,64,26,0,0,363,33,97,297,413,344,238,67,4,0,1493,13,69,171,210,261,219,45,9,4,1008,11,72,338,514,558,401,67,3,0,1962,51,236,740,1015,1180,865,129,3,5,4227,105,614,1600,1655,2175,1922,281,13,5,8371,50,75,81,103,109,75,20,0,0,518,47,148,243,204,237,145,47,4,0,1072
203,3247,6026,13194,14099,13824,10703,2805,375,48,64319,23,33,76,129,155,134,101,21,3,676,0,4,10,14,7,5,0,0,0,47,196,199,359,437,493,349,52,3,0,2088,4,51,123,119,83,32,0,0,0,415,24,61,240,353,326,183,41,9,0,1239,34,89,173,224,196,133,24,0,0,876,1117,1360,1671,1411,1556,1061,167,9,3,8355,1569,1109,805,643,623,414,97,3,3,5275,22,80,165,194,269,177,34,4,0,939,42,66,134,152,120,65,22,4,0,606,11,107,563,548,464,196,30,3,3,1924,15,103,226,207,171,132,33,5,3,898,34,201,704,891,741,451,118,11,3,3153,24,111,335,484,571,367,107,8,0,2008,21,151,767,1023,1077,701,120,7,3,3870,104,425,1740,2031,2219,1672,246,8,0,8451,154,1062,3135,3239,3858,3050,500,15,0,15012,112,128,174,192,199,126,47,0,0,983,89,277,513,447,429,282,70,7,0,2111
204,2247,3348,6654,7328,8842,7945,2626,492,114,39607,38,72,159,214,300,462,346,106,15,1714,0,0,10,9,10,8,0,0,0,29,142,117,287,354,471,367,53,0,0,1788,0,3,19,26,25,22,5,0,0,94,18,39,138,193,218,136,21,3,0,764,20,25,69,87,139,81,17,0,0,442,640,447,673,714,1005,716,149,12,3,4363,868,482,560,523,618,456,122,9,0,3644,13,48,125,166,208,168,44,4,0,773,19,28,49,52,45,38,9,0,0,248,11,46,156,165,188,107,17,0,0,695,22,37,91,111,103,76,17,3,0,450,34,78,253,363,388,254,69,5,4,1448,30,59,193,260,345,287,62,3,0,1242,34,151,427,628,790,557,87,3,5,2680,70,203,794,1033,1150,1008,158,12,3,4427,126,486,1426,1680,2234,2126,339,15,4,8433,53,58,113,101,99,56,23,3,0,501,64,142,251,198,236,144,49,5,3,1098
205,3102,4612,10455,10727,12684,11539,3682,655,122,57579,49,150,442,510,629,701,483,164,14,3150,0,3,27,29,34,18,4,0,0,116,142,128,327,343,407,334,62,4,0,1753,11,24,100,122,130,68,5,0,0,459,17,47,243,264,299,180,47,3,0,1096,21,49,139,129,181,104,18,7,0,651,1060,770,1120,1166,1465,1100,174,17,0,6866,1164,737,665,660,774,610,121,5,4,4739,14,38,93,155,243,242,57,3,0,850,36,67,78,62,84,79,12,0,0,425,16,83,272,256,276,144,31,4,0,1070,26,73,180,151,168,120,34,3,0,762,51,144,461,463,504,397,120,13,0,2139,35,78,237,366,463,367,94,12,3,1651,36,225,761,901,951,689,104,8,3,3667,104,304,1185,1533,1969,1515,217,13,3,6838,123,835,2253,2270,3228,3013,507,30,7,12270,77,85,152,165,181,154,44,8,0,871,94,249,419,362,391,328,82,4,0,1923
