SA4_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
111,135,236,351,421,405,275,104,36,3,1959,4989,8278,16924,16829,17365,11912,1985,175,16,78471,18,93,122,145,155,115,52,15,3,718,23,142,1125,1000,877,445,32,0,3,3648,314,789,2056,2221,2509,1696,228,19,0,9831,17,122,526,600,639,401,41,0,0,2342,705,1655,3596,3200,3146,1876,325,29,3,14546,72,271,667,820,807,569,112,14,0,3338,2201,2997,3262,2536,2669,1860,413,48,3,15985,3708,2783,2116,1369,1220,786,205,17,5,12206,61,270,1072,1295,1772,1485,348,32,0,6336,123,227,410,365,317,210,33,4,0,1687,38,335,1504,1349,1259,716,89,21,6,5307,58,214,481,536,486,368,128,22,0,2292,151,758,2619,2495,1928,1332,385,56,5,9723,109,435,1086,1165,1164,928,176,19,3,5092,51,558,2293,2755,2807,1666,206,8,3,10361,297,986,3050,3553,3558,3040,492,41,3,15016,405,2203,6399,6086,6746,5263,876,78,8,28060,301,368,399,368,311,219,91,9,0,2056
112,110,110,288,386,394,331,108,38,19,1787,2991,3266,7319,9985,12032,9931,1985,223,47,47777,177,220,460,669,978,1090,673,265,51,4581,4,20,158,148,131,103,10,0,0,578,300,523,1045,1091,1277,997,198,21,0,5457,10,34,139,208,218,171,18,0,0,797,317,732,1778,2027,1976,1586,311,18,3,8743,63,111,271,393,451,380,92,11,0,1780,1768,1277,1787,1788,2073,1700,420,36,3,10849,1939,1195,1575,1422,1316,1091,272,18,3,8827,62,135,369,608,898,895,327,33,0,3323,48,68,135,215,252,199,62,4,0,979,16,58,244,390,435,299,69,15,0,1531,42,100,239,379,395,400,126,21,4,1706,71,220,759,1197,1220,896,332,32,0,4731,64,177,526,780,952,797,184,24,3,3507,48,157,647,1178,1495,1076,172,8,0,4784,96,322,1339,2261,2612,2278,390,26,0,9327,158,659,2099,3161,4393,4322,699,42,3,15538,100,157,238,352,325,270,81,9,3,1531
113,70,64,166,154,201,173,71,27,8,931,2118,3153,6440,6460,7319,5597,1326,213,37,32671,251,470,1181,1340,1670,1723,1035,355,50,8070,7,15,50,51,50,40,3,0,0,216,408,784,1754,1645,1449,1029,187,21,3,7274,6,56,201,242,283,188,24,0,0,1002,319,650,1086,881,962,734,172,16,0,4823,78,159,332,340,358,257,80,9,0,1620,1185,897,1261,1091,1227,1006,213,26,8,6906,1069,724,771,544,609,488,137,13,5,4365,40,124,425,538,810,742,232,27,0,2940,24,55,112,91,86,76,5,0,0,451,19,95,237,250,248,157,29,5,0,1025,21,68,128,131,136,103,37,10,0,642,52,203,539,524,495,401,133,17,0,2371,42,151,342,379,472,441,109,14,0,1940,211,430,1156,1137,1276,844,145,8,0,5196,63,350,1176,1452,1599,1282,221,31,4,6183,146,690,1846,1812,2120,1724,292,15,4,8644,75,79,85,104,89,79,30,3,0,551
114,59,49,112,162,209,175,74,26,5,872,1854,2032,4306,5374,6838,5528,1336,144,25,27445,77,87,203,215,285,264,228,72,14,1441,3,22,87,110,101,62,14,0,0,391,158,238,536,718,847,660,132,22,4,3313,11,34,88,113,180,121,16,0,0,570,303,615,1285,1233,1301,1033,219,18,0,6005,29,71,117,227,247,220,71,19,0,1002,930,692,1049,1006,1238,995,315,26,7,6264,1328,707,881,759,816,627,195,14,0,5330,26,96,250,365,556,574,202,26,4,2106,35,38,78,92,104,111,36,8,0,504,17,51,159,188,266,203,87,18,3,983,28,78,153,204,233,204,95,18,5,1016,47,134,431,610,711,689,300,49,3,2980,47,146,314,484,663,517,137,19,0,2321,61,276,952,1116,1230,806,119,12,4,4576,66,201,621,1011,1326,1231,283,24,0,4763,110,452,1211,1511,2138,2066,416,30,0,7940,73,62,112,156,177,161,66,10,3,815
115,109,196,339,542,494,294,109,19,3,2108,3392,5293,8891,12721,13424,8569,2120,166,9,54590,58,88,167,258,319,300,153,50,5,1402,0,13,57,60,88,43,14,4,0,275,210,373,893,1751,2066,1368,325,31,7,7027,4,38,127,299,353,217,44,3,0,1093,680,1256,2291,2833,2821,1548,428,24,8,11880,81,291,785,1483,1512,981,245,23,0,5405,1742,1997,1722,2080,2139,1388,477,48,0,11588,1721,1104,670,677,725,454,115,13,0,5478,60,167,447,876,1107,870,252,16,0,3796,76,258,568,853,657,379,67,3,0,2860,70,460,1501,2139,1659,953,205,22,0,7016,77,242,450,538,540,395,156,25,0,2431,181,952,2031,3101,2621,1733,623,62,4,11316,72,262,494,718,875,600,204,17,0,3237,38,252,910,1518,1635,1119,245,15,0,5723,459,879,1625,2188,2751,2304,510,52,0,10766,312,1091,2033,2662,3451,2526,719,61,6,12861,303,277,292,270,280,135,45,4,0,1613
116,159,314,813,794,623,371,71,15,4,3156,3904,7042,17411,17112,14109,8538,1336,58,9,69529,20,69,134,172,169,99,29,9,0,692,0,8,49,75,54,25,3,0,0,207,227,726,2381,3388,3310,2219,313,20,0,12590,10,85,341,469,432,210,24,0,0,1567,625,1445,3292,3023,2251,1325,281,7,3,12256,89,441,1701,2006,1625,956,152,3,0,6972,1896,2780,3876,3448,2435,1404,281,11,6,16133,2529,1428,1734,1184,951,585,80,16,0,8514,147,743,2821,2972,2762,1762,292,8,0,11514,125,254,918,1028,526,226,31,5,0,3120,97,681,2704,2877,1510,818,98,0,0,8797,71,207,550,484,319,186,54,7,0,1882,116,850,2841,2855,1477,735,179,14,0,9067,105,532,1364,1282,1056,740,164,3,0,5242,68,506,2062,2514,2357,1491,258,16,0,9269,279,854,2283,2483,2008,1406,273,23,4,9610,324,1538,4864,4861,4236,2970,531,20,4,19356,180,292,398,311,234,157,27,0,0,1595
117,72,454,1412,664,430,229,65,16,3,3348,1870,9709,33067,17810,11128,6615,1623,162,28,82018,5,37,103,48,40,31,21,4,0,289,5,11,129,61,26,30,5,0,0,270,70,378,1789,1284,901,573,111,14,3,5124,10,48,320,227,149,82,9,0,0,851,110,721,3302,1705,1165,597,150,17,3,7762,38,308,1674,1105,709,407,104,12,3,4362,721,2539,4898,2378,1441,878,264,18,4,13137,1139,4250,8146,2817,1294,730,158,22,6,18557,58,450,1913,1726,1521,941,196,17,0,6827,75,670,3534,2269,1206,507,94,10,0,8360,41,741,5898,4183,1962,644,153,16,4,13650,26,274,1403,814,519,286,128,26,3,3470,120,2034,12065,6246,3187,1673,500,73,6,25908,70,696,3073,1681,958,583,164,12,0,7245,83,762,3590,2601,2164,1286,248,15,7,10763,255,1183,4466,3305,2584,1895,482,44,5,14222,111,1164,5587,3448,2718,1904,618,68,6,15619,162,590,1834,1134,679,433,136,12,0,4985
118,90,239,893,610,482,276,147,33,6,2777,1794,6035,21276,15676,12084,7608,2594,324,49,67441,6,27,84,42,61,36,30,7,0,288,0,3,67,57,48,28,15,3,0,214,57,206,936,884,782,536,172,42,7,3611,4,37,186,187,124,73,21,3,0,634,149,750,3228,1948,1399,699,236,38,3,8454,33,184,981,1012,750,449,192,40,8,3653,800,1627,2570,1765,1393,948,451,76,9,9648,916,1850,2936,1467,1023,525,185,36,3,8945,45,238,1089,1136,1152,793,256,26,3,4738,88,368,1878,1760,1130,438,112,27,0,5798,28,490,3701,3971,2296,939,263,70,23,11787,40,283,1088,935,778,460,234,62,24,3900,113,1326,7002,5442,3632,1968,921,116,15,20529,43,437,1848,1350,856,570,209,40,9,5359,45,389,1735,1564,1473,1018,286,25,0,6546,343,992,3188,2783,2475,2077,695,68,9,12629,147,859,4146,3250,3162,2688,1061,139,15,15465,157,441,1123,779,619,372,137,32,7,3664
119,178,605,1506,1139,1169,731,138,41,8,5512,4870,12102,29620,24863,23358,14402,2677,233,35,112165,7,31,115,84,100,73,27,7,0,446,0,9,65,54,49,36,4,0,0,223,203,770,2725,3190,3729,2821,576,55,11,14070,14,88,312,439,373,236,37,0,0,1507,788,2291,5690,5021,4217,2332,490,31,4,20864,110,498,1994,2236,1971,1247,219,30,3,8312,2397,4670,6846,4569,3947,2498,542,72,6,25549,3030,3422,5868,2938,2729,1779,305,23,0,20092,167,978,3782,4678,4874,3390,640,44,3,18554,121,433,1633,1460,906,406,84,8,0,5050,85,1055,4837,4122,2741,1237,194,11,6,14280,93,398,1303,1031,828,478,173,26,5,4331,212,1746,6362,4885,3237,1829,495,63,7,18835,145,898,2924,2261,2119,1530,332,32,3,10238,89,651,2736,3124,3148,2026,393,19,3,12193,513,1566,4181,3741,3777,2805,679,71,3,17341,419,2425,7538,6008,5934,4285,1035,62,7,27707,312,580,902,622,538,339,118,15,4,3427
120,67,324,887,608,548,319,96,13,10,2885,2218,6692,20725,16915,14828,9154,2180,193,23,72924,6,20,77,49,45,48,15,5,3,276,0,7,63,57,40,25,7,0,0,199,80,302,1493,1480,1331,909,235,24,3,5854,4,36,214,241,215,131,23,3,0,872,193,784,2558,2260,1938,1129,286,35,4,9185,50,294,1393,1327,1170,658,166,21,0,5080,954,2208,3668,2206,1841,1209,322,35,5,12449,1355,2276,3579,1647,1166,721,179,21,5,10943,46,258,1183,1151,1429,1005,227,27,0,5321,88,387,1701,1785,1220,523,101,12,3,5811,44,546,3953,4052,2382,903,195,21,5,12098,48,293,1088,878,684,363,119,41,5,3513,130,1326,6368,5209,3565,1962,645,71,6,19279,70,479,1718,1282,1176,641,185,15,4,5562,74,411,1913,2092,1942,1379,316,17,0,8143,331,1020,3026,2879,3013,2454,655,54,3,13425,211,1159,4749,3697,3651,2962,926,97,10,17455,195,415,882,690,490,329,90,11,0,3108
121,135,256,869,920,877,435,197,43,15,3746,3943,8114,23105,24051,22182,13915,4353,495,53,100210,21,36,77,101,123,139,96,32,6,618,0,5,98,171,155,88,27,12,0,553,158,315,1539,1902,1800,1118,332,57,9,7235,4,32,263,349,278,183,34,9,0,1157,248,751,2292,2357,2111,1309,406,60,3,9536,60,331,1736,2274,2033,1118,338,46,7,7955,1831,2629,3321,2656,2391,1645,658,97,12,15238,2083,2200,2500,1674,1255,820,229,22,6,10792,55,199,925,1105,1393,963,269,22,0,4935,203,514,2330,2821,2105,904,216,29,9,9128,71,752,5129,7177,5382,2407,633,88,20,21667,66,326,1234,1242,1230,779,366,79,11,5348,290,2050,8845,9736,7739,4770,1910,289,34,35662,75,415,1503,1593,1530,1026,408,56,6,6600,66,352,1858,2282,2126,1528,436,56,4,8709,777,1483,3219,3634,4230,3430,1192,138,11,18123,398,1658,5185,5316,5626,4592,1697,222,18,24703,312,492,815,700,580,385,149,41,7,3480
122,100,192,508,687,703,338,125,32,11,2696,3121,4761,12347,15173,15190,9312,2636,274,33,62839,15,31,76,69,100,66,44,20,3,429,0,4,45,59,55,50,13,7,0,228,160,308,1028,1447,1501,966,242,38,5,5693,9,33,132,209,209,128,36,0,0,758,398,1053,2691,3080,2582,1377,368,36,4,11582,86,243,847,1523,1450,862,243,29,4,5278,1538,1746,2143,1980,2213,1540,580,73,0,11820,1854,1423,1715,1094,907,595,160,15,0,7764,64,125,515,757,1052,818,244,33,0,3608,165,296,891,1419,1170,555,151,15,0,4653,23,265,1612,3090,2455,982,252,54,12,8741,69,220,614,747,773,446,189,43,7,3115,146,796,3212,4952,4399,2549,928,118,12,17115,82,284,1033,1309,1235,681,241,27,8,4898,38,168,924,1413,1525,1053,271,23,0,5408,370,658,1898,2497,2776,2186,583,66,3,11043,273,899,2556,2896,3486,2807,897,92,7,13921,266,297,540,569,508,303,87,17,3,2590
123,157,256,517,476,483,289,74,21,4,2268,3652,6097,12642,12634,12173,8168,1348,86,19,56812,48,86,144,142,203,144,69,22,4,855,0,30,131,188,168,145,8,0,0,683,296,782,1938,2536,2792,1962,329,8,0,10652,21,85,324,329,366,220,39,4,0,1384,822,1692,3349,2874,2193,1444,254,20,3,12656,93,297,945,1083,1023,690,123,7,0,4264,1463,2108,2755,2454,2251,1499,276,21,3,12830,2395,1233,1224,896,712,490,112,0,0,7071,135,563,1715,2194,2295,1709,378,29,0,9018,76,166,423,386,294,172,24,0,0,1539,40,312,1308,1279,1038,620,100,0,0,4709,79,239,461,449,374,252,67,14,3,1937,123,583,1674,1499,1024,754,180,20,7,5860,121,402,886,930,888,639,138,7,0,4018,80,412,1787,2098,1891,1321,204,16,0,7805,239,752,2087,2298,2214,1852,372,33,3,9856,288,1220,3145,3258,3265,2433,457,16,4,14087,168,261,355,273,243,162,39,3,0,1510
124,137,314,508,514,553,349,109,24,0,2515,4505,7099,14758,15067,15299,11045,2082,156,11,70022,53,119,230,293,300,204,92,26,3,1317,4,22,76,89,100,54,16,0,0,366,322,720,2014,2605,2651,1906,350,22,0,10599,20,99,449,513,528,374,43,0,0,2030,1037,2211,4125,3532,2954,1860,386,22,0,16142,107,391,1161,1215,1120,809,170,9,0,4986,1860,2305,3147,2776,2394,1750,416,38,4,14701,2970,1743,1585,1097,977,657,168,13,3,9211,137,498,1817,2163,2148,1695,410,24,3,8894,96,172,496,500,433,276,66,6,0,2045,52,402,1469,1504,1166,740,97,5,0,5445,114,262,586,479,456,326,110,17,3,2361,159,650,1674,1714,1371,1100,367,33,7,7077,131,465,1028,987,1067,827,178,4,5,4685,141,586,2367,2836,2998,2068,338,18,3,11368,260,801,2534,2932,3345,2932,608,46,3,13462,335,1409,3520,3665,4128,3566,736,53,0,17412,292,381,485,422,383,313,100,14,0,2399
125,137,458,1264,959,831,495,117,20,14,4293,3359,8473,24952,18628,15782,9785,1866,127,28,82998,6,47,97,85,97,56,18,0,0,401,0,3,63,60,44,28,3,0,0,199,167,682,3047,3192,3296,2167,384,25,3,12961,7,69,367,404,304,223,28,0,0,1412,596,1813,5135,4304,3160,1697,346,28,5,17077,70,444,2216,2285,1633,1015,201,16,3,7880,1653,3251,5610,3448,2489,1611,345,38,6,18450,1997,2289,3797,1834,1568,1075,153,11,0,12724,94,594,2854,2538,2443,1636,352,18,3,10532,79,290,1610,1370,695,350,70,0,0,4468,86,934,4549,3455,1720,832,161,12,3,11754,58,239,925,783,471,294,84,19,4,2888,102,1334,6512,4648,2151,1285,331,37,3,16410,105,708,2226,1688,1402,1023,180,12,0,7349,68,513,2557,2633,2224,1445,280,26,0,9752,391,1182,3254,2840,2553,1968,480,33,4,12701,317,1870,7081,5369,4497,3266,724,57,5,23177,187,423,677,457,308,187,63,10,0,2304
126,50,147,468,412,362,215,64,15,7,1742,1766,4167,10341,9545,9124,5986,1367,147,21,42468,0,12,38,41,50,33,20,3,0,198,0,11,27,36,38,20,6,0,0,140,77,213,872,1043,1068,685,171,16,5,4146,0,17,110,167,146,123,21,0,0,581,135,462,1175,1313,1209,689,194,26,3,5191,33,182,1060,1171,946,543,146,18,5,4102,817,1515,1902,1208,1183,774,225,39,3,7664,972,1153,1380,802,686,422,95,5,0,5511,31,120,486,597,710,561,139,13,0,2654,81,211,1061,1074,702,332,60,7,0,3535,20,360,1993,2130,1409,738,133,19,7,6819,44,174,582,418,413,264,91,18,4,2004,104,893,3351,3124,2349,1383,442,54,11,11708,37,186,627,671,680,500,131,19,3,2847,30,151,851,941,1052,783,149,19,3,3984,333,777,1658,1652,1930,1597,435,49,0,8432,157,855,2453,2260,2382,2081,630,69,3,10902,148,229,302,248,208,99,36,3,0,1269
127,192,503,913,919,922,574,110,25,0,4155,3779,8917,17469,16021,15079,8950,1383,95,8,71706,27,71,200,289,394,284,96,21,3,1387,0,16,58,65,56,45,6,0,0,249,274,929,2760,3763,4882,3359,477,23,3,16470,9,71,302,341,324,185,22,0,0,1272,709,1945,4121,3769,3466,2064,402,23,3,16506,110,428,1414,1603,1529,867,159,8,0,6129,1697,3207,3700,3164,2988,1762,288,23,3,16825,2356,1812,1728,1328,1369,814,129,6,0,9551,152,801,2451,2816,2966,2038,387,28,3,11645,76,294,728,599,424,188,26,3,0,2338,86,814,2550,1876,1162,524,83,3,0,7098,77,293,649,497,391,257,65,15,0,2233,154,1106,2525,1789,1216,686,163,11,3,7660,133,520,1209,1221,1309,946,192,7,0,5534,134,686,2408,2085,1861,1121,162,8,0,8461,246,1079,2691,2181,2040,1401,267,14,3,9934,308,1762,4095,3807,3573,2529,507,29,0,16602,195,386,467,339,247,167,54,3,0,1858
128,79,174,366,437,399,260,83,21,10,1833,3155,5053,10810,12312,12437,8733,1881,141,20,54544,7,16,26,45,43,41,18,0,0,203,0,6,53,53,67,26,6,0,0,206,249,291,927,1388,1634,1229,310,30,12,6061,9,38,225,276,323,196,40,0,0,1098,633,1317,2693,2848,2314,1364,321,17,0,11504,42,223,669,935,911,698,166,15,3,3652,1431,1736,1774,1744,1865,1409,379,35,0,10375,1953,1195,951,715,677,463,132,15,3,6098,91,329,1157,1742,2138,1539,288,16,0,7302,65,202,479,547,459,241,40,7,0,2037,32,307,1392,1876,1575,922,172,18,3,6290,71,227,514,565,483,337,128,22,0,2348,122,837,2132,2513,2059,1546,471,67,3,9760,78,265,708,876,889,568,185,24,0,3590,50,324,1628,2023,2017,1308,239,17,0,7614,292,663,1994,2182,2484,2403,477,21,3,10526,295,1070,2389,2670,3059,2485,634,55,7,12670,278,297,441,387,350,195,77,7,0,2027
197,0,0,0,3,0,3,0,0,0,7,3,3,17,13,17,11,11,0,0,72,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,0,0,16,3,0,3,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,3,7,8,3,3,0,0,18,0,0,0,0,0,0,0,0,0,3
199,3,7,20,15,12,11,0,0,0,72,44,243,451,183,185,151,28,0,0,1291,5,41,58,13,11,10,3,0,0,143,0,0,17,15,5,0,0,0,0,35,7,24,59,36,29,20,0,0,0,173,0,3,8,7,9,3,0,0,0,30,7,59,125,89,65,43,9,0,0,389,0,5,20,20,4,11,3,0,0,63,3,47,76,39,40,22,4,0,0,223,27,108,152,25,24,32,5,0,0,389,0,10,49,44,36,32,6,0,0,175,0,8,18,16,9,7,5,0,0,62,0,10,34,24,22,3,3,0,0,92,0,8,22,6,4,4,3,0,0,51,0,25,84,51,27,22,8,0,0,222,3,18,53,34,20,20,0,0,0,155,33,42,54,37,19,20,3,0,0,207,4,25,46,30,41,24,10,0,0,185,5,20,84,48,62,47,7,0,0,272,5,20,41,21,12,6,3,0,0,107
201,67,90,121,178,217,179,69,19,3,949,2055,3196,5935,6742,7782,5720,1152,97,29,32713,70,167,340,430,524,547,443,121,16,2663,6,21,124,144,149,72,5,3,5,526,256,383,905,1314,1489,1004,155,10,3,5527,8,32,110,153,188,122,14,0,0,624,306,812,1522,1219,1196,894,139,11,5,6113,55,104,219,319,351,256,62,10,4,1373,1012,1152,1321,1170,1262,994,247,22,5,7177,1401,956,774,665,589,443,119,16,8,4958,28,104,373,523,722,667,182,22,4,2627,46,105,277,302,271,166,39,0,0,1200,7,79,216,262,307,159,27,6,0,1065,8,84,166,148,176,138,42,8,0,766,43,288,753,814,750,515,202,18,0,3389,34,117,287,351,456,386,80,14,0,1728,40,147,747,1049,1192,815,136,13,4,4140,102,392,1215,1567,1753,1399,265,9,0,6692,103,741,2081,2214,2701,2337,378,17,9,10590,119,194,255,247,237,198,79,6,3,1338
202,67,74,131,171,195,172,66,14,9,905,2016,3079,5839,6553,7692,5855,1204,122,42,32395,70,130,362,472,561,678,402,147,26,2859,8,70,252,239,218,108,22,0,0,910,292,659,1241,1130,1323,1035,178,17,7,5867,3,31,168,177,226,149,17,0,0,774,233,728,1431,1189,1163,837,160,15,3,5753,41,105,224,261,301,219,60,9,0,1210,1150,1138,1201,1112,1283,965,253,35,5,7137,1284,862,696,502,529,355,83,11,3,4329,24,86,253,422,660,636,183,15,6,2282,28,62,154,210,188,140,34,3,0,821,15,143,516,660,561,278,58,0,0,2231,13,47,142,142,172,125,54,6,0,707,41,188,645,804,689,551,177,19,0,3119,35,120,306,383,466,428,91,13,3,1842,30,148,632,997,1216,916,153,9,3,4098,82,330,1036,1417,1599,1296,226,11,3,6005,125,728,1984,2087,2705,2462,404,30,7,10529,95,131,155,208,210,180,59,10,0,1059
203,126,185,305,355,375,285,101,22,9,1775,3740,5819,12197,13093,13930,9822,1911,150,38,60706,66,146,293,373,458,419,310,100,16,2181,3,17,89,95,101,79,8,0,0,390,342,694,1651,2127,2390,1641,266,23,8,9130,11,97,372,377,384,240,37,0,0,1517,490,1458,3346,2999,2441,1578,284,30,8,12626,88,251,537,717,731,525,114,7,0,2974,1848,2363,2943,2479,2456,1766,380,34,3,14265,2660,1924,1519,1125,980,698,229,17,3,9151,73,253,903,1108,1375,1176,278,19,4,5181,88,126,296,353,319,219,44,4,0,1452,18,177,882,971,864,435,96,13,3,3460,27,153,354,394,343,276,100,22,3,1674,72,415,1473,1864,1586,1126,386,48,9,6973,63,227,650,850,994,751,231,9,3,3772,51,323,1434,1972,2249,1470,266,29,3,7804,177,638,2519,2983,3065,2548,440,20,3,12389,186,1252,3860,4074,4692,3801,689,45,7,18606,263,317,379,427,391,291,112,8,0,2193
204,85,84,142,211,247,194,95,31,4,1100,2269,2611,5930,7079,8817,7269,1679,223,50,35941,133,261,560,724,1010,1365,1104,364,76,5598,0,12,72,67,77,62,21,0,0,306,302,557,1209,1416,1772,1367,223,19,3,6871,8,28,121,145,240,184,18,0,0,740,337,704,1449,1348,1443,1123,223,17,9,6644,72,109,298,327,434,337,72,10,6,1661,1050,790,1184,1197,1500,1198,326,37,7,7294,1435,755,907,836,918,727,240,21,3,5841,52,179,468,669,950,905,264,19,12,3518,32,54,93,115,127,105,27,0,0,563,11,62,213,251,286,180,40,3,3,1044,33,61,146,175,193,159,50,3,4,825,53,138,424,631,664,557,206,30,4,2689,72,149,384,497,620,541,134,15,8,2404,234,599,1172,1407,1717,1235,193,17,4,6575,95,273,1057,1373,1527,1421,255,26,7,6033,146,547,1666,1986,2634,2587,458,34,6,10064,95,101,213,204,225,153,52,11,0,1046
