SA4_CODE_2016,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
217,946,797,610,246,93,35,3835,366,720,843,1003,896,389,80,25,4331,54,142,142,130,110,62,17,14,667,379,617,482,363,206,144,51,18,2254,7,8,4,7,4,8,12,3,57,12,34,58,58,48,28,15,12,253,697,458,560,738,820,894,791,495,5462,2384,4661,4975,5270,4973,3171,1605,812,27858,51,148,232,162,158,112,35,11,907,41,112,102,87,68,34,0,0,435,528,1172,1273,1517,1350,952,426,142,7359,366,769,592,578,578,365,166,52,3465,353,628,852,789,595,330,109,35,3688,318,1076,990,1306,1489,804,336,128,6444,172,694,837,929,1161,853,297,99,5032,416,1191,1393,1275,1035,523,169,59,6063,482,899,1049,1227,1180,589,134,43,5602,127,236,223,185,181,122,31,13,1129,514,877,739,575,372,250,78,28,3436,17,20,15,17,15,19,21,4,133,24,77,142,141,133,73,31,17,636,1475,1026,1168,1593,1695,1763,1396,774,10888,4882,8923,9591,10388
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,5
299,37,27,36,12,3,0,259,42,101,52,30,25,11,0,0,264,19,51,21,11,4,0,0,0,101,25,35,23,13,8,0,0,0,101,3,0,0,0,0,0,0,0,3,4,7,3,6,8,3,0,0,27,139,200,151,89,76,40,13,11,711,348,640,356,230,211,95,23,16,1920,19,43,19,12,9,6,3,0,118,8,41,18,5,4,3,0,0,80,32,123,61,59,50,46,10,0,387,22,68,37,27,24,6,4,0,196,12,28,14,13,8,3,0,0,78,31,91,39,30,32,13,0,0,247,16,38,28,18,35,18,3,0,154,83,182,85,54,53,21,3,0,481,50,147,71,50,48,21,3,0,391,25,79,35,19,11,0,0,0,170,29,54,39,26,18,3,0,0,171,3,0,0,0,0,0,0,0,5,13,10,15,9,8,3,0,0,63,318,513,501,337,227,113,32,9,2040,650,1413,971,670
301,3279,2964,1885,858,265,116,12925,856,1627,1842,1665,1345,659,124,36,8150,322,477,479,319,187,114,63,33,1991,670,968,854,685,417,278,66,38,3968,22,14,15,11,20,21,37,16,144,42,62,130,119,84,33,14,8,499,641,655,718,779,791,831,779,729,5919,4550,9399,11332,10627,8010,4671,2134,1217,51930,119,375,522,522,355,278,76,22,2265,234,481,789,576,282,95,13,3,2470,954,2737,3424,4037,3701,2726,1243,382,19196,554,1627,1538,1433,1226,869,435,105,7794,117,255,391,354,263,140,55,15,1584,614,1654,1923,2254,1850,1035,483,167,9972,275,1197,1808,1821,1754,1087,415,101,8460,1591,3761,5124,4824,3267,1585,498,187,20832,1286,2203,2502,2268,1824,1022,265,77,11451,626,754,747,510,321,185,102,52,3299,930,1314,1305,1033,651,448,133,55,5856,54,23,18,20,34,36,45,18,249,67,168,300,280,211,125,52,27,1227,1361,1388,1629,1773,1734,1579,1347,1069,11871,8796,17917,22030,21686
302,3427,2510,1446,577,219,101,13074,861,2006,1938,1395,970,486,132,44,7829,374,797,564,278,156,64,43,19,2305,616,963,658,464,278,164,45,17,3207,35,9,21,5,14,23,35,22,164,41,157,194,129,83,35,13,6,652,762,1016,808,759,651,636,770,944,6335,5100,13399,11988,9075,6348,3468,2023,1447,52853,179,785,753,508,372,186,73,19,2871,404,1224,1186,590,286,71,16,0,3776,865,3136,3010,2851,2293,1527,1000,310,15007,451,1548,1164,986,786,521,301,124,5877,119,304,351,281,157,82,34,15,1337,867,3057,2512,2073,1580,846,434,189,11568,280,1397,1736,1617,1491,958,444,142,8060,1857,5804,5768,4343,2668,1239,500,168,22347,1320,2990,2831,2101,1491,777,237,77,11817,655,1329,930,495,269,125,81,28,3916,857,1557,1079,807,451,290,88,35,5172,65,40,24,17,23,34,50,34,293,92,316,351,260,177,103,45,18,1353,1618,2141,1776,1624,1309,1159,1232,1297,12165,9625,25624,23482,18544
303,5659,3835,2182,871,291,138,23119,1392,3641,3168,2354,1699,724,148,61,13187,859,1635,991,598,286,154,66,31,4625,819,1296,877,648,337,218,87,35,4324,76,34,30,31,32,40,35,22,294,101,270,293,208,149,74,27,32,1152,1464,1917,1326,1200,974,854,841,803,9378,9939,25318,19826,14922,10029,5236,2503,1483,89257,797,2027,1565,1132,762,451,131,35,6907,809,2691,2486,1201,455,117,9,0,7763,1573,5263,4577,4240,3468,2246,1272,408,23045,663,2174,1686,1399,1097,632,394,135,8187,155,476,514,370,252,135,48,19,1982,1622,5727,4232,3268,2368,1260,623,242,19345,502,2286,2782,2898,2406,1444,572,156,13042,4528,13132,9890,6832,4175,1939,619,233,41348,2310,5457,4794,3592,2625,1256,359,98,20491,1522,2729,1666,957,514,265,100,40,7803,1233,2327,1524,1052,597,359,141,55,7279,153,84,53,63,52,76,58,27,558,188,558,570,434,310,160,72,54,2349,3131,4097,2843,2524,2012,1681,1483,1197,18970,19196,49026,39175,29962
304,2837,2312,1327,640,206,113,10713,873,1610,1972,1580,1162,781,247,62,8278,434,659,603,446,243,134,56,24,2591,395,408,400,366,175,140,34,23,1938,63,8,7,10,10,16,18,11,145,67,92,163,135,82,72,19,14,636,726,577,505,528,422,418,463,639,4272,5078,9411,11070,9757,6924,4369,1923,1179,49718,644,1201,1219,1097,796,576,234,83,5846,348,791,1238,854,381,105,17,0,3741,866,2339,2505,2572,2065,1534,720,257,12855,361,925,936,815,627,423,225,59,4367,130,312,369,288,195,141,72,18,1519,752,2108,2313,2397,1848,1191,552,204,11368,253,1098,1591,1781,1806,1277,515,115,8438,1882,3832,4915,4432,2801,1597,474,206,20138,1415,2485,3036,2433,1918,1375,448,125,13232,798,1121,941,678,401,224,95,35,4307,564,637,636,550,255,194,63,28,2927,112,18,15,17,18,25,20,16,243,127,195,300,265,176,132,48,27,1277,1456,1198,1135,1132,890,788,743,873,8216,9720,18257,21158,19304
305,4485,3064,1539,572,163,76,18392,1249,3916,2769,1957,1403,670,151,40,12155,1161,2075,1078,757,357,167,52,27,5672,672,1045,554,442,260,142,30,20,3174,112,24,8,12,24,10,13,0,203,111,266,260,220,123,80,22,9,1093,1661,2644,1488,1207,996,678,447,530,9662,9466,24433,16158,12357,8254,4123,1524,908,77225,739,2007,1242,934,626,355,103,21,6028,587,2171,1646,868,343,90,7,0,5727,1207,5041,3095,2528,1912,1120,515,184,15600,624,2309,1460,1184,786,438,199,64,7070,158,506,433,312,237,91,42,12,1789,1380,5291,3459,3064,2169,1054,464,168,17051,357,1781,1648,1895,1857,1128,377,73,9103,3700,11207,8180,6203,3392,1427,387,118,34613,2031,6273,4410,3406,2435,1311,339,72,20274,1918,3632,1790,1188,618,261,88,29,9532,1074,1947,1021,734,402,214,61,29,5479,195,66,22,24,37,20,20,5,393,170,484,476,393,237,143,48,23,1982,3283,5589,3335,2852,2159,1424,864,724,20230,17420,48308,32220,25591
306,2732,2328,1482,680,182,40,10998,603,1680,1889,1716,1393,595,100,20,7985,155,348,381,294,221,109,34,9,1550,738,1114,996,778,412,228,61,12,4342,37,23,11,17,31,25,7,14,170,37,94,111,127,67,39,27,5,510,1681,1797,1827,1821,1715,1366,867,448,11520,5277,11155,11927,11136,8769,4760,1926,745,55692,111,454,577,490,361,239,78,19,2339,169,350,305,244,157,64,18,0,1313,1119,2976,3262,3822,3671,2555,1038,221,18666,394,1268,1344,1421,1486,862,389,71,7232,205,574,676,607,458,221,85,14,2846,684,2130,2202,2297,2059,1061,405,123,10963,272,1343,1865,1952,1898,1074,332,84,8819,1354,3550,3802,3465,2338,1196,337,79,16121,851,2284,2579,2400,1917,909,195,37,11171,245,546,540,457,354,199,64,16,2425,1048,1874,1688,1364,790,436,131,22,7356,68,34,26,34,54,43,30,20,300,74,200,243,325,212,103,50,17,1218,3506,3702,3623,3901,3601,2867,1722,728,23640,10110,21289,22728,22778
307,1085,864,601,222,77,22,4481,342,648,660,664,616,289,42,7,3269,57,89,102,80,58,45,22,4,457,352,493,365,287,180,106,31,4,1813,16,9,3,8,8,17,17,8,88,8,42,52,46,40,15,5,3,210,807,636,742,847,857,861,669,429,5859,2695,4764,4798,4675,4036,2561,1257,578,25358,31,102,131,112,111,71,31,3,592,49,89,84,70,48,23,3,0,371,796,1766,1644,1596,1440,967,402,81,8690,238,548,463,438,506,347,152,17,2719,350,656,762,691,461,236,93,21,3272,228,768,762,988,947,582,260,63,4600,196,738,847,907,846,541,198,42,4316,676,1504,1508,1277,942,405,129,37,6482,449,811,834,823,754,425,98,10,4196,81,123,132,114,109,78,29,7,672,519,728,554,461,320,206,51,8,2862,24,18,11,10,27,41,33,13,177,37,92,125,126,97,61,19,10,562,1741,1500,1584,1870,1845,1816,1262,660,12277,5421,9455,9438,9471
308,2065,1636,1054,354,108,19,8903,642,1333,1240,1127,894,286,72,13,5606,92,211,209,129,68,47,10,3,770,654,937,743,576,242,115,35,16,3320,24,14,13,15,15,17,19,11,128,22,68,92,82,55,25,16,0,358,1443,1271,1289,1375,1157,959,775,540,8799,5063,9908,8970,8056,5904,2895,1473,731,43005,71,322,365,261,221,119,31,7,1387,136,282,291,160,108,35,10,0,1025,1818,4857,4446,4446,3512,1852,803,168,21900,422,1169,1109,1072,1105,595,226,52,5751,246,576,596,481,317,134,47,14,2417,514,1727,1491,1725,1461,678,261,83,7944,356,1513,1752,1630,1338,654,223,64,7522,1369,3277,2907,2470,1682,605,171,35,12523,922,1677,1588,1438,1176,428,120,21,7371,130,319,279,206,126,87,28,5,1182,873,1342,1146,910,461,259,86,23,5098,57,28,30,32,31,34,31,10,262,73,179,251,236,171,85,31,3,1037,3081,3155,3216,3408,2781,1964,1437,829,19873,10072,20415,19473,18479
309,7846,6339,4496,2548,878,297,33334,2406,4567,4812,4117,2920,1463,316,57,20656,909,1672,1291,832,505,331,151,52,5742,2083,3196,2704,2264,1386,1050,269,105,13052,91,43,40,51,61,88,48,53,472,74,217,343,253,184,93,50,21,1235,3278,3652,3193,3253,2978,2748,2270,1928,23296,15230,30126,29788,25752,19834,12584,5690,3066,142069,671,1068,956,869,702,523,198,57,5048,611,1362,1556,922,542,205,33,0,5228,2043,5934,6502,7144,6335,5566,2817,815,37161,1366,4440,4531,4189,3347,2358,1136,291,21658,322,825,1072,844,551,343,138,31,4129,2180,6149,5821,5463,4589,2534,1104,345,28179,679,3296,4250,3953,3697,2412,850,256,19398,5122,11904,12302,10262,7343,4768,1697,505,53911,3636,6530,6750,5795,4269,2416,671,122,30182,1741,2804,2144,1333,867,616,253,81,9840,2884,4735,4260,3590,2174,1612,504,150,19911,169,78,67,91,110,135,83,71,813,193,486,701,623,466,305,162,64,2993,6680,7432,6661,6599,5941,5392,4002,2926,45636,28292,57047,57571,51685
310,3538,2716,1484,608,177,62,14767,1344,2920,2670,2228,1541,620,123,25,11466,328,542,399,250,134,78,34,9,1774,1184,1568,1071,655,386,203,49,21,5131,66,31,25,26,34,30,41,13,263,52,145,186,122,82,31,13,4,646,2128,2172,1775,1784,1470,1272,946,540,12088,8587,16671,14423,11847,8262,4517,2038,847,67197,170,694,711,537,355,199,54,18,2732,428,1008,992,499,238,69,3,0,3229,1569,4590,4479,4498,3753,2452,1142,282,22765,650,1657,1345,1161,1033,771,324,73,7011,266,551,556,483,314,155,55,14,2391,984,2642,2448,2226,1780,1044,432,115,11665,416,1836,2056,1908,1584,901,340,77,9122,2899,6308,5657,4338,2533,1057,327,102,23221,1984,3967,3718,3007,2196,964,219,50,16109,591,930,621,415,255,150,68,16,3042,1592,2197,1657,1031,654,398,104,30,7663,134,63,51,48,59,56,67,18,486,130,343,431,349,261,144,57,20,1729,4895,5358,4507,4068,3184,2533,1751,795,27095,16706,32138,29229,24568
311,3596,2855,1802,832,222,51,15408,1400,2750,2702,2123,1495,569,86,18,11143,401,548,391,221,153,83,31,11,1854,1198,1462,1032,769,400,284,71,15,5229,45,18,28,21,28,37,34,4,217,52,144,154,121,89,47,9,8,624,1868,1789,1623,1690,1496,1168,762,366,10765,8293,15120,13975,11541,8518,4624,1733,631,64431,168,490,483,374,274,180,41,9,2027,447,925,944,489,217,81,14,0,3118,1499,3931,4207,4309,3982,2878,1056,255,22114,817,2144,1856,1663,1418,916,343,77,9235,227,401,492,401,275,149,51,8,2008,801,2204,2046,1899,1644,872,300,100,9868,438,1696,2189,1817,1603,950,265,52,9010,2956,6140,5545,4387,2845,1442,377,105,23789,2038,3683,3582,2808,2029,857,183,35,15211,764,916,646,386,292,151,65,13,3226,1596,2031,1586,1219,691,505,135,31,7789,95,48,54,42,47,62,54,9,409,125,337,373,367,261,140,44,15,1661,3897,3718,3487,3475,2952,2349,1411,597,21889,15864,28662,27483,23632
312,1678,1318,715,273,81,22,7017,499,964,964,832,654,208,35,8,4170,89,244,187,116,67,36,9,0,752,494,899,713,497,278,128,19,12,3047,17,4,10,16,7,17,7,4,93,21,47,67,64,41,13,7,0,261,1164,1315,1067,1144,939,744,556,297,7227,3908,8248,7140,6290,4498,2205,1045,434,33778,56,264,255,213,164,77,30,11,1070,104,167,173,91,61,34,3,0,620,1502,4408,4142,3834,2995,1578,568,139,19155,322,1011,876,792,892,530,180,25,4627,137,364,336,315,184,78,29,3,1446,421,1293,1057,1169,1101,448,167,53,5710,266,1069,1218,1166,915,436,168,39,5293,965,2712,2281,1960,1178,468,131,43,9740,638,1211,1181,1031,820,301,61,13,5264,124,328,253,173,120,67,19,0,1076,672,1291,1080,792,468,244,56,26,4629,43,16,21,22,20,35,26,8,194,48,102,172,201,110,53,31,4,732,2509,3297,2867,3009,2443,1666,1065,473,17334,7814,17532,15918,14774
313,2396,2250,1572,941,275,75,10874,1093,1808,1864,1835,1424,706,133,24,8875,237,293,280,234,136,101,41,15,1337,774,1038,860,620,448,311,91,24,4160,33,24,16,10,20,34,27,12,171,36,71,97,114,69,43,24,6,457,1098,1017,1131,1159,1230,1355,1223,1079,9295,5417,8931,9862,9497,7867,5460,2595,1459,51087,137,224,309,291,240,185,77,16,1484,295,378,436,331,216,87,12,4,1763,882,2368,2877,3378,3302,2844,1434,335,17417,578,1469,1411,1376,1179,1012,458,123,7605,185,332,460,405,272,161,74,13,1902,569,1349,1669,1942,1895,1197,491,123,9231,250,1014,1493,1445,1424,1140,387,107,7262,1685,3096,3503,3348,2502,1658,482,128,16402,1523,2364,2422,2389,1879,1048,259,52,11946,441,466,438,370,228,209,75,33,2262,1095,1477,1303,997,725,524,175,37,6333,70,48,25,18,31,56,47,22,324,81,188,235,253,199,142,72,27,1201,2547,2440,2547,2554,2510,2757,2140,1633,19130,10344,17209,19137,19088
314,3066,2288,1257,558,141,42,11141,814,1793,1943,1398,920,377,49,10,7309,275,480,417,245,131,68,28,7,1655,674,989,722,534,248,162,44,7,3381,26,12,4,16,12,14,13,7,108,27,81,130,103,53,16,11,5,427,679,791,711,645,518,499,373,322,4534,4526,10168,11194,8732,5534,2992,1034,489,44673,117,417,544,455,289,168,34,9,2031,285,641,919,543,230,74,6,0,2694,878,2618,3177,3211,2558,1778,612,135,14965,504,1379,1342,1077,766,516,212,41,5840,108,282,445,281,169,94,28,8,1420,621,1853,2220,2017,1368,732,222,61,9095,272,1251,1913,1658,1330,763,217,44,7457,1554,3961,4966,3970,2349,1093,266,71,18241,1278,2527,2688,2018,1294,605,121,29,10558,542,808,686,403,222,125,58,11,2853,935,1396,1151,822,413,277,70,10,5083,50,20,17,28,22,25,15,11,179,67,187,301,244,167,79,29,10,1081,1420,1644,1584,1487,1110,990,666,487,9381,8619,18994,21952,18214
315,589,495,261,78,15,4,2545,226,487,376,381,258,77,14,3,1808,36,91,59,37,25,11,3,3,268,159,257,180,148,72,31,8,0,853,11,7,8,13,3,8,5,0,47,17,26,37,34,22,3,0,0,128,831,790,587,656,567,387,178,89,4081,2178,3779,2923,2763,2052,878,304,123,14997,30,122,96,69,39,27,7,0,393,39,56,45,24,20,10,0,0,199,558,1484,1247,1172,909,462,136,19,5994,207,460,417,306,308,167,48,7,1924,219,337,296,268,201,55,24,7,1412,195,548,495,570,547,182,58,13,2605,236,699,559,468,379,124,40,13,2519,394,967,793,702,436,117,28,10,3442,292,633,503,508,361,128,28,3,2458,54,115,93,56,42,21,12,3,402,220,392,302,251,149,83,13,3,1415,15,13,9,19,13,11,7,0,89,39,69,72,79,47,23,3,0,335,1986,2050,1501,1488,1328,888,392,142,9778,4479,7944,6436,5989
316,3811,3924,2911,1861,647,212,17792,1181,2160,2631,2779,2425,1290,316,67,12856,422,793,827,674,456,323,122,54,3663,1099,1513,1532,1350,826,653,155,60,7196,50,19,20,15,26,45,60,26,261,34,112,188,165,137,98,35,14,789,1424,1203,1385,1667,1668,1740,1527,1336,11955,6986,13502,16752,17540,14744,10167,4654,2323,86666,156,452,658,604,584,532,200,55,3236,331,475,616,436,331,193,26,3,2406,1145,3068,3909,4843,4726,4550,2394,710,25346,719,2477,2933,2831,2557,1685,860,226,14286,249,644,950,857,687,422,198,61,4065,975,3096,3736,4404,3871,2390,1112,364,19955,326,1720,2943,3393,3521,2519,1008,255,15684,1994,4360,5741,5956,4782,3475,1266,364,27935,1753,2888,3569,3747,3342,2089,649,137,18177,744,1191,1244,988,759,555,221,77,5786,1529,2274,2433,2131,1302,998,285,96,11061,90,23,39,27,52,78,83,38,421,99,248,392,393,338,244,135,44,1888,2917,2645,3130,3486,3380,3457,2656,1988,23659,13029,25555,32302,34099
317,1525,1297,859,387,134,55,6925,628,1101,1030,989,750,328,71,20,4923,149,289,174,148,107,58,28,6,964,608,660,451,370,227,109,30,8,2454,24,18,8,11,7,12,14,6,106,16,50,64,60,48,25,12,0,292,818,674,651,689,693,763,750,680,5717,4094,7103,6446,6202,5013,3033,1639,953,34476,106,292,318,267,215,110,42,14,1361,208,353,251,150,93,37,4,0,1102,953,2290,1926,1917,1674,1131,519,162,10559,438,876,686,646,624,418,194,48,3923,254,343,472,389,347,173,80,22,2070,487,1610,1363,1511,1442,826,390,118,7749,195,979,1251,1403,1324,837,341,80,6397,1315,2556,2406,2120,1465,742,240,82,10925,869,1530,1443,1372,1064,563,168,40,7043,237,445,273,223,181,97,53,11,1525,842,980,705,565,375,186,54,22,3728,54,31,18,21,23,30,31,13,220,45,145,155,167,120,71,32,17,741,1776,1466,1384,1421,1402,1443,1264,961,11117,7775,13891,12643,12171
318,2293,1841,1127,392,115,48,9406,911,1779,1649,1508,1131,461,112,12,7569,146,341,280,184,117,56,32,9,1163,738,1010,720,571,288,157,44,10,3542,37,11,8,8,14,29,16,12,128,36,85,117,103,58,29,11,3,438,1476,1288,1182,1277,1116,1017,748,396,8511,6000,11263,10102,8973,6637,3473,1590,621,48671,254,759,621,469,342,236,52,16,2746,264,408,326,227,134,50,6,0,1407,1619,3986,3546,3554,3115,2039,855,233,18948,464,1289,1146,1107,1126,740,295,62,6232,212,427,485,361,256,113,41,10,1903,991,2684,2227,2078,1740,774,316,72,10877,348,1460,1675,1669,1476,764,297,66,7745,1561,3380,3354,2903,1939,726,213,72,14158,1370,2479,2244,2045,1515,736,188,20,10595,250,505,401,304,202,121,60,11,1860,1036,1441,1155,944,562,350,94,23,5606,60,35,17,23,31,38,28,16,254,122,265,277,294,170,87,41,9,1269,3516,3237,2756,2864,2459,2109,1386,632,18953,12076,22346,20223,18840
319,2187,2197,1961,1080,312,84,10958,746,1523,1865,2017,1938,812,138,25,9062,123,209,207,195,184,152,50,15,1142,871,1002,1007,770,612,449,100,24,4827,26,12,9,21,36,48,56,18,226,36,67,75,81,88,60,27,9,444,1409,1185,1329,1705,2050,2274,1781,942,12680,5212,8826,10333,11266,11193,7663,3610,1406,59509,51,197,266,288,309,245,95,11,1472,200,285,300,220,219,114,15,0,1358,1247,2462,3046,3610,4504,4458,2050,434,21806,401,1038,1133,1422,1797,1571,687,123,8176,292,536,779,777,606,361,156,28,3543,528,1659,1881,2431,2706,1670,720,193,11790,273,1247,1950,2222,2193,1584,580,123,10167,1548,2774,3004,3097,2873,1798,555,141,15789,1040,1977,2427,2577,2534,1280,272,49,12159,227,324,301,284,302,280,90,30,1836,1218,1502,1490,1236,1052,817,233,53,7593,54,23,16,29,67,90,87,33,403,111,168,208,249,236,184,116,26,1304,3150,2742,3015,3748,4256,4730,3465,1555,26651,10335,16942,19819,22194
397,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,16,5,6,3,8,9,3,4,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,3,23,10,11,12,8
