SOSR_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
SOSR379,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,3,0,3,0,3,7,10,0,3,0,0,10,7,0,0,0,3,7,4,0,5,3,0,13,5,0,0,0,0,7,0,0,0,0,0,0,30,0,11,0,21,65,0,0,0,0,5,5,0,0,0,0,4,4,5,0,0,0,3,6,0,0,0,0,3,3,10,0,3,0,0,7,9,0,8,3,0,19,6,0,3,11,0,16,3,0,0,0,0,7,0,0,0,0,0,0,33,3,17,18,17,81,0,0,0,0,11,11,0,0,0,0,11,11,4,0,0,0,7,11,4,0,3,0,4,14,14,0,3,0,0,24,17,0,13,3,3,30,13,0,9,11,0,33,7,0,3,3,0,16,0,0,0,0,0,4,60,3,27,17,38,144
SOSR399,0,0,0,0,209,212,0,5,0,0,554,559,121,51,26,7,1097,1288,162,133,85,5,583,964,230,129,212,7,392,975,546,120,274,31,186,1147,607,88,290,61,79,1120,127,20,40,17,18,225,5,0,3,5,0,19,1793,546,932,134,3106,6509,0,0,0,0,201,203,4,0,0,0,564,576,143,24,16,0,814,1005,147,43,54,7,253,514,296,66,140,18,177,688,779,58,256,35,97,1224,562,19,142,50,24,798,82,3,13,37,11,153,0,0,0,18,0,18,2015,218,626,174,2148,5179,0,0,0,0,410,408,4,6,0,0,1119,1133,264,74,38,9,1905,2293,312,178,145,20,832,1485,524,195,348,18,575,1663,1322,185,531,62,280,2373,1164,105,432,111,99,1916,215,23,54,60,28,381,8,0,3,29,0,44,3804,762,1561,304,5254,11693
SOSR401,111,10,28,21,35759,35928,1281,77,44,28,40287,41723,28035,1280,1267,72,51235,81894,44391,2854,4455,155,23433,75281,44367,3864,9430,501,17524,75689,42355,2970,10934,1194,9159,66615,35976,1663,7105,2270,3327,50334,20013,565,2341,3493,1028,27452,6372,170,495,3975,378,11384,222900,13451,36099,11715,182130,466302,151,11,19,20,34426,34631,2707,157,59,34,37577,40535,36100,2162,2058,172,43285,83779,45360,3962,6568,522,19423,75838,44897,4636,13500,1633,13717,78384,42349,3281,15626,4188,7426,72874,33120,1620,10463,8947,2788,56946,15032,490,3646,14545,1014,34727,3398,114,1041,15132,634,20318,223115,16438,52990,45192,160295,498030,257,23,51,37,70189,70554,3992,233,104,67,77865,82252,64134,3446,3326,247,94527,165670,89745,6812,11025,681,42854,151122,89262,8498,22930,2134,31243,154069,84702,6248,26568,5382,16584,139495,69099,3287,17569,11217,6109,107279,35050,1059,5989,18032,2047,62177,9768,281,1534,19111,1009,31706,446013,29887,89086,56911,342428,964327
SOSR412,3,4,3,0,2448,2457,71,3,7,0,2169,2247,1391,133,85,14,2737,4354,2272,219,298,10,1451,4241,2841,278,658,41,1273,5101,2865,232,809,106,544,4554,2383,105,443,187,178,3299,1364,41,170,303,80,1957,395,3,29,246,24,704,13579,1024,2503,906,10905,28909,3,0,3,3,2322,2332,141,27,0,0,2079,2251,1862,195,133,21,2423,4635,2410,302,445,28,1233,4419,2920,370,949,109,924,5266,2862,259,962,270,329,4668,2207,128,589,712,110,3753,1078,32,209,1130,33,2490,175,10,47,844,18,1094,13660,1330,3340,3109,9473,30909,5,4,4,3,4769,4783,217,36,4,0,4248,4500,3250,332,212,33,5157,8983,4679,519,737,40,2684,8666,5765,651,1604,150,2199,10367,5719,486,1766,372,874,9222,4585,237,1037,895,289,7052,2446,79,385,1431,116,4449,572,15,85,1093,38,1795,27236,2355,5836,4015,20382,59823
SOSR413,4,0,0,0,3170,3175,118,11,3,3,2839,2974,1910,112,63,4,3751,5837,3186,292,313,26,2094,5910,3767,362,811,49,1603,6597,4142,299,1081,144,841,6503,4516,206,713,294,310,6041,2395,65,232,410,123,3235,633,20,55,385,30,1113,20673,1360,3273,1318,14763,41390,5,0,0,0,2987,3001,205,29,3,8,2601,2842,2290,196,133,14,3045,5679,3410,403,550,44,1774,6179,3922,487,1196,144,1247,6992,4315,362,1425,414,591,7102,4225,177,1035,1068,239,6752,1757,37,331,1519,80,3725,346,12,60,1417,41,1875,20477,1703,4739,4638,12601,44145,13,0,0,6,6151,6175,320,38,6,10,5432,5815,4199,310,196,20,6803,11523,6600,690,855,69,3871,12088,7693,851,2011,199,2847,13597,8460,653,2509,558,1423,13606,8742,385,1750,1360,552,12793,4153,106,568,1931,207,6959,973,25,115,1802,77,2992,41148,3058,8014,5955,27361,85541
SOSR414,0,0,0,0,604,605,21,0,0,0,510,534,472,18,20,6,716,1224,720,49,74,6,372,1217,760,67,206,10,291,1336,996,89,278,23,159,1543,1326,48,219,84,65,1750,787,20,75,123,44,1042,232,12,17,115,10,387,5320,298,884,369,2765,9641,0,0,0,0,606,607,45,0,0,0,444,486,575,31,38,0,571,1212,692,74,131,13,325,1234,767,104,282,33,234,1424,1066,71,356,110,131,1741,1286,45,273,289,69,1968,613,12,92,461,28,1206,141,0,30,421,17,602,5186,336,1206,1330,2427,10485,3,0,0,0,1206,1209,62,0,0,0,952,1017,1054,49,50,5,1289,2443,1407,121,211,21,697,2455,1522,173,490,44,530,2754,2065,158,632,132,287,3284,2618,92,493,372,138,3720,1401,30,164,586,71,2246,374,9,44,538,26,992,10510,639,2091,1698,5191,20125
SOSR415,3,0,0,0,3174,3182,90,3,0,0,2671,2771,1998,106,81,6,3423,5611,3362,282,358,17,1883,5904,4115,386,915,49,1593,7059,4752,344,1284,160,872,7420,4857,229,890,275,378,6628,2624,78,302,509,163,3674,758,24,65,500,53,1403,22562,1457,3900,1511,14216,43645,11,0,3,0,2950,2961,201,7,5,0,2382,2595,2573,191,138,17,2889,5802,3604,382,543,51,1682,6265,4291,485,1207,150,1221,7353,4850,317,1389,433,572,7564,4532,167,907,1180,188,6968,1951,50,304,1814,101,4213,391,10,79,1920,69,2460,22395,1602,4580,5565,12054,46197,8,0,4,3,6120,6144,290,10,3,0,5052,5360,4571,293,219,18,6314,11414,6960,667,899,67,3572,12170,8410,868,2121,205,2816,14414,9599,666,2678,596,1451,14987,9391,398,1802,1454,562,13602,4575,127,605,2324,262,7891,1151,28,146,2416,120,3858,44955,3062,8478,7081,26269,89846
SOSR421,0,0,0,0,907,911,21,3,0,0,731,745,570,25,19,0,995,1618,982,62,96,0,557,1702,1294,130,274,12,533,2247,1632,141,439,41,332,2586,1534,87,339,94,140,2192,764,31,109,127,51,1079,201,11,11,149,14,383,7002,494,1285,424,4261,13459,3,0,0,0,877,875,53,4,0,0,627,685,745,36,39,3,812,1621,1099,113,143,14,459,1828,1408,118,328,52,351,2254,1637,98,454,132,156,2476,1370,63,277,353,71,2137,561,12,67,496,18,1156,108,4,25,562,13,716,6988,447,1338,1613,3384,13767,4,0,0,0,1782,1783,73,9,0,0,1360,1438,1311,56,57,4,1804,3238,2082,176,238,12,1022,3530,2702,242,607,70,884,4507,3266,240,891,176,484,5062,2908,154,617,443,211,4329,1327,47,174,623,68,2242,313,11,31,707,32,1100,13990,939,2615,2037,7644,27229
SOSR422,20,0,0,0,545,565,43,0,0,0,461,508,353,21,15,0,613,1008,565,53,59,7,431,1118,777,93,201,16,400,1488,1017,108,324,42,226,1712,991,82,257,81,124,1532,471,27,76,86,40,700,110,4,11,59,12,195,4345,393,949,287,2840,8818,26,0,0,0,517,538,78,0,0,0,372,454,454,36,12,5,529,1033,598,66,66,12,335,1084,855,98,204,51,244,1461,1047,70,265,110,141,1627,881,35,172,191,43,1314,329,9,33,249,11,630,59,0,7,201,3,269,4326,315,763,823,2184,8413,46,0,0,0,1058,1106,127,3,0,0,824,958,804,61,31,5,1145,2040,1167,122,130,17,773,2203,1635,191,413,70,646,2952,2056,179,587,149,363,3344,1871,115,431,268,162,2850,801,36,109,342,48,1332,169,8,19,253,11,465,8669,711,1717,1112,5029,17234
SOSR431,14,0,0,4,4592,4608,135,4,4,3,3412,3554,2238,95,87,3,3955,6383,5149,326,473,22,2566,8533,7780,546,1358,73,2561,12316,8772,549,1897,213,1569,12995,6758,354,1303,417,534,9364,2334,91,304,376,152,3263,440,9,41,209,54,754,33619,1975,5469,1314,19398,61775,11,3,0,0,4134,4147,197,11,3,3,2606,2823,2924,142,123,16,2648,5851,5781,276,513,71,1635,8278,8048,419,1271,224,1474,11439,8545,331,1462,470,718,11525,5641,138,725,862,233,7601,1515,34,163,893,50,2649,190,6,26,552,15,796,32867,1348,4289,3092,13511,55110,27,5,0,4,8721,8754,330,14,6,7,6019,6381,5166,232,213,15,6600,12234,10933,604,986,88,4205,16817,15833,966,2627,298,4031,23752,17320,877,3359,681,2284,24519,12398,496,2027,1280,768,16965,3855,120,462,1273,199,5909,636,19,70,763,68,1555,66488,3324,9756,4403,32912,116882
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SOSR499,0,0,0,0,95,95,3,0,0,0,161,161,40,15,10,0,282,349,35,38,28,0,180,280,53,33,62,0,136,282,79,32,63,16,49,239,86,11,57,8,13,168,15,3,7,13,3,43,4,0,0,5,3,13,311,141,220,40,920,1627,0,0,0,0,74,80,4,3,0,0,91,99,38,9,4,0,164,209,40,20,16,0,70,140,68,34,44,0,50,192,89,22,34,6,19,164,65,5,11,10,6,97,8,0,0,3,5,21,0,0,0,7,0,7,311,86,110,27,487,1016,0,0,0,0,170,173,4,7,0,0,254,266,70,27,14,3,448,556,70,61,38,0,251,421,117,61,101,0,192,474,172,50,98,16,71,403,148,19,67,15,21,271,21,3,9,19,11,59,4,0,3,11,3,22,621,227,327,69,1410,2648
SOSR501,143,18,31,25,58709,58919,2241,113,54,40,63479,65921,52773,2267,2083,124,91605,148852,82829,4632,6919,266,36155,130795,80059,5820,13531,723,22157,122291,67309,4277,14606,1584,10754,98533,51573,2539,9467,2842,4156,70572,26190,813,3222,4101,1400,35729,7191,199,611,3900,444,12346,370303,20668,50526,13600,288848,743945,217,25,20,14,56167,56441,4858,296,112,42,57800,63114,67452,3720,3417,252,75081,149926,85507,6267,10329,798,29766,132670,79313,6860,19587,2238,17213,125204,65758,4686,20940,5844,8164,105395,44772,2407,13683,11485,3070,75422,19272,701,5045,17401,1290,43707,3626,122,1202,15996,629,21571,370774,25072,74335,54072,249185,773447,361,41,47,33,114876,115359,7097,412,169,81,121275,129031,120225,5989,5505,376,166687,298774,168329,10899,17249,1065,65922,263462,159372,12678,33121,2956,39376,247498,133063,8959,35545,7433,18919,203928,96344,4943,23148,14324,7229,145991,45462,1507,8270,21498,2689,79433,10819,320,1816,19895,1072,33920,741073,45742,124865,67675,538034,1517390
SOSR511,0,0,0,0,2392,2397,92,5,0,0,1883,1981,1596,117,71,9,2692,4484,2830,231,298,3,1306,4671,3007,270,641,38,800,4762,2780,202,666,82,365,4089,2264,109,406,132,92,3003,1070,21,115,162,52,1428,305,5,10,140,13,474,13943,972,2218,566,9600,27292,4,5,0,0,2232,2243,169,18,0,3,1695,1886,2165,179,129,9,2307,4793,2951,302,404,17,1148,4817,3045,321,868,77,643,4955,2771,200,922,254,263,4414,1956,103,520,495,94,3167,803,24,154,738,26,1748,154,3,39,635,15,846,14022,1159,3029,2230,8424,28863,4,5,0,0,4631,4639,259,21,3,3,3576,3867,3766,300,197,14,5002,9274,5778,531,704,28,2452,9491,6054,592,1513,113,1441,9712,5552,399,1590,332,628,8508,4218,221,920,628,188,6174,1870,54,274,902,80,3177,455,8,52,777,25,1316,27964,2129,5249,2790,18023,56161
SOSR512,15,3,3,0,3844,3860,134,5,3,4,3237,3385,2506,146,102,11,4673,7443,4210,351,380,18,2424,7391,4564,428,913,55,1857,7820,4364,323,1139,154,905,6884,3549,219,754,235,329,5088,1839,56,245,384,119,2648,573,22,46,316,31,987,21749,1570,3595,1171,17414,45506,20,0,0,0,3668,3689,228,26,3,3,2863,3119,3295,231,162,22,3828,7547,4418,481,597,53,2159,7704,4624,509,1328,161,1396,8011,4282,360,1395,428,647,7107,3097,177,876,834,202,5196,1391,46,308,1393,67,3204,268,7,70,1107,22,1473,21618,1837,4735,4007,14852,47056,27,3,3,0,7509,7552,358,35,8,10,6096,6503,5805,384,266,34,8504,14989,8627,830,980,69,4588,15092,9187,933,2243,217,3250,15833,8644,682,2530,579,1549,13991,6652,401,1628,1070,528,10289,3230,106,550,1769,194,5848,839,35,117,1419,50,2458,43375,3404,8331,5179,32268,92555
SOSR513,3,0,0,0,1530,1538,49,4,4,3,1441,1502,1754,104,75,0,3142,5081,2619,175,219,12,1562,4585,2245,237,494,34,945,3951,1665,166,517,59,454,2858,769,83,217,69,144,1278,242,17,68,68,48,449,52,0,8,56,9,126,9398,790,1598,292,9285,21358,13,0,0,0,1359,1375,117,18,3,0,1428,1565,2179,124,110,14,2796,5218,2449,178,267,19,1285,4199,1935,217,433,54,787,3425,1325,117,491,147,302,2383,550,60,179,229,77,1097,176,16,35,229,27,486,31,0,6,150,10,194,8767,728,1526,838,8075,19933,11,3,3,0,2890,2907,158,22,8,3,2874,3066,3930,224,182,16,5936,10295,5072,348,486,27,2844,8781,4179,456,926,85,1726,7377,2994,278,1001,204,757,5240,1313,144,400,300,223,2375,423,34,110,295,83,933,83,0,16,204,22,319,18169,1513,3123,1126,17358,41292
SOSR514,0,0,0,0,964,964,23,0,0,0,828,862,753,41,30,3,1434,2261,1454,101,130,12,816,2506,1304,138,262,17,494,2206,1232,86,344,42,237,1935,1097,52,239,63,89,1545,511,22,67,86,27,710,131,0,11,73,6,227,6501,439,1087,298,4894,13218,8,0,0,0,940,945,76,5,3,0,776,863,1061,71,55,5,1370,2569,1487,178,206,17,696,2583,1237,151,360,43,417,2208,1269,118,419,98,175,2070,980,51,283,240,39,1601,344,10,75,303,15,751,61,3,12,291,3,366,6522,583,1415,996,4432,13950,8,0,0,0,1901,1909,103,3,5,3,1608,1726,1815,115,83,10,2809,4828,2938,275,337,21,1514,5086,2538,289,620,62,906,4418,2506,202,759,139,408,4007,2075,103,526,308,130,3145,850,33,143,387,42,1460,192,7,28,362,10,589,13025,1028,2496,1296,9330,27168
SOSR515,7,0,0,0,2507,2512,105,6,5,3,2233,2347,1793,84,93,8,3578,5550,3143,209,321,15,1911,5605,3238,323,774,37,1525,5899,3163,304,1013,124,809,5413,2724,150,634,207,289,4003,1354,54,232,234,118,1990,305,17,31,193,27,578,15834,1142,3103,817,12998,33899,4,3,0,0,2296,2306,159,16,3,3,2032,2212,2345,163,111,10,3188,5819,3208,275,384,55,1777,5705,3062,366,881,138,1210,5656,3102,279,1019,303,500,5208,2358,160,560,641,150,3866,941,26,196,964,68,2194,158,10,41,676,29,923,15336,1289,3200,2797,11258,33880,8,3,0,0,4805,4814,261,17,6,4,4266,4562,4138,242,204,15,6769,11374,6353,489,705,71,3688,11307,6304,691,1658,172,2730,11555,6270,580,2033,426,1312,10612,5078,310,1190,852,446,7870,2292,80,430,1195,187,4189,470,23,78,871,57,1497,31177,2429,6305,3618,24254,67783
SOSR521,12,0,0,0,1264,1281,48,3,6,0,1050,1104,816,60,27,4,1606,2512,1335,151,147,3,1037,2673,1658,195,366,21,942,3188,1847,190,562,62,538,3202,1549,123,406,145,207,2430,732,36,141,136,64,1101,177,3,23,103,16,317,8177,773,1672,474,6719,17817,15,0,3,0,1160,1179,99,6,3,0,947,1053,1054,90,51,13,1502,2720,1437,130,189,31,890,2674,1695,216,455,75,728,3180,1777,141,568,194,355,3039,1343,81,296,345,113,2180,522,27,100,461,30,1137,73,3,25,321,3,427,8017,692,1693,1448,5733,17583,27,3,0,0,2426,2457,144,13,5,0,1995,2159,1871,153,80,19,3108,5231,2774,279,339,34,1932,5345,3355,417,824,98,1670,6371,3631,334,1122,262,900,6244,2890,207,702,490,317,4605,1258,66,240,593,87,2242,245,5,46,425,17,742,16196,1464,3363,1922,12451,35400
SOSR522,14,0,0,0,595,605,71,7,3,0,448,527,439,40,22,0,878,1374,601,61,61,4,513,1240,704,100,179,20,422,1419,802,93,304,42,263,1504,730,56,235,47,112,1180,340,15,62,49,47,509,75,3,11,34,9,128,3766,374,866,199,3284,8480,16,0,0,0,502,516,87,10,3,0,499,597,545,34,24,4,834,1442,579,81,68,19,457,1203,707,90,228,43,325,1386,792,94,297,127,143,1445,581,23,127,178,48,960,234,6,44,218,14,512,34,0,4,96,3,136,3566,349,795,680,2814,8205,29,0,0,0,1090,1123,158,15,4,0,945,1122,983,74,44,3,1709,2819,1181,148,128,19,967,2444,1409,195,404,56,744,2809,1594,187,600,165,406,2949,1306,80,363,231,157,2141,573,21,107,270,59,1024,108,3,14,127,14,268,7335,717,1663,880,6102,16688
SOSR531,30,3,3,3,4917,4957,270,21,8,3,4369,4662,4058,267,163,14,8000,12506,7668,571,772,28,4287,13329,10131,801,1738,104,3073,15848,9473,604,2126,198,1562,13957,6659,395,1300,415,512,9278,2337,93,315,339,152,3230,374,14,26,198,44,659,41001,2771,6451,1293,26910,78428,30,0,0,0,4094,4125,225,13,6,5,2885,3124,3300,205,163,29,3949,7644,6459,322,577,63,2248,9668,8654,512,1446,204,1656,12472,8472,372,1553,476,710,11581,5370,147,774,702,177,7171,1381,35,173,822,52,2457,149,10,30,435,19,633,34038,1612,4717,2721,15784,58873,66,5,3,3,9003,9078,495,30,8,5,7250,7782,7355,477,329,46,11950,20155,14131,890,1343,92,6537,22994,18784,1314,3188,301,4734,28322,17946,980,3683,666,2268,25541,12028,545,2073,1109,689,16447,3717,128,485,1164,203,5691,519,28,54,629,62,1288,75039,4389,11167,4021,42693,137303
SOSR579,0,0,0,0,0,0,3,0,0,0,14,17,42,3,0,0,74,124,61,3,4,0,49,120,60,4,8,0,22,94,29,0,6,0,3,43,3,0,3,0,0,8,0,0,0,0,0,3,0,0,0,0,0,3,199,10,29,0,169,408,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,3,3,0,0,6,0,0,8,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,14,26,0,0,0,0,0,0,3,0,0,0,18,20,41,3,0,0,81,127,62,3,3,0,49,127,62,4,16,0,21,105,34,0,6,0,3,43,3,0,3,0,0,8,0,0,0,0,0,3,0,0,0,0,0,3,206,12,34,0,182,434
SOSR599,0,0,0,0,80,84,5,0,0,0,254,254,84,35,17,4,636,773,128,56,61,0,357,606,117,80,152,11,279,638,214,41,164,15,101,540,201,45,94,11,25,375,30,3,9,4,3,58,3,0,0,3,3,12,782,268,499,43,1740,3336,0,0,0,0,65,65,10,0,0,0,235,242,98,15,10,0,419,534,75,25,25,8,174,305,107,30,70,8,112,325,257,29,94,23,37,442,164,4,61,15,3,254,23,0,3,7,0,37,0,0,0,12,0,11,732,109,263,71,1058,2220,0,0,0,0,153,151,10,3,0,0,486,503,180,47,23,4,1052,1306,199,81,85,8,538,910,224,112,220,13,391,957,476,75,255,35,137,977,368,48,161,29,27,633,60,3,12,11,5,98,4,0,0,11,4,23,1514,375,760,112,2794,5559
SOSR603,8,3,3,4,5520,5540,169,11,7,3,5814,6000,3337,157,199,11,7954,11661,5495,457,664,29,3886,10524,6131,622,1504,72,2757,11089,6519,521,1813,231,1666,10747,5669,286,1243,391,587,8176,3095,85,403,645,182,4416,902,22,69,608,51,1652,31329,2163,5900,1996,28420,69810,19,3,0,3,5317,5343,285,25,12,6,5602,5926,4225,324,260,29,7234,12079,6027,603,1038,103,3743,11514,6200,783,2333,240,2380,11935,6679,582,2757,684,1299,12000,5159,306,1887,1549,512,9417,2236,73,669,2448,216,5643,459,13,139,2264,125,2999,31279,2721,9107,7320,26425,76850,27,10,3,3,10841,10883,448,39,21,11,11417,11926,7564,483,461,37,15186,23740,11516,1055,1704,125,7627,22036,12332,1403,3840,313,5135,23022,13196,1100,4572,918,2961,22751,10831,594,3132,1938,1104,17594,5333,158,1073,3094,399,10056,1356,36,208,2872,179,4651,62608,4885,15006,9321,54847,146664
SOSR611,3,0,0,3,2601,2610,126,4,0,0,2823,2951,1443,80,74,3,3065,4667,2258,173,306,12,1499,4251,2652,270,649,39,1100,4705,2708,195,721,84,543,4248,2439,102,514,206,240,3504,1229,41,144,307,78,1803,377,5,35,252,26,698,13228,878,2440,914,11980,29439,13,3,0,3,2431,2449,183,18,3,6,2553,2764,1781,142,124,21,2684,4749,2480,281,488,32,1455,4737,2757,345,1003,127,924,5165,2737,251,1129,283,461,4874,2180,129,821,685,200,4002,913,37,264,1153,95,2464,216,4,53,1035,56,1359,13255,1215,3885,3351,10853,32562,11,3,3,4,5033,5056,307,21,3,5,5378,5720,3227,227,196,28,5745,9414,4741,459,793,46,2953,8993,5404,620,1651,165,2025,9872,5443,447,1850,370,1005,9120,4613,232,1332,886,436,7504,2146,80,408,1462,171,4264,591,9,91,1291,76,2061,26485,2092,6330,4265,22831,62006
SOSR612,0,0,0,0,724,725,26,7,0,0,585,613,353,33,30,0,835,1247,554,64,120,7,432,1174,735,82,241,12,334,1409,902,81,268,27,155,1439,899,33,176,70,73,1256,488,13,61,94,26,681,131,11,14,74,12,241,4084,322,916,283,3182,8785,0,0,0,0,732,740,46,12,0,0,595,646,433,67,32,6,775,1316,652,94,184,16,428,1366,790,112,358,47,307,1611,878,100,370,112,130,1581,864,38,266,278,57,1502,356,9,68,422,29,886,80,7,19,334,10,443,4090,437,1296,1214,3068,10103,4,3,0,0,1458,1466,66,15,0,0,1177,1263,789,98,56,6,1613,2571,1207,157,305,22,860,2546,1521,201,597,54,640,3022,1779,183,636,133,286,3018,1759,74,446,347,130,2755,844,22,130,524,55,1572,209,15,35,405,22,680,8171,756,2210,1496,6253,18887
SOSR613,4,0,0,0,1084,1097,27,0,0,0,901,933,509,44,26,3,1027,1603,767,111,134,4,604,1615,1077,122,312,19,450,1983,1264,95,350,42,242,1986,1221,56,210,101,102,1684,703,24,80,173,32,1009,163,3,9,118,18,311,5738,452,1113,465,4456,12225,3,3,0,0,1010,1015,61,9,5,3,827,899,639,70,42,11,1004,1774,883,134,212,19,543,1783,1148,174,451,70,390,2224,1337,119,476,135,158,2220,1126,54,290,404,61,1941,525,17,104,584,30,1259,71,3,28,442,15,562,5790,580,1606,1672,4037,13679,5,3,0,4,2095,2114,84,14,7,4,1730,1832,1151,111,71,14,2033,3370,1646,242,343,23,1147,3406,2228,294,764,89,836,4213,2597,216,823,178,403,4211,2354,104,498,502,163,3620,1231,46,177,758,61,2273,238,3,42,560,30,872,11527,1037,2717,2134,8496,25905
