UCL_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
UCL315032,35,18,54,201,73,6,275,928,239,1443
UCL315033,34,9,42,639,221,31,893,1735,201,2833
UCL315034,8,0,8,243,64,18,318,637,59,1011
UCL315035,3,3,10,434,104,21,558,838,86,1480
UCL315036,0,0,0,98,114,115,337,357,98,793
UCL315037,0,0,0,113,36,6,156,911,658,1722
UCL315038,8,3,12,212,69,11,297,663,120,1074
UCL315039,65,43,108,387,197,13,592,1537,308,2434
UCL315040,25,15,33,88,45,0,140,623,149,908
UCL315041,196,35,233,515,228,26,764,2485,414,3664
UCL315042,18,0,20,281,114,7,401,984,92,1480
UCL315043,30,4,31,851,263,38,1155,1862,216,3233
UCL315044,17,3,23,873,284,40,1204,2115,305,3619
UCL315045,45,7,57,292,82,4,381,962,161,1506
UCL315046,8,0,9,293,94,20,401,800,84,1280
UCL315047,12,0,12,242,93,17,353,899,118,1365
UCL315048,22,3,20,308,122,19,452,1176,225,1852
UCL315049,143,21,160,452,154,40,645,1811,342,2794
UCL315050,37,6,42,612,225,20,852,1993,258,3110
UCL315051,9,0,8,401,176,18,596,1257,178,2032
UCL315052,60,9,70,403,125,11,537,1438,251,2224
UCL315053,56,8,63,631,217,35,886,1738,332,2954
UCL315054,33,8,37,205,150,11,371,1821,225,2411
UCL315055,71,3,76,214,97,8,318,953,129,1396
UCL315056,99,7,110,340,187,27,555,1740,124,2423
UCL315057,7,0,11,537,125,34,701,813,171,1679
UCL315058,0,0,0,322,70,11,401,532,51,982
UCL315059,4,0,3,489,142,30,669,856,92,1613
UCL315060,0,0,0,455,68,18,541,568,206,1322
UCL315061,30,15,46,157,42,8,203,563,137,898
UCL315062,21,8,34,216,49,6,277,695,122,1092
UCL315063,56,11,72,113,66,6,183,557,120,860
UCL315064,27,9,34,581,180,29,791,1444,154,2395
UCL315065,13,5,16,260,100,16,374,1101,238,1717
UCL315066,26,11,38,236,94,7,335,834,235,1403
UCL315067,59,7,63,238,124,15,375,1431,229,2040
UCL315068,4,6,9,279,89,18,381,626,162,1171
UCL315069,0,4,3,190,47,6,246,417,119,787
UCL315070,28,9,40,137,61,10,210,616,124,951
UCL315071,69,7,76,244,95,17,358,1090,190,1640
UCL315072,69,11,83,403,149,25,572,1810,394,2773
UCL315073,11,9,21,115,47,9,175,675,182,1027
UCL315074,97,6,105,647,240,35,920,2179,281,3379
UCL315075,0,0,0,413,235,34,680,925,61,1662
UCL315076,119,22,141,759,218,35,1013,2107,180,3302
UCL315077,119,83,202,428,173,30,634,1388,359,2376
UCL315078,19,3,30,289,107,16,412,882,116,1410
UCL315079,14,42,49,483,157,27,666,2437,664,3760
UCL315080,85,41,125,475,186,19,686,1691,378,2756
UCL315081,7,3,6,138,62,5,197,675,163,1033
UCL315082,5,0,6,142,66,7,212,599,50,867
UCL315083,6,0,6,180,69,11,262,958,89,1308
UCL315084,94,10,103,352,143,16,512,1190,170,1861
UCL315085,28,9,35,243,127,14,381,1888,215,2485
UCL315086,13,0,19,413,142,12,568,1048,78,1696
UCL315087,68,12,80,505,226,27,757,1582,340,2685
UCL315088,30,7,40,360,103,23,485,1200,186,1865
UCL315089,177,26,208,633,242,27,901,2843,375,4115
UCL315090,12,0,15,406,126,23,558,1148,415,2122
UCL315091,0,0,0,282,34,13,320,307,130,767
UCL315092,62,22,83,178,104,0,283,1453,284,2018
UCL315093,44,8,55,105,53,10,167,612,78,860
UCL315094,13,8,17,301,81,22,396,1124,137,1665
UCL315095,60,16,77,275,131,4,410,1219,205,1832
UCL315096,24,6,33,609,199,28,830,1409,249,2488
UCL315097,8,0,8,186,91,7,282,641,95,1023
UCL315098,0,0,3,781,144,45,968,1568,336,2867
UCL315099,5,3,7,791,162,42,998,1276,165,2438
UCL315100,9,0,8,220,80,12,313,657,69,1041
UCL315101,4,0,11,290,98,20,404,774,78,1257
UCL315102,64,15,82,218,87,7,318,1006,171,1497
UCL315103,8,4,13,170,49,9,232,622,175,1033
UCL315104,67,14,83,275,102,18,387,1085,1123,2593
UCL315105,28,3,31,64,64,0,131,766,97,992
UCL315106,0,0,3,320,62,26,410,535,82,1025
UCL315107,23,3,28,308,99,10,416,977,133,1526
UCL315108,5,0,5,330,283,38,645,978,66,1687
UCL315109,6,0,9,947,213,33,1187,1365,265,2819
UCL315110,32,8,35,156,67,9,233,530,71,835
UCL321001,3,0,3,134,37,9,186,461,81,729
UCL321002,6,0,6,90,22,0,113,321,32,471
UCL321003,63,12,76,111,55,3,167,471,66,701
UCL321004,0,3,4,68,24,5,102,308,29,437
UCL321005,3,0,7,109,41,4,156,308,83,544
UCL321006,29,9,36,131,63,0,193,528,78,797
UCL321007,0,0,0,162,32,3,199,295,29,525
UCL321008,7,0,5,202,60,7,269,527,120,919
UCL321009,11,0,11,81,75,4,156,564,97,815
UCL321010,26,10,36,164,69,4,235,680,110,1030
UCL321011,0,0,3,79,23,3,102,321,46,473
UCL321012,16,0,16,142,51,7,201,409,77,690
UCL321013,0,0,3,169,48,18,231,328,58,615
UCL321014,44,10,53,75,20,6,101,418,81,602
UCL321015,4,3,4,119,44,6,168,409,43,616
UCL321016,4,0,3,170,45,5,222,420,61,704
UCL321017,25,3,36,144,34,0,183,622,77,884
UCL321018,18,0,18,73,21,3,100,375,50,526
UCL321019,6,0,6,145,76,8,222,477,49,750
UCL321020,3,0,3,115,54,6,167,321,47,540
UCL321021,4,0,4,193,56,4,254,431,50,731
UCL321022,7,0,3,120,35,4,164,389,48,598
UCL321023,4,0,4,118,64,6,191,360,36,585
UCL321024,3,0,3,116,41,9,169,260,39,468
UCL321025,15,3,12,103,56,3,161,394,40,596
UCL321026,3,0,8,81,19,3,102,268,50,419
UCL321027,6,0,6,142,40,14,192,352,60,600
UCL321028,3,0,3,175,62,14,248,379,120,746
UCL321029,7,3,13,68,59,11,135,489,51,681
UCL321030,3,0,3,80,24,10,117,307,60,479
UCL321031,12,3,11,163,37,9,213,453,62,723
UCL321032,7,4,13,301,111,11,431,949,97,1474
UCL321033,3,0,5,80,26,3,106,276,64,450
UCL321034,10,8,18,120,58,7,187,503,97,786
UCL321035,7,5,13,237,59,12,307,877,203,1387
UCL321036,0,0,0,157,41,4,205,311,32,547
UCL321037,3,0,3,157,58,3,219,338,64,615
UCL321038,10,0,14,115,50,6,170,433,74,674
UCL321039,7,0,10,106,48,0,150,506,53,709
UCL321040,22,3,25,160,77,4,243,769,63,1072
UCL321041,4,0,11,185,44,7,244,455,54,753
UCL321042,14,0,18,87,57,3,152,630,55,833
UCL321043,7,0,11,134,27,0,163,321,34,515
UCL321044,31,12,45,92,40,4,131,491,89,711
UCL321045,3,0,3,98,37,3,141,262,41,441
UCL321046,0,0,0,149,12,7,167,196,62,427
UCL321047,3,0,3,74,36,3,111,287,66,464
UCL321048,10,0,10,366,110,7,480,869,77,1430
UCL321049,4,4,10,140,49,7,190,951,139,1279
UCL321050,0,0,0,214,37,9,258,357,45,655
UCL321051,5,0,5,92,35,8,132,297,41,469
UCL321052,10,0,5,124,34,4,158,371,50,581
UCL321053,7,0,4,61,17,5,88,274,53,418
UCL321054,0,0,0,98,27,9,133,228,23,389
UCL321055,14,5,17,142,42,0,189,290,79,551
UCL321056,29,0,33,89,43,7,140,508,93,735
UCL321057,7,0,7,158,128,17,300,250,57,605
UCL321058,0,0,0,59,31,4,90,244,54,389
UCL321059,0,0,0,68,25,0,93,356,60,512
UCL321060,21,0,23,141,44,0,185,580,109,869
UCL321061,13,9,27,84,32,0,119,440,80,638
UCL321062,0,0,0,109,33,11,157,138,25,323
UCL321063,33,12,42,143,57,11,210,684,103,1002
UCL321064,4,5,7,129,53,7,186,357,67,605
UCL321065,4,0,4,46,10,3,54,348,71,475
UCL321066,10,0,10,230,61,5,291,449,72,818
UCL321067,38,6,44,86,33,0,125,426,48,598
UCL321068,17,0,15,43,37,0,84,388,96,574
UCL321069,7,0,7,144,141,3,284,377,33,694
UCL321070,12,0,9,121,62,4,190,512,60,763
UCL321071,10,3,14,54,37,5,99,409,41,546
UCL321072,7,3,12,177,78,7,264,632,81,977
UCL321073,0,0,0,124,67,4,199,204,76,476
UCL321074,5,0,5,146,56,5,205,405,48,659
UCL321075,27,4,29,111,54,6,164,571,80,815
UCL321076,8,0,8,112,41,4,158,280,33,472
UCL321077,8,0,8,94,41,3,145,269,33,443
UCL321078,3,0,3,166,46,8,212,371,31,617
UCL321079,30,0,33,171,66,11,242,452,91,787
UCL321080,5,4,9,120,40,4,169,427,79,673
UCL321081,17,0,20,109,41,0,155,428,69,650
UCL321082,4,0,4,193,57,3,257,338,96,687
UCL321083,0,0,0,167,67,8,240,405,16,662
UCL321084,0,0,0,88,13,4,109,187,107,405
UCL321085,0,0,0,76,31,0,112,356,25,488
UCL321086,3,0,5,131,69,5,206,558,140,905
UCL321087,10,0,12,270,86,16,373,702,632,1710
UCL321088,9,7,8,52,18,3,73,427,140,645
UCL321089,3,0,3,92,28,0,120,290,23,438
UCL321090,9,0,12,188,75,16,276,597,97,978
UCL321091,7,0,9,71,48,7,128,404,97,634
UCL321092,0,0,0,96,68,8,175,320,15,511
UCL321093,4,0,4,99,34,11,137,302,24,465
UCL321094,6,0,6,90,27,3,125,277,40,444
UCL321095,12,5,21,101,45,5,149,443,112,703
UCL321096,9,0,13,73,29,0,99,270,51,419
UCL321097,9,0,5,49,15,6,71,379,121,572
UCL321098,13,3,13,165,67,10,239,331,44,619
UCL321099,3,0,6,34,17,3,49,347,109,514
UCL321100,8,3,10,106,44,6,150,381,35,567
UCL321101,9,3,9,77,37,8,124,337,19,476
UCL321102,7,3,13,140,35,10,191,463,90,743
UCL321103,16,8,24,136,41,11,186,390,89,666
UCL321104,10,0,13,172,58,8,240,438,80,755
UCL321105,17,9,23,100,47,3,149,359,127,632
UCL321106,31,3,31,66,24,3,96,317,39,446
UCL321107,31,6,35,84,34,3,117,419,77,620
UCL321108,4,0,4,135,53,0,189,343,31,564
UCL321109,4,0,8,155,48,8,208,550,80,836
UCL321110,14,0,21,202,89,11,306,630,76,1013
UCL321111,25,4,32,123,59,11,191,524,85,802
UCL321112,15,4,16,67,33,3,104,445,62,610
UCL321113,6,4,14,83,25,4,110,302,45,462
UCL321114,16,6,23,114,49,8,172,478,77,732
UCL321115,11,0,11,117,52,6,175,519,31,726
UCL321116,5,3,9,101,46,8,158,400,80,636
UCL321117,0,0,0,88,55,0,152,429,58,637
UCL321118,0,0,0,72,17,3,97,377,65,543
UCL321119,21,5,23,78,34,0,110,502,110,731
UCL322001,0,0,0,59,20,5,86,181,29,295
UCL322002,3,0,3,47,21,0,69,183,25,273
UCL322003,0,0,0,19,11,0,36,136,48,214
UCL322004,10,4,11,38,37,0,78,213,32,329
UCL322005,0,0,0,53,12,5,72,121,18,208
UCL322006,7,0,8,76,27,4,110,220,25,351
UCL322007,8,0,8,22,9,3,31,186,19,231
UCL322008,12,0,12,66,25,0,90,221,33,340
UCL322009,8,3,10,18,14,0,36,149,35,221
UCL322010,0,0,0,25,15,0,36,217,20,275
UCL322011,4,4,6,33,21,0,52,206,30,290
UCL322012,3,3,5,64,24,0,89,149,37,273
UCL322013,7,6,12,67,27,0,89,213,44,349
UCL322014,5,0,8,50,13,3,65,194,17,274
UCL322015,0,0,0,45,17,0,63,135,14,218
UCL322016,0,0,0,35,5,0,38,85,46,174
UCL322017,10,0,10,31,30,0,55,281,36,374
UCL322018,8,0,8,25,26,0,48,200,24,271
UCL322019,0,0,0,24,13,0,39,143,42,223
UCL322020,3,0,3,13,9,0,23,99,21,143
UCL322021,0,0,0,58,31,3,91,263,45,401
UCL322022,0,0,0,8,5,0,16,92,29,141
UCL322023,3,0,3,34,18,0,50,280,36,368
UCL322024,5,0,7,61,18,4,77,242,12,335
UCL322025,3,3,12,82,34,4,122,234,40,397
UCL322026,0,0,0,10,11,3,18,68,32,117
UCL322027,0,0,0,13,6,0,21,95,45,160
UCL322028,0,0,0,33,13,3,49,117,23,190
UCL322029,0,0,0,13,4,0,12,90,48,150
UCL322030,3,0,3,34,23,4,56,166,20,238
UCL322031,0,0,0,53,82,0,136,66,33,237
UCL322032,0,0,0,44,14,7,63,188,28,285
UCL322033,0,0,0,29,15,4,47,198,8,254
UCL322034,3,0,3,17,11,0,26,77,12,113
UCL322035,0,0,0,31,9,0,40,41,27,110
UCL322036,9,3,13,36,19,0,58,201,51,312
UCL322037,8,0,7,38,10,3,55,207,48,304
UCL322038,3,0,9,38,29,3,74,316,40,427
UCL322039,0,3,4,16,9,4,32,107,20,155
UCL322040,14,3,16,56,26,4,79,214,56,349
UCL322041,4,0,8,25,12,3,42,147,24,212
UCL322042,0,0,0,79,11,3,96,156,29,274
UCL322043,0,0,0,46,6,4,60,136,34,234
UCL322044,0,0,0,50,13,0,64,133,30,231
UCL322045,0,0,4,42,8,0,56,166,43,269
UCL322046,0,0,0,29,15,3,50,128,13,187
UCL322047,4,0,7,55,19,6,79,210,46,338
UCL322048,0,0,0,59,21,0,73,288,38,397
UCL322049,0,0,0,0,3,0,3,6,39,45
UCL322050,0,0,0,59,10,0,75,132,21,226
UCL322051,0,0,0,30,10,0,41,167,14,225
UCL322052,0,0,0,28,28,0,53,114,11,176
UCL322053,0,0,4,22,13,0,33,101,18,157
UCL322054,0,0,0,37,16,4,59,152,25,237
UCL322055,3,0,3,31,20,4,45,197,37,279
UCL322056,9,4,14,35,19,0,56,248,43,345
UCL322057,0,0,0,51,3,8,64,93,18,173
UCL322058,0,0,0,81,29,3,116,204,16,328
UCL322059,7,3,8,28,15,0,49,247,49,348
UCL322060,0,0,0,61,22,0,79,104,26,212
UCL322061,14,0,14,52,20,3,74,254,35,364
UCL322062,4,0,4,36,18,5,64,180,19,264
UCL322063,5,0,9,66,20,5,91,217,35,340
UCL322064,3,0,3,36,26,0,62,94,5,161
UCL322065,0,3,3,32,13,3,45,91,41,180
UCL322066,0,0,0,10,19,0,28,150,13,196
UCL322067,8,0,7,24,13,0,38,149,11,194
UCL322068,6,0,6,29,10,0,40,206,35,289
UCL322069,7,0,7,55,10,7,67,257,31,356
UCL322070,8,0,11,33,17,0,57,299,32,382
UCL322071,0,0,0,16,3,0,20,60,36,119
UCL322072,0,0,3,41,11,8,56,114,31,203
UCL322073,12,4,17,28,26,0,58,263,51,375
UCL322074,0,0,3,8,12,0,20,169,20,213
UCL322075,0,0,0,40,12,8,54,77,10,135
UCL322076,0,0,0,38,34,0,75,134,17,219
UCL322077,0,0,0,57,28,0,86,168,68,323
UCL322078,0,0,0,28,10,3,43,99,17,155
UCL322079,0,0,0,69,16,7,90,120,15,223
UCL322080,5,0,5,32,24,0,53,104,22,178
UCL322081,4,3,9,30,8,0,40,175,29,244
UCL322082,4,0,4,62,24,3,85,221,23,334
UCL322083,3,0,3,23,14,3,40,98,19,168
UCL322084,4,0,3,16,0,0,20,126,27,175
UCL322085,4,0,4,90,21,0,117,237,38,387
UCL322086,6,0,6,35,15,0,55,140,13,202
UCL322087,6,0,6,60,17,10,82,238,37,357
UCL322088,0,0,4,27,3,0,31,120,44,193
UCL322089,3,0,3,63,24,3,91,205,35,331
UCL322090,3,0,3,40,14,0,58,107,13,178
UCL322091,6,3,7,39,8,0,49,118,24,191
UCL322092,0,0,0,110,38,5,152,74,9,238
UCL322093,8,3,9,35,16,0,50,192,31,268
UCL322094,3,0,3,29,3,0,29,121,17,172
UCL322095,11,0,9,22,18,0,37,220,42,302
UCL322096,3,0,3,68,36,5,109,246,30,387
UCL322097,3,0,4,96,31,0,128,206,24,358
UCL322098,3,0,3,29,20,3,45,196,25,269
UCL322099,0,0,0,75,28,0,105,177,9,291
UCL322100,4,0,9,21,34,0,53,342,60,458
UCL322101,4,3,8,29,15,0,46,156,19,219
UCL322102,3,0,3,87,12,0,103,145,24,263
UCL322103,3,0,3,58,22,0,81,196,44,317
UCL322104,5,0,3,58,12,6,76,203,80,360
UCL322105,4,0,3,37,9,0,48,120,22,194
UCL322106,12,4,13,45,34,3,80,273,83,434
UCL322107,0,0,0,41,18,3,58,104,22,183
UCL322108,0,0,0,9,3,0,13,51,3,65
UCL322109,5,4,5,26,5,0,36,110,34,176
UCL322110,0,0,0,61,3,0,64,209,20,292
UCL322111,3,0,9,47,18,0,65,237,28,335
UCL322112,0,0,0,50,16,4,72,141,35,251
UCL322113,3,0,3,47,24,0,74,145,13,231
UCL322114,0,0,0,44,28,9,72,68,27,176
UCL322115,13,7,18,58,15,3,69,219,38,327
UCL322116,5,0,5,41,21,0,57,193,21,274
UCL322117,0,0,0,83,48,0,125,218,35,383
UCL322118,0,0,3,21,22,4,45,120,12,181
UCL322119,13,3,18,21,16,0,39,214,42,292
UCL322120,3,0,3,44,17,0,64,124,11,203
UCL322121,0,0,0,46,11,3,58,145,16,223
UCL322122,3,0,3,76,37,3,111,160,34,307
UCL322123,13,3,14,58,17,0,67,247,64,376
UCL322124,3,5,10,46,15,0,63,283,57,403
UCL322125,0,0,0,33,22,0,47,175,52,276
UCL322126,0,0,0,26,20,0,51,101,22,174
UCL322127,4,0,4,15,12,0,32,124,14,164
UCL322128,9,0,11,27,13,0,39,172,35,240
UCL322129,28,0,30,40,15,3,58,166,14,238
UCL322130,4,0,4,45,22,0,67,275,60,408
UCL322131,0,0,0,87,36,11,136,105,3,246
UCL322132,9,0,9,46,18,3,64,145,25,239
UCL322133,10,0,7,64,28,3,96,246,43,380
UCL322134,4,0,4,54,15,0,71,186,24,280
UCL322135,3,0,3,31,19,3,44,102,7,159
UCL322136,3,0,3,60,12,0,78,171,20,267
UCL322137,0,0,0,48,19,3,71,80,0,158
UCL322138,3,0,3,3,3,0,4,93,15,113
UCL322139,0,0,0,29,51,10,89,121,11,217
UCL322140,0,0,0,64,24,3,84,188,16,287
UCL322141,0,0,0,27,11,0,39,120,9,171
UCL322142,3,0,3,28,13,0,40,123,15,183
UCL322143,0,0,0,41,34,0,78,96,7,172
UCL331777,3390,825,4307,66422,25196,2582,94202,216235,39289,349730
UCL379997,0,3,4,13,17,0,28,90,21,144
UCL399994,30,11,44,760,474,19,1251,7804,2633,11693
UCL401001,26962,4368,31706,183534,75399,7195,266127,636981,61221,964327
UCL412001,566,111,677,4264,1792,177,6236,13776,1483,21487
UCL412002,586,99,693,4279,1802,209,6291,13105,1571,20972
UCL412003,338,77,428,3317,1379,168,4866,10937,1563,17359
UCL413001,222,22,254,2836,1192,163,4197,7243,598,12045
UCL413002,281,44,324,2987,1174,164,4320,7986,816,13119
UCL413003,389,66,459,2238,1011,122,3373,9085,1431,13885
UCL413004,205,37,243,1689,873,103,2666,6137,1658,10458
UCL413005,341,42,390,2164,977,132,3282,7039,1023,11341
UCL413006,353,62,422,1856,831,83,2775,7609,964,11346
UCL413007,747,161,903,1591,1037,101,2732,9551,1066,13342
UCL414001,316,68,390,765,551,40,1354,4848,602,6803
UCL414002,133,57,193,715,258,55,1029,2764,354,4149
UCL414003,180,33,214,851,407,47,1309,3075,281,4663
UCL414004,132,64,197,822,421,33,1284,2832,401,4513
UCL415001,29,4,40,345,163,15,522,1020,111,1656
UCL415002,20,3,23,609,167,25,802,1216,111,2133
UCL415003,96,20,116,280,132,8,421,1030,119,1568
UCL415004,28,0,26,262,105,21,387,835,72,1293
UCL415005,112,14,129,223,89,10,316,1150,159,1626
UCL415006,115,24,143,589,196,16,800,2185,348,3327
UCL415007,81,54,138,368,169,8,540,1391,276,2208
UCL415008,32,24,59,293,151,12,459,1036,264,1754
UCL415009,134,13,147,471,245,14,735,1796,203,2735
UCL415010,10,5,17,166,42,3,215,870,280,1363
UCL415011,54,4,60,166,117,6,291,721,70,1080
UCL415012,41,7,44,386,128,18,542,923,102,1560
UCL415013,155,28,184,326,153,15,495,1179,136,1811
UCL415014,75,13,86,174,87,13,274,824,73,1170
UCL415015,121,22,144,661,283,19,956,2418,382,3756
UCL415016,41,3,45,383,174,21,581,1381,150,2120
UCL415017,66,20,86,228,109,14,355,1004,180,1535
UCL415018,56,14,63,210,83,12,301,957,143,1409
UCL415019,13,0,13,236,110,21,359,841,113,1316
UCL415020,59,3,65,349,169,23,541,1084,98,1717
UCL415021,144,36,185,506,267,28,795,2148,253,3194
UCL415022,13,0,13,279,101,12,395,919,136,1446
UCL415023,56,12,68,115,63,5,181,624,64,869
UCL415024,87,29,116,257,147,12,421,1434,210,2059
UCL415025,7,0,7,275,70,18,367,392,32,793
UCL415026,164,28,197,392,255,11,654,1849,196,2704
UCL415027,112,81,191,634,289,38,962,2551,411,3927
UCL415028,140,19,165,433,214,19,669,2627,325,3624
UCL415029,9,3,11,233,86,9,329,459,55,849
UCL415030,20,0,23,1016,313,52,1376,2165,216,3756
UCL415031,40,13,45,193,156,6,358,1175,140,1672
UCL415032,57,3,58,209,66,14,285,703,82,1073
UCL415033,29,16,41,141,68,6,211,865,137,1219
UCL415034,57,23,85,76,61,9,147,675,114,932
UCL415035,176,31,213,594,248,31,875,2591,406,3870
UCL415036,29,6,39,115,62,5,184,605,92,878
UCL415037,0,0,0,825,183,43,1050,1275,238,2572
UCL415038,32,4,38,188,82,4,278,805,107,1191
UCL415039,195,31,224,648,304,29,985,2355,247,3590
UCL415040,55,29,88,150,104,12,269,845,120,1240
UCL415041,17,4,25,333,130,20,485,875,145,1504
UCL415042,107,13,116,198,75,4,284,992,114,1391
UCL415043,51,64,115,436,234,27,696,2378,372,3444
UCL415044,39,3,45,417,154,26,602,971,118,1694
UCL415045,28,5,42,377,185,28,590,1035,96,1713
UCL415046,76,11,85,323,123,18,460,967,94,1527
UCL421001,4,0,8,98,50,8,159,278,30,465
UCL421002,59,10,74,103,65,3,172,794,78,1047
UCL421003,12,0,16,152,57,12,216,428,61,707
UCL421004,21,3,26,100,55,5,162,534,72,768
UCL421005,42,16,56,98,53,6,160,439,70,670
UCL421006,3,0,8,119,41,6,167,278,20,468
UCL421007,6,0,6,77,30,3,105,386,40,527
UCL421008,24,16,45,106,67,12,186,549,90,828
UCL421009,26,9,38,98,69,9,170,366,69,607
UCL421010,0,0,0,118,37,4,163,249,27,441
UCL421011,28,3,33,59,39,3,101,341,43,487
UCL421012,8,0,12,68,32,3,107,367,46,515
UCL421013,7,0,11,169,61,11,243,464,56,760
UCL421014,36,6,42,97,49,8,158,404,32,600
UCL421015,22,12,30,100,36,3,134,278,72,493
UCL421016,3,0,3,118,24,7,148,185,26,358
UCL421017,42,14,55,147,67,13,222,559,107,891
UCL421018,23,3,30,83,48,4,138,336,41,512
UCL421019,18,4,27,63,27,3,92,332,63,481
UCL421020,6,0,7,164,63,11,242,486,63,789
UCL421021,9,11,18,109,62,3,174,372,55,593
UCL421022,3,3,6,160,58,6,231,374,38,643
UCL421023,31,5,36,88,62,6,158,488,71,712
UCL421024,16,0,13,148,91,3,243,501,41,784
UCL421025,8,3,13,85,59,12,153,436,65,651
UCL421026,58,5,58,89,54,0,145,475,62,677
UCL421027,14,11,28,92,29,9,133,316,34,482
UCL421028,6,0,6,94,41,0,138,314,23,476
UCL421029,24,7,32,71,28,0,99,301,45,447
UCL421030,12,3,15,124,60,10,194,537,84,819
UCL421031,25,3,27,74,19,0,99,322,50,470
UCL421032,5,9,17,68,49,0,122,369,82,572
UCL421033,4,4,8,75,40,6,125,305,29,453
UCL421034,24,8,29,148,54,3,201,672,90,965
UCL421035,49,6,61,84,61,3,150,478,55,680
UCL421036,0,3,7,197,51,16,258,435,37,731
UCL421037,50,3,53,50,36,0,95,375,37,509
UCL421038,36,18,52,126,45,4,177,528,109,809
UCL421039,30,3,29,140,74,7,218,478,42,741
UCL421040,3,0,3,158,40,3,201,343,29,574
UCL421041,7,6,10,113,39,0,157,251,42,451
UCL421042,23,4,24,95,40,3,138,246,39,427
UCL421043,15,3,14,87,53,3,146,388,68,593
UCL421044,20,0,20,75,35,4,112,391,33,537
UCL422001,0,3,3,66,22,3,92,78,27,198
UCL422002,0,0,3,45,67,62,176,112,42,333
UCL422003,3,0,3,29,11,0,37,130,34,208
UCL422004,3,3,6,41,12,0,46,188,35,273
UCL422005,5,0,5,30,13,0,50,125,16,189
UCL422006,7,3,11,50,25,0,71,227,37,337
UCL422007,15,0,19,52,21,3,79,268,22,368
UCL422008,4,3,10,21,18,0,34,145,32,216
UCL422009,3,3,9,86,18,13,113,199,15,329
UCL422010,35,4,36,22,17,3,38,201,26,263
UCL422011,0,0,0,52,26,7,83,182,11,277
UCL422012,6,3,12,25,8,0,38,152,14,209
UCL422013,5,0,5,73,21,9,109,227,33,366
UCL422014,0,0,0,66,15,0,82,160,14,259
UCL422015,0,0,0,32,16,0,48,105,18,173
UCL422016,3,0,3,22,15,3,42,214,17,279
UCL422017,3,0,3,23,11,0,36,112,14,158
UCL422018,4,0,5,17,15,0,37,128,19,182
UCL422019,0,0,3,31,11,0,42,104,15,153
UCL422020,0,0,0,30,15,0,42,111,13,163
UCL422021,14,7,19,38,12,0,56,325,34,418
UCL422022,8,0,11,58,14,3,77,166,16,261
UCL422023,6,0,11,25,10,0,39,139,29,208
UCL422024,3,0,3,66,55,6,131,263,35,421
UCL422025,0,0,0,35,30,0,69,96,31,188
UCL422026,0,0,0,45,8,0,58,168,17,239
UCL422027,0,0,0,27,14,0,40,119,27,185
UCL422028,25,7,30,37,31,4,74,187,31,293
UCL422029,0,3,3,76,25,5,109,189,19,309
UCL422030,19,4,23,73,32,4,106,273,30,402
UCL422031,0,0,0,41,10,0,51,90,36,170
UCL422032,13,4,17,25,17,0,45,140,21,206
UCL422033,0,0,0,48,20,0,64,77,41,187
UCL422034,3,3,6,39,10,0,53,223,23,296
UCL422035,0,0,0,31,22,4,57,180,21,256
UCL422036,4,0,4,53,29,0,86,143,9,240
UCL422037,0,0,0,42,24,4,71,116,17,201
UCL422038,3,0,3,44,31,9,83,164,14,259
UCL422039,3,0,3,77,38,3,115,162,21,302
UCL422040,0,0,0,79,24,0,100,237,30,371
UCL422041,0,0,0,58,15,0,74,139,15,229
UCL422042,3,0,3,43,27,0,72,122,18,205
UCL422043,4,0,3,32,17,0,47,146,34,216
UCL422044,4,0,4,34,21,3,63,137,30,230
UCL422045,9,7,11,29,22,3,50,207,21,272
UCL422046,3,3,5,15,13,0,36,215,33,288
UCL422047,3,0,3,7,12,0,18,98,13,135
UCL422048,9,3,14,26,10,0,39,179,29,250
UCL422049,22,4,25,36,26,0,60,353,29,444
UCL422050,0,3,4,96,70,0,165,162,34,365
UCL422051,14,3,14,40,26,0,61,211,35,309
UCL422052,3,0,4,25,19,0,38,123,34,196
UCL422053,12,0,18,43,25,3,72,227,18,321
UCL422054,4,0,7,36,18,3,57,146,8,222
UCL422055,6,0,6,32,10,0,39,127,9,182
UCL422056,4,0,4,51,25,5,79,198,31,314
UCL422057,5,0,5,17,4,0,21,161,18,195
UCL422058,0,0,3,25,19,0,46,134,19,199
UCL422059,3,0,3,28,38,0,70,204,19,290
UCL422060,10,4,12,34,13,3,49,159,7,217
UCL422061,0,0,3,68,31,4,103,214,21,342
UCL422062,9,3,8,25,16,0,41,114,8,165
UCL422063,0,0,0,66,30,0,95,162,20,274
UCL422064,4,3,11,52,25,0,77,226,46,351
UCL422065,9,3,14,27,5,0,36,146,18,201
UCL422066,0,0,0,8,7,0,21,93,18,135
UCL422067,0,3,3,55,29,3,84,72,15,173
UCL422068,0,0,0,30,26,3,58,61,55,167
UCL431777,1267,233,1555,22182,10010,949,33135,72928,10825,116882
UCL479997,0,0,0,0,0,0,0,6,0,3
UCL499994,16,4,22,262,141,16,411,1621,609,2648
UCL501001,26634,6920,33920,317322,106646,12045,436023,962561,118808,1517390
