UCL_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL122136,76,68,151,17,30,44,46,28,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,36,79,0,0,0,0,3,6,63,64,132,17,15,33,161,151,312
UCL122137,58,48,105,8,12,24,21,14,32,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,36,0,0,0,0,3,3,32,34,66,17,13,31,106,92,196
UCL122138,83,93,177,17,13,33,17,25,36,3,0,3,0,3,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,25,30,57,0,0,0,0,0,0,41,45,90,3,5,11,129,144,273
UCL122139,48,51,107,3,3,10,29,25,58,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,37,63,0,0,0,0,0,0,32,42,75,5,14,16,93,104,195
UCL122140,77,50,131,26,20,43,24,23,51,3,0,3,3,13,13,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,43,80,12,10,19,0,0,0,77,69,140,65,45,113,221,162,382
UCL122141,146,150,297,15,14,26,20,15,34,3,3,3,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,49,0,0,0,3,0,4,46,33,81,41,37,73,229,219,450
UCL122142,90,47,138,3,0,3,41,24,63,0,0,0,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,21,72,3,3,4,0,0,0,52,28,80,35,19,55,177,95,272
UCL122143,97,102,198,8,9,12,51,54,106,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,3,0,0,0,52,62,115,3,0,3,3,0,3,69,70,138,8,6,14,168,175,347
UCL122144,42,42,90,3,5,8,3,10,15,9,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,25,3,3,9,0,0,0,19,27,42,15,18,33,75,87,168
UCL122145,63,79,149,0,5,5,6,5,11,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,19,0,0,0,0,0,3,12,15,29,0,0,0,76,93,174
UCL122146,97,83,181,11,13,23,17,28,49,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,36,64,0,3,5,0,0,0,36,49,89,23,29,51,162,162,321
UCL122147,110,105,209,32,25,55,29,34,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,37,65,3,3,3,0,0,0,67,61,131,23,30,49,198,198,395
UCL122148,77,74,156,4,4,13,19,16,36,0,4,4,4,6,12,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,28,49,0,0,0,0,0,0,28,40,68,19,11,26,125,127,247
UCL122149,61,63,126,9,9,22,13,6,24,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,34,0,0,0,0,0,0,31,26,59,11,8,19,103,95,201
UCL122150,83,90,173,7,5,10,19,42,61,0,0,0,23,28,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,68,112,3,3,8,0,0,0,56,81,136,16,19,31,152,184,336
UCL122151,68,81,148,15,10,21,9,18,27,0,0,0,3,6,13,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,45,3,0,5,0,0,0,31,38,71,15,16,24,111,135,245
UCL122152,49,46,95,10,7,16,10,7,17,0,3,4,4,3,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,29,0,4,5,0,0,0,27,29,55,8,20,22,85,89,177
UCL122153,122,131,257,14,13,27,32,47,81,0,0,0,10,8,17,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,61,101,0,0,0,0,0,0,59,76,133,15,14,27,194,220,418
UCL122154,72,87,156,13,16,37,12,8,24,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,22,20,46,0,3,3,0,0,0,38,43,83,18,18,38,126,153,279
UCL122155,88,77,162,12,13,22,13,3,16,4,4,13,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,32,0,0,3,0,0,0,34,25,61,41,33,73,164,127,287
UCL122156,43,50,97,3,3,7,14,16,31,0,4,4,10,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,49,0,0,0,0,0,0,31,32,61,24,29,50,90,113,205
UCL122157,73,60,132,4,8,13,20,13,35,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,45,0,0,0,0,0,0,35,26,61,7,4,6,106,96,202
UCL122158,159,158,316,5,11,21,51,50,95,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,52,51,107,0,3,3,0,0,0,62,64,127,0,4,6,220,231,451
UCL122159,129,98,221,10,12,20,19,18,38,0,3,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,44,0,0,0,0,0,0,31,37,68,23,17,39,181,151,333
UCL122160,107,109,214,20,25,37,58,70,127,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,61,73,137,0,0,0,3,3,3,80,95,177,17,23,37,211,228,437
UCL122161,115,113,232,11,12,17,24,37,60,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,35,39,72,0,0,3,0,0,0,47,52,98,22,16,39,185,180,364
UCL122162,77,89,166,14,9,22,11,16,33,3,0,3,10,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,56,0,0,0,0,0,0,41,40,77,15,17,27,134,142,277
UCL122163,104,83,183,11,8,16,42,41,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,84,0,0,0,0,0,0,50,52,97,18,20,34,168,149,317
UCL122164,136,117,245,24,11,34,33,35,69,0,0,0,11,14,22,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,43,46,94,0,0,3,0,0,0,69,63,135,14,12,24,218,190,407
UCL122165,121,117,238,4,5,12,18,27,43,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,27,31,52,0,0,0,0,0,0,27,36,61,12,7,15,163,156,318
UCL122166,119,127,245,17,14,35,12,20,31,0,0,3,16,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,60,3,3,9,4,3,8,54,54,109,12,23,33,193,202,391
UCL122167,157,144,301,0,3,3,48,51,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,51,105,0,0,8,3,0,6,56,64,121,4,10,15,222,218,434
UCL122168,69,76,150,16,24,45,27,31,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,55,0,0,0,0,0,0,41,58,97,18,16,29,126,148,280
UCL131777,165818,153730,319547,17458,16984,34445,45320,45431,90751,2113,2119,4235,4456,4354,8810,431,422,855,753,681,1426,242,198,440,441,383,828,1953,1973,3920,4,4,13,55712,55564,111279,2412,2776,5190,1179,1090,2270,76765,76410,153176,27868,23728,51596,270453,253871,524323
UCL179997,105,139,245,0,0,0,25,45,72,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,34,48,80,12,12,18,3,0,3,43,61,104,19,34,51,168,237,401
UCL199994,1027,548,1571,204,112,317,2027,1557,3584,158,168,325,297,255,549,47,42,84,81,57,142,28,19,44,16,19,38,47,36,82,0,0,0,2699,2145,4844,723,702,1430,104,66,170,3734,3027,6765,2403,1214,3613,7164,4788,11952
UCL201001,1017526,1073172,2090698,90078,93524,183600,19973,21079,41054,445925,460552,906483,15451,16489,31936,6479,6688,13165,7833,8016,15849,3301,3635,6940,1796,1829,3622,3201,3370,6571,75,26,105,504040,521680,1025726,174058,185895,359950,10181,9300,19479,778360,810395,1588758,122710,126049,248763,1918595,2009619,3928221
UCL203001,37738,40883,78621,5438,5987,11428,604,743,1343,17058,18873,35928,560,615,1172,229,238,469,264,255,520,140,182,326,104,118,221,92,97,192,0,0,0,19044,21126,40169,3028,2888,5915,423,377,793,27937,30371,58304,4933,5478,10411,70611,76731,147338
UCL211001,7788,8212,16006,1784,1876,3662,1090,1194,2281,2852,3039,5890,456,412,864,83,81,162,68,85,156,45,60,105,78,76,154,52,74,125,0,0,0,4729,5014,9739,282,327,611,121,84,203,6920,7291,14211,1159,1185,2346,15869,16690,32558
UCL211002,20860,22848,43708,3401,3832,7238,419,427,844,11690,13116,24805,358,404,761,196,219,420,208,218,424,95,110,206,65,77,147,39,37,75,0,0,0,13066,14620,27687,980,1043,2015,295,237,537,17748,19732,37478,3006,3416,6418,41611,45992,87610
UCL211003,21477,22805,44281,3089,3379,6471,475,540,1016,10997,12556,23556,366,387,757,174,204,378,167,180,349,82,97,181,97,94,195,49,51,99,0,3,3,12410,14119,26537,778,913,1686,237,176,412,16516,18589,35108,3327,3586,6913,41315,44986,86300
UCL211004,12973,13168,26140,1564,1679,3240,269,292,558,6021,6536,12557,197,183,374,101,120,216,92,87,180,64,64,129,25,32,51,16,15,37,0,0,0,6776,7328,14111,866,1058,1930,142,123,264,9348,10191,19541,1980,2071,4048,24301,25432,49729
UCL212001,7351,8045,15398,1464,1669,3132,498,585,1084,2793,3057,5853,154,155,312,307,367,668,87,78,171,16,22,37,49,60,104,5,9,17,0,0,0,3908,4341,8246,585,508,1098,138,126,267,6095,6638,12732,1529,1571,3099,14972,16262,31229
UCL212002,11239,11798,23041,2433,2589,5020,243,284,528,3491,3848,7342,196,196,389,58,68,123,66,56,114,45,52,93,27,23,45,9,13,17,0,0,0,4124,4529,8657,1014,1014,2028,127,123,242,7691,8257,15952,1950,2055,4001,20885,22109,42990
UCL212003,9730,10137,19869,1521,1645,3168,94,102,199,2755,3091,5841,115,128,236,43,37,76,56,70,121,15,16,36,8,17,27,10,3,16,0,0,0,3095,3471,6563,313,363,668,84,68,161,5008,5547,10559,834,867,1699,15581,16546,32122
UCL212004,6327,6705,13027,1932,2174,4108,78,90,166,1525,1758,3281,126,131,249,39,42,84,51,41,89,22,22,44,17,10,24,4,4,14,0,0,0,1858,2095,3953,219,249,467,56,44,99,4065,4560,8620,997,1175,2174,11387,12436,23823
UCL212005,7417,8136,15550,1651,1819,3469,99,89,184,2653,3103,5749,107,110,219,111,112,221,59,73,137,27,26,50,29,36,67,9,15,21,0,0,0,3082,3562,6648,396,337,728,72,71,144,5194,5790,10988,1128,1281,2415,13746,15207,28954
UCL213001,4369,4572,8940,958,1182,2140,65,71,133,1561,1656,3219,57,59,113,21,17,41,29,37,64,20,15,31,7,9,22,14,14,25,0,0,0,1773,1872,3653,113,136,257,42,59,105,2886,3257,6148,505,519,1024,7757,8352,16109
UCL213002,2872,3210,6082,828,1014,1840,86,105,195,875,1013,1893,81,106,190,14,11,29,34,35,69,13,17,34,17,10,28,7,8,19,0,0,0,1139,1314,2456,95,113,210,30,26,59,2097,2466,4565,681,823,1506,5648,6508,12154
UCL213003,3165,3367,6530,925,977,1904,26,33,61,617,701,1321,39,35,71,19,17,35,17,7,27,14,12,28,10,10,22,0,3,4,0,0,0,742,824,1562,122,77,201,26,14,39,1813,1901,3711,447,480,929,5416,5747,11167
UCL213004,2370,2581,4956,690,769,1460,43,41,80,1514,1697,3211,52,64,113,9,8,18,20,19,37,16,7,21,5,6,20,0,5,4,0,0,0,1660,1856,3512,71,89,156,30,25,54,2454,2729,5182,443,473,911,5262,5786,11050
UCL213005,2994,3321,6317,676,761,1438,48,64,111,1296,1487,2786,39,57,102,11,15,30,35,28,55,9,5,11,8,10,24,9,8,15,0,0,0,1464,1673,3138,79,76,153,37,30,59,2248,2541,4784,329,367,698,5573,6224,11796
UCL213006,3178,3435,6611,852,941,1788,235,262,494,768,936,1704,60,60,122,13,18,32,28,27,55,16,14,29,12,16,24,3,0,3,0,0,0,1133,1341,2472,72,85,155,38,27,64,2100,2385,4485,503,553,1057,5780,6371,12151
UCL213007,3914,4228,8149,1345,1545,2892,40,48,88,846,1001,1845,51,65,114,100,99,197,24,21,47,4,6,8,17,18,33,3,3,7,0,0,0,1076,1254,2330,96,108,201,38,46,82,2551,2954,5506,471,500,973,6942,7683,14623
UCL213008,3283,3359,6639,899,992,1887,37,39,72,1271,1404,2672,44,53,94,7,10,11,17,27,46,14,15,26,10,11,18,4,3,4,0,0,0,1394,1540,2938,95,108,199,29,21,52,2417,2662,5076,286,320,609,5986,6340,12322
UCL213009,2743,2877,5621,610,677,1288,23,29,50,1409,1657,3065,40,45,90,8,8,24,15,19,31,12,11,20,0,0,3,6,8,15,0,0,0,1515,1779,3298,63,74,140,24,25,55,2217,2559,4773,285,283,562,5242,5716,10956
UCL213010,4170,4350,8525,1025,1209,2232,27,26,59,834,896,1731,43,49,93,3,6,3,21,29,53,10,8,18,7,6,13,3,0,0,0,0,0,949,1020,1974,42,73,118,41,39,78,2055,2340,4400,672,665,1336,6904,7356,14262
UCL213011,3542,3636,7177,778,835,1611,47,38,79,924,1000,1922,39,58,102,7,14,25,28,16,45,7,11,17,0,3,3,0,4,5,0,0,0,1059,1136,2198,82,100,184,39,32,78,1962,2101,4065,725,745,1472,6235,6481,12718
UCL213012,4438,4681,9113,1279,1423,2704,74,83,159,1609,1880,3488,71,75,143,20,15,39,36,42,77,9,13,19,15,13,31,9,15,22,0,0,0,1850,2139,3988,154,160,309,45,28,70,3330,3743,7074,411,437,849,8178,8860,17033
UCL213013,2763,2785,5549,720,766,1480,49,49,97,483,514,1000,25,21,49,63,82,142,30,35,65,14,23,39,3,8,12,3,0,4,0,0,0,666,740,1404,38,48,82,14,14,35,1438,1568,3002,469,451,917,4673,4801,9474
UCL213014,3107,3409,6513,922,1076,1993,135,127,261,874,925,1800,110,102,211,38,42,77,51,49,97,12,12,27,27,27,54,16,18,38,0,0,0,1258,1311,2568,165,180,346,43,43,84,2383,2614,4991,542,570,1109,6025,6593,12616
UCL213015,2467,2639,5109,751,865,1611,117,107,225,565,636,1205,33,39,71,26,25,47,15,15,35,3,0,4,8,9,17,0,0,3,0,0,0,775,835,1616,179,138,318,21,18,41,1728,1866,3588,572,583,1154,4761,5093,9851
UCL213016,3630,3786,7415,1192,1295,2481,99,110,207,1810,1901,3713,72,62,134,30,36,69,47,55,95,18,19,34,10,18,26,11,15,26,0,0,0,2099,2214,4309,264,290,548,45,32,80,3596,3823,7418,411,406,815,7636,8018,15649
UCL213017,4656,5214,9872,1354,1578,2929,127,158,284,1096,1273,2368,94,99,189,22,22,43,30,27,57,18,17,30,11,24,33,8,9,13,0,0,0,1402,1621,3023,92,94,182,53,50,100,2897,3337,6233,623,799,1418,8169,9354,17526
UCL213018,3288,3761,7048,974,1086,2055,63,80,146,1305,1414,2727,52,60,111,15,21,33,25,28,52,13,25,43,12,4,20,3,0,3,0,0,0,1496,1638,3129,90,112,206,33,33,60,2583,2866,5456,442,510,949,6311,7138,13452
UCL214001,1922,2010,3929,510,553,1064,20,21,45,400,400,800,27,29,52,18,15,32,16,17,25,3,4,6,6,15,18,0,0,3,0,0,0,495,500,992,41,70,111,19,14,33,1059,1137,2202,231,222,455,3216,3370,6583
UCL214002,2367,2607,4974,668,764,1430,63,68,136,568,649,1222,44,54,100,6,9,21,14,20,37,4,14,19,3,15,16,6,0,6,0,0,0,715,834,1545,40,41,80,18,25,43,1437,1669,3102,337,427,765,4134,4707,8840
UCL214003,2301,2549,4855,464,559,1026,32,50,86,676,856,1535,21,23,50,20,18,42,14,13,28,3,10,13,19,22,45,9,10,17,0,0,0,796,1007,1802,87,99,181,16,21,41,1362,1689,3047,1073,476,1548,4738,4711,9450
UCL214004,1382,1420,2801,330,344,676,118,120,237,266,287,558,32,31,57,5,11,16,9,21,27,5,0,8,8,3,9,0,0,4,0,0,0,445,477,919,78,75,151,11,18,28,864,910,1775,241,245,492,2485,2579,5064
UCL214005,286,291,576,45,47,92,50,52,98,59,56,111,4,8,7,0,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,117,115,233,0,6,8,3,7,10,169,178,344,29,22,54,484,483,967
UCL214006,2397,2509,4902,538,590,1120,43,41,83,981,1056,2039,52,35,86,15,16,27,15,14,24,4,4,13,5,7,12,4,4,8,0,0,0,1113,1179,2291,53,68,121,22,27,46,1721,1865,3586,244,288,535,4362,4659,9022
UCL214007,2365,2654,5021,587,639,1229,38,40,70,471,558,1027,25,46,67,51,54,105,15,19,40,6,14,23,4,3,11,0,0,0,0,0,0,613,730,1347,75,77,152,17,21,39,1294,1471,2766,276,332,611,3944,4451,8396
UCL214008,2297,2420,4719,507,607,1115,18,24,40,582,681,1259,25,21,49,11,13,24,9,9,20,0,4,9,3,0,9,4,4,7,0,0,0,661,760,1418,54,68,122,14,11,24,1240,1445,2686,279,286,567,3817,4159,7973
UCL214009,1112,1213,2325,302,329,627,14,17,32,560,665,1227,33,30,64,6,4,10,20,19,43,3,7,12,4,3,7,0,0,3,0,0,0,637,749,1389,22,36,55,15,6,22,980,1120,2101,183,205,389,2273,2541,4811
UCL214010,1711,1737,3450,329,354,688,33,46,81,700,773,1466,20,18,42,7,5,18,12,17,29,5,7,15,6,5,18,0,0,0,0,0,0,784,882,1669,88,89,180,18,16,35,1219,1349,2568,236,268,502,3169,3353,6526
UCL214011,1546,1701,3242,449,452,900,25,25,48,293,344,633,23,32,52,0,3,6,8,9,21,0,3,3,3,5,3,5,3,3,0,0,0,355,420,779,41,38,80,16,11,26,861,926,1789,234,307,538,2639,2932,5570
UCL214012,1565,1627,3194,370,399,772,40,33,76,388,437,828,37,37,76,10,10,27,14,19,37,5,10,11,3,8,8,10,6,15,0,0,0,516,560,1080,20,35,55,11,8,20,920,999,1921,330,356,688,2821,2988,5806
UCL214013,1204,1377,2590,402,449,851,12,15,32,320,380,698,25,20,46,7,8,17,12,9,26,7,9,12,7,8,8,0,0,3,0,0,0,390,449,836,36,48,85,5,3,14,835,951,1783,176,219,397,2223,2543,4766
UCL214014,1979,2110,4094,434,518,957,22,28,51,554,650,1205,24,30,53,17,13,30,20,17,32,4,3,15,7,3,14,3,4,4,0,0,0,651,751,1408,29,38,62,7,8,13,1127,1317,2442,284,316,604,3386,3747,7134
UCL214015,1694,1725,3415,230,279,507,19,23,42,897,970,1865,32,27,64,6,7,13,13,15,21,8,11,18,3,8,5,4,5,8,0,0,0,982,1060,2041,23,25,50,9,10,19,1247,1375,2623,292,295,590,3229,3399,6629
UCL214016,1549,1600,3149,294,351,645,32,29,55,288,342,635,34,32,60,6,8,12,4,3,9,4,14,19,8,6,17,0,3,3,0,0,0,382,435,821,112,53,160,8,11,20,801,843,1642,374,366,743,2721,2819,5540
UCL214017,1548,1590,3141,370,442,815,15,8,23,254,299,558,21,23,44,17,23,40,10,9,22,3,3,3,3,4,7,0,0,0,0,0,0,322,372,689,46,58,110,8,6,13,748,884,1635,230,265,492,2519,2742,5263
UCL214018,2245,2222,4466,356,411,766,16,22,39,846,890,1731,27,33,59,3,4,7,4,4,13,4,7,11,16,6,23,5,6,15,0,0,0,925,973,1891,47,60,106,12,7,24,1341,1449,2793,314,337,645,3896,4001,7902
UCL214019,1820,2046,3870,709,808,1523,20,27,44,492,539,1029,24,28,53,11,13,17,12,20,29,3,9,8,4,3,10,3,6,8,0,0,0,570,629,1198,38,56,98,14,14,27,1331,1506,2840,369,387,752,3521,3939,7466
UCL214020,1862,1959,3823,513,516,1028,139,172,312,527,589,1118,31,33,60,12,12,24,16,18,32,15,8,18,4,4,11,3,4,12,0,0,0,751,840,1592,28,34,63,25,37,69,1317,1433,2752,428,407,834,3600,3802,7403
UCL215001,323,323,654,72,63,132,3,4,4,91,93,178,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,96,102,195,8,11,17,5,0,5,179,178,355,32,48,84,535,550,1088
UCL215002,623,656,1281,187,212,395,15,18,26,158,157,320,8,13,20,0,7,7,3,9,7,0,0,0,3,0,3,0,0,0,0,0,0,193,202,388,15,14,27,3,6,5,394,428,817,111,100,208,1123,1183,2308
UCL215003,691,685,1375,118,134,248,8,3,10,248,280,530,6,7,14,6,3,14,3,4,4,3,3,3,3,4,8,0,0,0,0,0,0,279,302,577,22,25,45,3,7,4,418,460,875,96,85,180,1200,1226,2425
UCL215004,311,327,633,109,92,201,6,6,15,95,118,208,7,5,8,3,0,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,109,131,242,26,35,59,4,4,12,250,268,512,79,75,150,634,664,1300
UCL215005,572,606,1173,106,120,229,7,3,10,241,257,499,0,3,3,0,3,3,0,3,9,0,3,5,0,0,0,0,0,0,0,0,0,253,279,532,15,17,31,0,8,5,376,419,799,85,87,170,1031,1113,2146
UCL215006,608,671,1280,121,140,258,9,13,25,203,201,401,3,0,5,0,0,0,3,3,3,0,0,0,3,0,3,0,4,3,0,0,0,222,222,445,13,15,21,9,6,13,363,379,745,76,90,166,1043,1137,2188
UCL215007,1105,1079,2183,209,210,420,20,13,33,724,730,1453,14,13,32,9,9,11,10,12,21,3,4,10,3,3,6,0,0,0,0,0,0,777,782,1560,19,17,40,15,5,17,1013,1026,2038,164,174,330,2281,2274,4558
UCL215008,445,470,914,75,84,161,47,46,93,120,134,259,24,28,52,0,0,0,5,7,14,0,0,0,3,3,5,5,4,11,0,0,0,202,225,432,3,3,3,10,11,17,297,323,615,42,41,81,779,839,1619
UCL215009,260,236,499,19,26,50,20,32,48,50,42,93,3,0,7,0,0,0,3,5,11,0,0,0,0,0,3,0,0,0,0,0,0,77,82,164,3,3,4,0,0,0,101,112,218,29,30,65,397,377,773
UCL215010,689,651,1341,49,38,85,6,3,5,258,249,500,4,3,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,267,257,522,8,5,15,0,0,0,325,291,617,61,56,114,1078,1000,2078
UCL215011,284,302,584,61,53,112,0,3,3,72,83,156,6,5,14,4,0,3,0,6,7,0,0,0,0,0,4,0,0,0,0,0,0,87,102,191,7,6,15,0,4,7,153,166,321,51,62,110,486,534,1021
UCL215012,701,829,1529,162,203,367,52,59,107,205,207,410,18,18,33,0,5,4,8,9,15,4,6,12,10,8,18,9,8,11,0,0,0,297,318,616,19,24,47,4,6,11,482,560,1042,98,116,219,1286,1501,2785
UCL215013,197,205,400,46,43,92,14,7,25,469,447,918,4,0,8,3,3,10,0,0,0,0,3,3,0,0,3,0,3,6,0,0,0,501,468,968,13,23,38,3,6,8,564,543,1106,69,73,139,833,813,1653
UCL215014,362,376,739,40,31,74,3,7,8,107,116,224,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,123,238,3,3,9,0,0,0,161,158,321,30,25,60,554,564,1113
UCL215015,571,572,1138,129,143,271,23,20,46,176,174,350,27,31,57,5,11,11,4,9,11,0,3,3,12,0,14,3,4,11,0,0,0,249,256,499,20,30,54,0,3,4,394,431,829,112,120,229,1077,1125,2202
UCL215016,999,1035,2037,242,246,487,12,18,30,290,317,612,22,11,31,3,10,11,3,0,4,3,3,9,10,9,16,3,6,10,0,0,0,343,378,716,21,18,33,10,11,20,615,649,1258,108,129,233,1722,1810,3535
UCL215017,540,557,1096,82,86,170,5,8,12,183,226,410,3,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,239,433,3,8,9,3,0,3,282,332,616,64,74,139,888,965,1856
UCL215018,823,918,1741,164,180,346,6,8,13,193,220,416,10,9,20,0,3,4,6,7,13,0,3,3,3,0,3,3,0,3,0,0,0,221,250,469,9,8,14,0,3,0,396,442,840,131,144,270,1341,1499,2842
UCL215019,434,426,854,96,92,185,5,8,14,150,184,338,7,10,13,0,0,0,8,6,14,3,0,3,0,4,3,0,0,0,0,0,0,169,209,385,15,20,37,3,3,5,283,327,609,42,39,84,761,790,1550
UCL215020,379,435,822,90,97,182,5,0,7,66,57,129,0,3,3,12,12,20,4,10,10,0,0,0,3,0,7,0,0,0,0,0,0,91,87,173,0,3,3,5,3,8,181,183,371,51,53,108,617,673,1292
UCL215021,350,359,709,39,38,75,31,28,62,77,101,182,8,4,16,3,0,3,6,0,3,0,0,0,0,3,5,0,3,3,0,0,0,130,145,273,7,9,12,0,0,3,171,191,363,50,63,118,576,608,1183
UCL215022,1151,1135,2286,238,256,498,15,13,26,293,401,700,22,29,53,4,9,10,10,14,25,9,6,18,0,3,8,0,0,0,0,0,0,349,482,833,74,60,130,13,15,23,675,812,1490,246,246,488,2068,2190,4259
UCL215023,482,482,963,106,111,215,0,0,0,85,81,164,5,6,14,0,0,3,0,0,6,0,0,3,0,0,3,0,4,4,0,0,0,99,95,191,0,5,3,0,0,0,208,210,412,50,52,106,743,742,1482
UCL215024,515,558,1076,125,153,273,10,14,22,91,104,198,11,12,27,0,0,0,4,6,6,0,3,3,0,0,0,0,0,0,0,0,0,119,145,263,7,7,11,0,0,0,251,301,557,72,72,152,845,934,1777
