SED_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SED22105,197,44,622,273,226,202,161,239,25,1987,0,3,4,9,8,3,7,10,0,42,37,37,71,81,56,29,67,48,18,454,52,57,148,89,94,68,102,132,160,897,2913,5732,5529,4152,3728,1963,2263,2268,466,29004
SED22201,115,37,353,143,142,119,36,72,13,1030,0,0,3,0,3,4,0,11,0,21,38,80,36,43,44,22,11,15,8,289,35,34,82,31,54,37,30,47,71,427,2541,5692,3460,2299,2561,1237,551,861,243,19444
SED22305,78,13,400,144,70,89,86,171,11,1065,3,0,12,9,3,3,14,26,8,66,25,31,45,30,38,23,29,35,13,279,29,38,141,80,52,59,105,138,110,750,1295,3072,3207,2270,1954,1140,1520,1881,329,16673
SED22404,139,27,399,168,109,122,45,141,13,1154,3,3,3,3,3,0,0,7,4,25,56,53,36,30,35,15,18,20,16,277,104,47,144,91,60,52,82,103,76,769,2612,3620,3766,2230,1710,896,807,1341,320,17304
SED22501,105,35,247,131,131,99,19,41,14,816,3,0,0,3,3,0,0,0,0,15,50,93,26,48,63,29,10,8,7,331,49,26,57,39,56,39,6,21,53,347,3660,7943,3174,2111,2666,1121,397,637,262,21979
SED22607,107,53,317,165,133,83,21,60,11,952,3,4,0,3,5,3,5,4,3,30,84,150,25,50,109,36,11,19,15,502,58,66,52,52,55,37,15,42,75,448,4388,10626,2364,2218,3234,1428,470,878,376,25980
SED22704,139,23,363,147,105,93,42,116,13,1056,3,3,3,3,0,0,0,6,0,21,54,33,29,37,32,10,28,19,7,249,120,58,143,76,76,50,99,147,66,838,2823,3344,3271,2167,1644,822,978,1482,256,16792
SED22802,128,27,358,160,159,130,36,81,10,1091,0,8,3,3,0,3,0,6,0,20,40,42,34,39,42,9,16,20,3,244,60,43,102,44,55,49,39,51,73,510,2485,4029,4253,2341,2297,1159,712,1107,250,18633
SED22901,91,30,322,151,128,102,35,86,13,958,0,3,0,3,0,3,3,3,0,19,40,45,28,26,44,16,12,15,11,242,43,34,60,34,45,47,25,43,74,404,2523,5804,3051,2012,2647,1277,650,898,288,19150
SED23007,151,47,553,277,118,164,73,145,19,1544,4,6,4,11,6,3,3,12,3,45,67,118,37,52,94,38,40,46,9,508,57,62,93,81,50,52,72,110,112,690,3046,8152,2997,2932,3184,1847,1230,1932,445,25755
SED23101,94,22,240,107,82,76,17,64,7,703,13,4,3,3,8,3,0,5,0,35,49,90,17,29,64,31,7,16,6,306,36,51,40,17,48,21,18,22,57,311,2836,7351,2137,1705,2632,1253,404,803,262,19383
SED23205,96,32,382,156,115,108,38,103,9,1043,3,0,3,3,4,3,0,3,3,19,45,56,25,43,28,12,19,14,12,253,44,47,81,64,36,52,51,77,78,537,2056,4582,3313,2454,1952,1231,755,1102,256,17700
SED23308,116,37,451,192,115,105,47,113,7,1189,6,3,0,6,0,0,0,3,0,27,39,81,25,33,47,18,17,12,12,284,40,47,78,46,44,44,48,68,77,487,2511,6769,3179,2693,2191,1229,677,1120,281,20646
SED23402,143,44,417,172,197,139,77,96,11,1290,0,0,4,0,0,0,3,4,0,12,47,63,44,35,45,24,23,25,14,314,70,42,119,42,56,61,41,65,60,552,3006,5257,4537,2434,2802,1469,971,1252,281,22014
SED23502,135,17,381,155,113,116,33,142,8,1100,0,0,0,0,0,0,0,8,3,13,30,40,26,27,15,6,20,21,8,194,103,29,97,75,44,75,74,115,61,663,2164,3084,2806,2069,1398,783,746,1236,221,14513
SED23602,135,19,348,115,82,86,48,123,7,957,4,7,3,0,0,4,0,3,0,21,48,33,30,19,18,14,16,18,9,208,126,39,94,44,47,69,61,103,64,662,2600,3293,2858,1793,1287,770,769,1208,217,14791
SED23702,139,42,488,227,166,142,56,151,12,1428,0,0,3,3,0,3,5,5,0,25,39,44,39,48,29,19,23,15,11,259,57,43,128,68,74,53,50,92,83,646,2486,3908,5310,2878,2478,1338,955,1480,304,21136
SED23806,139,39,216,124,92,83,15,26,10,743,0,0,0,0,0,0,0,0,0,9,108,166,24,38,62,51,0,10,5,468,45,72,9,27,27,28,6,17,53,288,5208,13103,1485,1712,3080,1601,205,596,375,27368
SED23901,95,31,276,122,90,80,25,58,0,774,0,0,3,0,3,3,0,3,0,19,78,132,20,45,76,35,11,13,18,419,40,57,44,35,34,36,28,35,71,373,3479,9804,2422,1976,2733,1172,421,741,298,23046
SED24006,116,27,186,106,70,56,11,27,3,607,11,0,7,8,4,3,3,0,3,35,98,121,19,28,77,32,3,11,14,402,51,84,26,19,32,29,3,19,59,325,4619,10679,1378,1409,2658,1367,195,452,367,23116
SED24105,105,24,419,187,112,110,74,141,14,1194,3,3,10,0,0,7,3,8,0,39,34,34,25,33,41,35,42,33,9,285,38,30,84,56,54,50,75,104,105,593,1973,4416,2768,2065,2465,1306,1198,1422,311,17924
SED24207,124,18,409,188,145,135,120,143,22,1304,5,0,0,4,6,5,10,9,0,41,35,48,39,36,58,32,44,38,13,348,50,40,121,87,80,79,123,124,116,815,2231,5026,3295,2580,3143,1498,1761,1617,397,21552
SED24308,94,22,356,164,100,109,68,144,16,1071,0,0,3,0,0,0,9,3,0,20,20,38,28,34,25,20,31,25,13,226,42,23,103,72,49,72,106,142,92,707,1513,3432,3088,2444,1743,1008,1021,1367,310,15924
SED24408,133,27,322,149,105,103,36,115,3,992,3,0,0,3,0,0,0,8,0,16,27,25,21,24,20,11,13,12,4,155,141,32,86,54,36,45,40,85,65,591,3267,3562,2349,1979,1437,783,645,1102,191,15321
SED24504,118,34,312,133,96,82,36,105,5,913,3,3,0,3,0,0,0,7,0,16,82,97,30,60,49,20,14,25,5,373,65,79,105,64,64,49,37,94,57,609,2991,5422,3288,2214,1930,896,635,1058,249,18685
SED24606,117,33,205,104,74,61,6,32,4,638,3,4,0,3,3,0,0,5,0,21,98,122,33,46,91,54,0,13,14,466,42,59,24,27,37,39,8,16,52,306,4683,10691,1339,1359,2700,1596,186,521,389,23466
SED24703,201,46,823,345,140,144,16,118,17,1852,8,13,8,26,10,12,0,17,0,96,158,302,43,89,121,74,8,39,25,868,81,149,68,105,68,30,23,74,106,711,5870,20068,2946,3956,4536,2622,446,1751,618,42826
SED24808,126,29,370,178,165,132,107,131,15,1252,3,0,3,0,7,3,7,3,3,36,32,40,35,50,41,17,55,21,16,307,47,38,117,89,72,63,92,95,100,727,2047,3767,4035,2938,2671,1212,1613,1382,355,20006
SED24904,149,20,345,131,110,123,41,133,12,1060,10,0,3,3,3,4,5,10,0,30,17,27,21,25,13,8,14,13,9,157,93,49,108,68,55,81,82,126,90,755,2382,3685,2511,2030,1460,934,741,1226,265,15240
SED25003,129,27,441,181,167,153,91,131,8,1340,3,0,4,3,3,3,4,8,4,42,32,47,41,50,43,40,45,29,6,346,42,42,106,85,84,80,79,96,86,696,2144,4823,3595,2647,2818,1545,1230,1300,315,20410
SED25102,107,28,276,150,124,103,25,80,12,893,0,3,0,0,0,0,0,0,0,12,66,79,31,58,49,16,13,11,10,337,48,32,93,47,41,23,30,44,72,437,3006,5982,3907,2321,2231,991,585,953,288,20268
SED25205,133,42,327,173,143,110,31,60,17,1036,0,5,0,0,4,3,0,6,0,20,67,84,36,42,57,39,14,20,14,376,43,43,69,38,57,40,27,31,79,425,3585,7359,3315,2189,2861,1373,535,746,289,22255
SED25302,146,38,318,172,113,124,26,72,8,1014,0,5,3,3,0,3,0,3,3,20,51,62,22,37,42,20,9,14,4,265,52,59,72,47,38,41,22,50,56,447,3337,5955,3051,2054,2084,1232,350,747,241,19054
SED25402,77,21,366,142,146,128,42,123,11,1047,0,0,3,0,0,3,0,10,0,15,33,33,31,20,38,12,12,16,13,199,60,43,116,79,59,51,65,122,73,655,1740,3842,3797,2217,1938,887,1002,1200,277,16895
SED25501,88,13,222,98,74,75,25,68,4,671,4,0,3,3,0,4,3,7,3,25,51,84,32,34,55,28,8,19,5,317,42,54,40,25,27,17,23,41,66,327,3250,8339,1922,1576,2689,1291,410,830,340,20660
SED25605,94,24,381,153,112,82,79,108,16,1059,7,0,3,0,3,0,0,5,0,25,46,41,39,31,31,17,23,23,16,265,54,49,60,39,57,37,47,47,95,473,2390,5764,2460,1861,2540,1258,874,1196,349,18689
SED25704,158,25,396,147,97,128,52,162,26,1191,5,0,0,0,7,3,0,4,0,18,38,18,20,14,14,15,12,11,3,155,143,48,102,89,40,62,70,166,71,790,2861,3328,2825,1962,1335,902,759,1458,221,15653
SED25802,121,23,347,142,116,109,50,139,11,1055,3,3,0,3,6,0,3,3,0,22,42,31,27,32,31,10,14,25,8,226,100,34,143,78,54,63,62,98,70,709,2589,4130,3846,2334,1897,918,949,1475,282,18427
SED25905,105,30,380,169,141,147,63,106,5,1151,3,0,3,0,6,0,4,3,0,23,30,49,48,41,45,20,32,24,11,293,33,44,96,52,68,38,71,75,89,563,2065,4365,3785,2300,2671,1358,1191,1341,346,19429
SED26005,123,36,416,184,138,152,107,135,13,1308,0,0,3,0,0,4,3,4,0,28,45,37,53,61,49,29,49,33,7,359,41,34,140,65,90,56,99,105,102,735,2650,5201,4353,3051,3243,1560,1585,1674,356,23666
SED26102,123,22,427,153,101,105,29,108,9,1079,0,3,5,8,3,0,0,4,0,18,31,42,28,22,31,21,12,9,10,204,44,50,122,63,49,77,34,60,56,564,2299,3827,3381,1913,1462,1120,441,1011,226,15668
SED26207,97,34,273,125,116,107,41,68,8,853,4,3,0,5,6,3,3,3,0,27,48,71,26,47,57,22,20,19,5,319,64,67,71,39,72,46,41,52,70,518,2866,5909,2796,1616,2583,1233,591,739,322,18646
SED26303,104,50,381,134,102,69,20,51,12,917,0,3,0,3,4,0,0,3,0,19,119,256,44,68,98,37,14,22,17,678,62,102,46,40,39,34,14,27,78,445,4386,12749,2429,2352,2951,1446,390,754,372,27833
SED26406,143,38,471,148,116,114,40,82,9,1164,3,3,3,6,0,6,0,6,0,30,66,115,25,31,100,40,12,29,15,439,27,68,54,41,43,48,23,32,78,415,3619,9854,2777,2143,3163,1733,567,1090,355,25306
SED26504,138,14,404,170,99,125,50,132,13,1147,4,4,0,5,0,0,0,9,0,23,25,25,19,28,17,5,12,18,4,173,85,35,87,64,30,52,72,115,63,611,2439,3508,2723,2031,1432,856,760,1314,212,15269
SED26603,114,32,469,159,137,132,66,116,9,1236,0,3,8,3,0,4,6,15,0,41,70,124,33,56,80,32,24,31,16,471,62,73,118,61,73,48,43,58,103,640,3090,8674,3517,2559,3131,1450,879,1392,393,25091
SED26708,166,17,384,122,92,90,50,192,10,1122,3,0,0,3,0,4,0,4,0,18,49,35,23,30,19,16,19,25,10,229,153,50,112,75,46,58,54,149,72,766,3370,3506,3036,2101,1420,851,806,1682,280,17047
SED26806,263,72,586,252,170,114,14,59,10,1536,7,7,0,5,0,8,0,6,0,38,150,244,31,36,111,62,3,18,20,678,75,115,43,46,59,41,9,30,101,517,6469,16238,2532,2520,3882,2349,257,754,544,35543
SED26903,106,34,504,156,109,122,55,134,12,1242,3,0,3,4,3,3,3,9,0,35,44,113,42,41,72,32,27,23,10,405,41,49,90,62,56,55,50,95,97,585,2268,6700,2998,2404,2680,1393,842,1483,329,21093
SED27003,170,51,465,225,123,106,9,47,8,1206,4,4,3,5,3,3,0,3,3,28,152,296,26,77,99,54,7,26,30,776,51,110,41,58,53,43,18,30,86,490,6093,16870,2417,2538,3358,1892,311,727,516,34731
SED27101,112,33,353,145,108,119,35,70,7,981,3,0,3,0,4,0,3,8,0,23,56,82,41,47,59,24,18,23,17,359,36,55,52,42,31,35,16,44,67,377,3091,8090,2966,2274,2831,1325,521,917,278,22302
SED27208,130,20,344,146,81,98,35,138,10,993,0,3,5,3,0,6,0,4,0,21,25,29,13,37,25,9,19,23,7,183,105,48,104,84,60,75,64,150,62,745,2498,3047,2562,2257,1335,767,743,1398,229,14833
SED27305,105,37,330,128,132,129,37,66,6,976,3,3,0,0,0,4,0,3,0,16,50,37,38,29,38,17,17,22,3,245,37,40,70,36,50,39,30,38,67,413,2770,5385,3174,1840,2631,1349,646,818,257,18862
SED27406,123,44,222,108,99,98,21,38,8,751,0,0,0,0,8,3,0,0,0,11,97,106,28,36,53,45,4,7,17,398,56,59,45,31,42,33,13,21,44,332,4716,8253,2022,1619,2578,1345,264,476,281,21549
SED27504,143,24,399,146,111,140,60,162,9,1203,3,3,4,4,0,3,0,13,0,33,42,32,24,20,24,19,11,32,0,206,94,49,111,70,52,83,71,158,90,781,2464,4456,2987,2252,1696,959,777,1544,252,17393
SED27608,119,44,447,174,127,143,34,78,23,1194,0,8,3,4,3,0,0,0,0,26,47,78,36,60,49,29,22,20,11,353,48,64,73,45,45,41,23,53,66,453,3164,7783,3845,2852,2493,1489,605,1122,290,23651
SED27708,145,25,497,185,103,146,49,169,8,1321,3,6,4,0,3,0,0,7,0,30,35,41,25,30,24,11,24,22,10,221,100,46,102,63,52,49,86,120,61,676,2458,4513,3205,2263,1637,944,917,1411,232,17581
SED27807,98,14,481,211,104,101,101,159,18,1289,0,3,6,3,0,4,13,23,4,67,18,41,49,38,37,17,46,42,11,294,32,45,122,80,53,55,102,144,115,749,1279,3397,2846,2206,1943,1101,1469,1843,359,16438
SED27907,99,28,353,173,156,160,76,112,11,1156,0,6,0,0,0,0,4,6,0,23,28,43,30,53,54,21,23,12,10,274,60,53,92,47,67,55,57,57,52,546,2125,4162,3577,2375,2545,1179,1011,1015,241,18237
SED28007,160,34,419,226,178,160,112,135,15,1445,5,0,5,3,5,3,3,3,0,31,43,46,43,39,73,30,51,31,11,368,54,46,120,57,78,76,79,89,103,691,2723,5317,3948,2439,3493,1609,1403,1410,388,22724
SED28107,154,63,564,285,207,190,263,191,13,1943,0,7,3,10,4,7,9,11,0,48,36,72,60,99,67,45,96,48,16,550,45,53,113,65,72,56,147,93,150,806,2959,7110,4262,3956,4216,2035,2711,2006,520,29772
SED28203,110,19,471,183,143,127,132,121,18,1320,3,0,4,0,3,7,14,17,3,55,33,29,49,41,52,31,59,52,15,348,44,43,142,84,66,65,79,130,86,738,1396,3347,2899,2188,2116,1244,1295,1392,321,16198
SED28301,118,36,269,122,99,87,24,51,6,805,0,3,0,3,4,3,0,6,4,24,53,87,19,27,66,28,6,12,3,313,44,59,55,39,44,37,21,29,67,393,3751,7438,2394,1692,2592,1308,331,620,285,20415
SED28408,79,25,368,146,99,122,44,102,4,984,4,4,3,0,3,6,0,3,0,21,45,64,28,35,30,13,17,13,7,251,27,34,60,48,34,47,32,61,50,392,1996,5421,2662,2083,1761,1025,516,908,212,16593
SED28507,122,36,386,184,112,140,102,125,11,1222,0,0,0,3,3,3,4,12,0,29,32,37,35,51,56,23,53,32,16,327,37,31,93,78,71,60,112,79,90,648,1921,4039,3402,2654,2667,1351,1546,1453,327,19359
SED28607,129,41,324,145,121,99,40,79,13,996,0,3,4,0,3,0,0,9,0,19,111,164,39,51,102,32,8,16,10,549,58,71,73,59,58,40,24,51,81,505,4991,10289,2900,2092,3075,1343,592,897,371,26555
SED28704,167,48,515,265,224,209,64,95,18,1608,0,9,0,0,10,4,0,3,0,28,54,54,49,57,67,18,42,25,8,365,65,53,134,70,100,82,76,71,83,739,3406,6407,5455,3386,3419,1593,1134,1234,365,26398
SED28803,143,28,510,216,187,173,171,161,16,1609,0,3,4,4,4,6,9,9,0,32,35,51,56,66,45,26,67,43,11,410,51,39,131,92,84,72,104,89,115,787,2609,5087,4206,3178,3266,1653,1930,1691,438,24054
SED29494,9,3,34,8,3,3,4,6,0,75,0,0,0,0,0,0,0,0,0,0,3,4,5,7,3,3,0,6,0,34,4,5,15,4,0,0,9,14,15,66,132,367,223,181,112,65,72,142,34,1337
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,4,0,22
SED30001,166,42,505,265,208,178,63,164,20,1617,8,3,3,4,3,6,3,5,0,37,34,38,39,24,23,10,32,17,12,231,53,43,110,55,63,56,45,80,102,601,2638,4332,4374,2712,2765,1562,1035,1526,328,21274
SED30002,80,34,296,143,111,96,62,98,8,926,5,0,3,7,5,10,4,9,0,36,24,34,34,19,28,17,37,12,12,217,37,33,60,37,39,44,55,36,62,402,1945,4355,2723,1958,2394,1160,1030,981,273,16823
SED30003,79,32,214,115,82,47,21,34,4,632,3,3,0,3,3,4,0,4,0,22,68,78,21,47,47,10,4,11,13,300,32,37,26,24,42,13,5,15,35,235,3094,8004,1687,1609,2108,814,292,454,225,18293
SED30004,76,24,235,136,109,74,22,58,7,736,0,3,0,3,3,4,0,6,0,18,33,55,16,26,23,12,14,11,13,208,26,32,37,24,39,28,20,33,68,308,2067,5325,1977,1480,2083,899,460,639,223,15159
SED30005,188,36,467,248,144,175,58,120,12,1435,8,5,0,3,0,8,0,4,0,27,29,51,40,43,36,16,16,10,9,249,59,42,70,56,49,57,39,57,78,508,2670,6353,3548,2723,2388,1268,701,1065,299,21016
SED30006,110,30,340,157,121,100,54,121,5,1037,4,0,5,4,6,5,0,4,3,31,25,29,36,18,24,11,29,16,4,206,52,49,134,57,74,52,59,92,54,631,2076,3197,3300,1912,1893,883,926,1305,211,15704
SED30007,149,48,430,188,129,108,24,113,3,1194,0,3,3,15,3,10,3,6,4,56,64,130,24,44,52,26,8,20,8,383,40,74,36,46,42,29,11,41,90,415,4107,11778,2193,2310,2919,1608,344,1500,383,27148
SED30008,118,38,422,192,133,128,35,100,17,1184,0,0,0,3,0,5,3,6,0,20,25,30,15,18,24,6,13,13,6,157,36,35,59,41,37,63,33,60,59,425,1856,3414,2444,1851,1763,1278,497,949,229,14289
SED30009,99,26,344,178,118,139,39,74,6,1033,0,5,0,0,0,3,0,0,0,12,17,36,24,33,31,15,14,14,7,176,27,25,52,36,34,39,11,40,45,307,2026,4766,2644,1839,1922,1122,420,804,203,15737
SED30010,128,48,301,165,124,91,19,58,15,963,0,3,6,0,8,3,0,7,0,28,53,80,15,27,30,13,11,21,8,253,32,38,44,28,28,14,22,30,56,293,3896,8503,2342,1582,2679,1111,401,713,293,21521
SED30011,60,13,261,109,46,60,29,98,6,686,0,0,0,0,0,4,0,3,0,12,13,14,16,7,7,11,16,15,3,107,18,8,22,29,18,28,27,61,48,262,767,2087,1715,1402,900,569,439,916,124,8926
SED30012,161,31,395,202,173,158,90,134,15,1355,4,4,0,4,4,15,10,11,3,49,28,44,27,44,29,20,56,29,7,279,42,33,103,79,69,48,102,128,125,727,2120,4610,3709,3095,2834,1280,1489,1593,374,21105
SED30013,86,12,260,112,75,62,57,108,4,772,0,3,3,3,0,3,6,14,0,41,40,22,16,31,21,4,27,12,0,172,51,23,65,40,24,48,66,148,51,519,1582,2558,2476,1587,1173,506,991,1120,158,12150
SED30014,151,45,411,232,143,168,37,92,14,1285,0,3,5,3,7,0,0,0,0,18,32,43,34,17,19,17,10,9,9,197,38,34,71,64,53,50,26,35,59,427,2295,4861,3031,2118,1893,1302,466,938,244,17132
SED30015,86,14,207,115,62,69,46,87,9,699,0,4,3,3,0,0,0,0,0,15,8,9,14,12,12,3,21,16,0,110,42,25,54,34,39,31,40,66,50,389,1470,2660,2094,1382,1066,599,684,963,153,11083
SED30016,178,41,533,245,133,144,80,171,16,1539,8,0,3,3,5,3,0,7,0,32,29,46,33,35,26,14,20,22,3,231,46,43,97,83,40,61,45,95,79,593,1895,4651,2887,2605,1924,1237,699,1210,301,17399
SED30017,100,17,178,85,64,70,61,109,4,687,0,0,0,5,0,4,0,4,3,23,21,4,9,6,15,8,25,14,7,99,105,13,57,42,38,33,72,128,49,537,1771,1689,1849,1148,885,406,852,1100,143,9835
SED30018,103,31,349,157,97,113,46,83,9,976,3,0,6,4,4,5,0,6,0,27,16,32,20,26,25,11,24,7,11,170,31,27,74,38,34,52,30,59,51,396,1596,3314,2771,1855,1579,1010,610,971,209,13920
SED30019,94,39,294,145,143,119,48,121,15,1015,0,3,0,3,4,3,0,3,0,20,30,25,23,17,29,9,11,11,4,160,27,19,59,32,42,32,40,45,53,347,1662,3364,3266,1886,2120,915,708,1000,211,15124
SED30020,97,30,246,126,140,111,26,44,9,820,0,0,4,0,0,6,0,4,0,20,23,55,25,24,43,12,13,11,5,212,31,40,40,21,38,29,17,25,60,309,3064,6786,2307,1523,2601,1080,456,668,259,18736
SED30021,127,35,357,140,119,104,31,63,13,984,8,3,4,0,8,4,0,11,0,35,42,89,21,28,44,16,10,21,14,291,48,47,39,22,53,35,18,32,55,345,3564,8194,2147,1655,2736,1246,482,819,314,21151
SED30022,116,35,253,130,131,113,32,90,3,904,0,3,3,3,3,0,0,3,0,15,34,45,31,19,22,10,14,3,3,185,38,36,66,31,45,36,14,45,53,358,2531,4258,2619,1726,2161,995,487,830,194,15804
SED30023,105,26,304,108,151,111,44,118,8,979,3,0,0,0,3,0,5,5,0,26,28,14,32,14,25,15,33,16,5,179,72,27,85,55,60,51,63,133,48,584,2236,3331,3450,1702,1850,833,913,1393,193,15893
SED30024,130,16,307,170,74,75,49,107,8,931,3,0,0,4,3,3,0,11,0,18,22,17,16,27,26,7,16,19,3,149,67,81,107,111,71,52,70,153,86,792,1633,2426,2369,1811,1280,600,788,1221,230,12353
SED30025,168,54,443,219,207,185,65,149,19,1500,3,0,0,0,5,3,6,3,3,27,23,33,33,19,34,11,28,26,12,232,64,40,102,50,65,64,56,89,102,625,2944,4302,3752,2439,2587,1604,969,1431,344,20357
SED30026,135,32,329,199,126,135,32,113,15,1107,0,3,4,4,3,4,0,4,0,22,24,40,25,25,23,20,8,14,4,187,42,48,58,57,43,48,24,59,57,417,1792,4100,2784,2008,1596,1092,482,963,239,15052
SED30027,94,7,213,101,82,56,74,80,4,713,0,7,3,6,0,0,0,4,0,19,19,21,19,20,15,3,18,11,3,133,77,43,67,62,27,47,67,84,40,517,1651,2536,2465,1349,1080,517,929,906,143,11565
SED30028,99,32,254,130,144,84,24,47,3,816,0,8,0,0,7,8,0,4,0,21,42,49,26,31,34,14,13,10,3,221,23,21,49,29,46,23,11,29,54,279,2412,5475,2559,1894,2350,896,392,627,209,16813
SED30029,75,33,202,143,102,64,18,42,3,684,4,3,0,0,3,0,0,0,0,13,34,63,26,35,38,13,12,5,8,230,37,49,34,23,38,25,13,21,26,272,2476,5815,2387,1735,2207,682,319,538,209,16353
SED30030,138,43,500,219,167,165,72,166,17,1486,3,0,0,6,11,0,0,3,0,29,26,23,36,30,29,13,19,23,10,209,39,31,92,42,38,56,51,57,86,492,2065,3853,3563,2381,2241,1339,799,1276,304,17821
SED30031,67,15,261,118,89,82,103,85,5,829,7,5,3,0,0,3,9,7,0,31,18,26,32,24,23,10,56,18,4,208,35,22,107,36,30,30,76,71,65,483,1502,3195,4552,1516,1464,668,1417,1174,240,15725
SED30032,120,31,325,139,117,111,48,132,14,1025,3,3,3,0,0,4,3,3,0,24,30,34,30,19,18,9,18,26,9,194,67,36,93,63,36,52,46,78,64,523,1863,3300,2990,1846,1687,989,772,1257,241,14962
SED30033,89,24,261,118,113,69,27,47,9,758,3,0,0,4,3,3,3,4,0,20,45,69,19,20,42,12,8,15,7,238,34,51,37,20,30,28,16,41,42,302,2801,8189,2084,1570,2307,982,364,688,208,19200
SED30034,72,9,199,87,88,53,100,74,3,681,4,0,4,3,0,0,0,5,0,19,26,15,29,12,22,4,24,9,3,138,66,28,88,37,37,42,81,100,37,516,1715,2073,2545,979,1082,454,1268,856,149,11111
SED30035,72,19,291,127,59,86,35,125,3,808,0,0,3,3,0,0,0,0,0,12,15,21,20,19,12,10,7,15,9,119,35,23,65,27,20,39,32,76,48,376,1253,2249,2241,1547,1132,704,646,1003,158,10934
SED30036,109,19,312,163,67,111,23,113,3,924,0,0,3,3,0,0,0,4,0,16,12,31,16,20,7,6,14,18,3,130,21,32,45,43,19,26,28,42,38,310,1038,2886,1892,1934,1031,799,408,807,125,10924
SED30037,107,19,316,142,96,97,73,126,11,982,0,4,3,0,3,0,0,0,0,15,26,26,12,33,23,7,18,17,8,168,66,32,74,58,32,40,59,109,63,539,1839,2696,3141,1824,1491,733,1073,1183,222,14207
SED30038,70,22,247,180,75,81,55,70,7,802,3,4,10,0,0,3,3,12,0,33,17,21,22,17,26,13,38,21,3,177,16,24,70,64,46,37,72,104,66,496,1146,2894,2281,1889,1683,775,894,1087,220,12866
SED30039,73,21,110,82,63,41,3,33,3,422,0,3,0,8,4,3,0,4,0,27,33,62,17,22,28,22,3,9,5,193,28,49,21,18,20,20,9,13,32,206,2606,8723,1209,1340,1817,927,195,570,236,17616
SED30040,82,24,272,147,105,108,50,100,5,887,0,4,0,5,3,5,3,5,3,30,14,31,22,22,27,5,31,21,10,200,24,25,58,44,40,31,55,78,71,428,1222,2952,2657,2148,1708,854,787,1035,226,13600
SED30041,102,22,290,147,90,108,52,95,9,918,3,4,3,5,7,9,5,3,0,33,25,37,44,31,27,5,33,14,13,226,36,24,57,63,44,29,62,92,58,468,1484,2927,2868,2109,1730,774,867,1046,228,14035
SED30042,124,37,350,162,143,120,45,108,0,1095,0,3,0,0,3,3,3,6,0,27,21,34,30,21,39,11,29,19,15,215,38,18,74,37,48,27,49,65,60,413,1682,3260,3146,2157,2207,1049,836,1010,212,15560
SED30043,131,21,387,196,151,186,30,95,3,1199,3,0,0,0,0,7,6,5,0,27,28,20,15,16,20,12,18,13,3,149,16,34,59,38,34,33,34,49,47,347,1792,3805,2986,2030,1822,1174,525,953,174,15259
SED30044,81,30,332,144,105,96,68,93,10,958,0,0,4,3,0,5,0,9,0,30,21,26,20,23,28,5,30,13,4,160,41,36,69,55,34,46,57,79,38,453,1575,3719,3383,1846,1587,704,921,833,165,14728
SED30045,95,13,297,138,79,83,65,126,3,914,8,3,0,3,3,4,0,11,0,32,27,18,27,27,20,7,44,25,5,203,50,32,86,65,52,55,69,93,61,563,1716,2635,3036,1750,1616,752,896,1383,203,13992
SED30046,68,16,252,124,122,74,65,95,3,821,0,0,7,3,3,0,4,3,0,24,20,17,24,24,20,8,37,15,6,164,36,24,81,36,49,27,69,62,56,443,1318,2171,3098,1640,1840,804,1079,1101,199,13255
