SED_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
SED21203,3,0,3,0,7,0,0,0,7,0,0,7,3,3,0,14,18,0,0,0,18,0,0,23,461,128,10,20,621,26,3,28,655,96,8,756,8,9,0,0,21,6,0,6,22,0,0,26,16,17,0,0,33,6,5,8,43,8,0,50,27,27,0,0,51,12,5,14,72,3,0,80,491,158,10,21,673,35,8,49,724,104,6,830,331,148,4,33,518,38,19,53,566,430,3,1002,10,0,0,0,6,0,0,0,12,0,5,19,827,309,15,54,1199,73,30,97,1298,530,18,1849,146,23,0,3,174,11,0,10,179,31,0,210,128,45,0,3,177,7,4,7,191,36,0,221,6,0,0,0,6,0,0,0,6,0,0,6,3,0,0,6,14,0,0,0,14,3,0,19,282,68,3,13,368,16,5,19,393,64,0,454,3,0,3,0,7,3,0,3,8,3,3,16,12,9,0,0,15,10,3,7
SED21303,0,0,0,0,5,0,0,0,5,0,0,5,6,0,0,0,7,0,0,0,7,0,0,10,508,85,16,4,617,13,3,18,636,27,7,667,8,0,0,0,8,3,0,3,7,0,0,12,9,3,0,0,17,0,0,0,19,3,0,20,13,3,0,0,20,7,0,7,24,4,0,29,523,86,16,4,638,15,3,22,661,31,7,697,79,11,0,6,98,0,0,0,100,38,0,139,0,0,0,0,0,0,0,0,0,0,0,0,610,101,20,11,740,20,8,23,762,67,4,835,130,19,0,0,155,6,0,9,162,12,0,173,155,24,5,0,184,3,0,4,192,12,0,198,6,0,0,0,8,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,289,47,6,5,345,12,0,14,360,25,0,382,4,0,0,0,3,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0
SED21401,14,0,0,0,12,0,0,0,12,0,0,12,5,0,0,4,12,0,0,0,15,0,0,14,785,119,9,12,924,27,5,32,958,48,3,1007,20,0,0,0,20,0,0,0,20,3,0,17,13,3,0,0,17,5,4,7,27,5,0,24,31,3,0,0,38,5,4,7,39,4,0,49,813,122,9,13,958,30,12,42,996,53,3,1056,243,32,4,3,279,11,0,11,285,48,0,335,0,0,0,0,0,0,0,0,0,0,0,3,1056,151,10,17,1234,38,12,48,1281,103,3,1391,308,47,0,3,361,8,0,6,371,18,0,392,276,56,4,3,340,8,3,10,351,26,0,377,9,0,4,0,19,0,0,0,18,0,0,18,3,0,0,8,11,0,0,0,9,0,0,11,603,110,11,13,727,13,7,19,749,49,0,799,14,3,0,0,14,6,0,6,18,0,0,23,8,3,0,0,11,3,0,0
SED21503,12,3,3,0,23,0,0,0,21,0,0,25,8,0,0,3,11,0,0,0,11,0,0,18,814,119,14,13,957,14,3,23,974,37,3,1014,6,0,0,0,11,0,0,0,14,0,0,14,12,5,0,0,11,0,0,0,14,0,0,14,20,6,0,0,23,0,0,4,24,0,0,24,832,119,14,13,979,19,6,20,1000,37,3,1038,140,17,3,8,168,14,4,17,182,40,0,222,3,0,0,0,4,0,0,0,4,0,0,4,980,135,13,21,1150,29,11,38,1188,75,3,1262,223,32,0,0,265,3,0,4,270,19,0,282,247,34,0,0,282,7,0,7,287,23,0,314,4,0,0,0,6,0,0,0,12,0,0,11,0,0,0,3,8,0,0,0,5,3,0,9,480,69,4,3,559,13,0,16,571,45,0,616,8,0,0,0,11,3,0,3,7,0,0,7,7,3,0,0,7,0,0,3
SED21608,14,3,0,0,19,0,0,0,23,3,0,26,4,0,3,6,15,0,0,0,15,4,0,15,807,107,4,17,930,14,3,19,950,58,7,1018,13,4,0,0,16,0,3,3,18,0,0,16,15,0,4,3,19,0,0,0,19,0,0,19,22,4,4,3,33,0,3,3,30,0,0,32,829,108,6,19,959,14,6,23,985,62,7,1046,149,18,9,8,185,6,0,6,189,44,0,230,3,0,0,0,3,0,0,0,3,0,0,3,983,123,14,29,1148,18,7,32,1180,101,7,1288,123,18,3,0,147,0,0,0,147,5,0,154,156,9,6,0,175,3,0,3,177,4,0,185,0,3,5,0,13,0,0,0,13,0,0,13,3,0,0,3,7,0,0,0,7,0,0,11,287,30,8,9,337,3,0,3,338,18,0,355,0,0,0,0,6,0,0,0,7,0,0,7,3,0,0,0,7,0,0,0
SED21706,6,3,4,0,14,0,0,0,14,0,0,14,9,0,0,9,19,0,0,0,19,0,0,19,1049,116,19,15,1201,35,3,39,1233,54,0,1288,15,0,0,0,15,3,0,3,20,0,0,18,20,0,0,0,22,4,0,6,32,0,0,32,36,0,0,0,34,10,0,8,46,5,0,52,1084,116,19,16,1232,40,7,44,1284,56,0,1344,185,26,3,3,212,4,7,10,222,32,5,256,0,0,0,0,0,0,0,0,0,0,0,0,1263,141,25,22,1449,43,12,56,1506,88,5,1595,293,45,0,0,341,10,0,16,355,28,0,379,362,52,5,3,419,12,4,14,433,15,0,450,8,0,5,0,7,0,0,0,7,0,0,7,8,0,0,7,16,0,0,0,16,0,0,15,666,93,10,14,786,24,5,31,815,41,4,860,15,0,0,0,15,0,0,0,16,0,0,16,15,0,0,0,16,0,0,3
SED21805,10,5,10,0,22,0,0,0,22,3,0,22,3,0,0,3,4,0,0,0,4,0,0,4,790,92,13,9,900,16,0,16,919,54,0,970,8,3,0,0,14,0,0,0,14,0,0,14,18,0,0,0,15,0,0,0,21,0,0,23,23,3,0,0,26,0,0,0,27,0,0,36,816,92,13,6,931,18,0,18,944,58,0,1006,152,24,3,6,185,8,0,6,195,27,4,220,0,0,0,0,0,0,0,0,3,0,3,3,966,119,15,14,1118,19,0,20,1140,85,3,1234,174,14,0,0,192,3,0,6,199,9,0,205,165,20,0,3,190,8,0,6,198,10,0,208,8,3,3,0,12,0,0,0,12,3,0,13,0,0,0,3,3,0,0,0,3,0,0,3,347,42,8,5,403,11,3,11,410,23,0,437,6,0,0,0,8,0,0,0,5,0,0,5,7,0,0,0,7,0,0,0
SED21906,12,5,0,0,17,3,0,3,18,0,0,18,4,5,0,5,13,0,0,0,16,0,0,16,794,114,8,8,923,16,0,16,941,36,0,972,6,3,0,0,10,0,0,0,10,0,0,7,12,0,0,0,12,0,0,0,12,0,0,12,15,3,0,0,17,0,0,0,17,0,0,21,811,117,8,8,946,16,0,16,961,33,0,995,178,25,0,5,214,5,0,7,218,21,0,246,0,0,0,4,0,0,0,0,0,0,3,3,989,138,12,18,1156,19,0,23,1185,58,0,1247,239,22,0,0,266,9,0,8,274,11,0,285,296,25,3,3,327,11,0,8,336,9,0,342,4,0,3,0,11,0,0,0,10,0,0,11,3,0,0,3,9,0,0,0,9,0,0,9,542,54,6,5,605,18,0,15,623,21,0,647,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0
SED22005,8,0,0,0,11,0,0,0,7,3,0,13,5,0,0,0,10,0,0,0,10,0,3,13,656,120,12,9,797,14,3,22,815,57,4,874,18,4,0,0,20,3,0,3,21,5,0,25,16,3,0,0,25,5,0,5,24,0,0,24,32,5,0,0,39,5,0,5,46,5,0,53,693,126,7,9,837,21,3,25,859,58,4,928,171,45,3,8,225,7,3,7,233,93,0,321,0,0,0,0,0,0,0,0,0,0,0,3,858,175,15,12,1061,30,4,30,1095,147,3,1249,256,35,3,3,298,4,5,9,308,28,0,340,180,58,0,0,240,5,0,5,244,30,0,276,11,0,0,0,12,0,0,0,12,0,0,12,5,0,0,9,13,0,0,0,13,0,0,13,447,96,7,9,564,13,5,15,580,60,0,643,8,0,0,0,12,3,0,3,14,0,0,14,13,4,3,0,20,0,0,0
SED22105,12,5,0,0,18,0,0,0,18,0,0,23,10,6,0,6,21,3,3,4,24,3,0,30,1191,172,17,16,1389,29,8,35,1430,72,3,1502,22,4,0,0,24,6,3,9,35,3,0,39,39,8,0,0,46,3,3,3,50,4,0,58,56,10,0,3,73,8,3,14,80,12,0,97,1252,180,17,17,1465,37,11,48,1509,79,7,1599,342,66,8,17,430,13,3,21,450,109,0,554,0,0,0,0,5,0,0,0,5,0,3,5,1597,246,24,34,1892,55,13,66,1959,187,6,2162,291,40,3,3,335,8,6,14,354,18,0,372,218,29,0,4,255,6,0,8,257,12,0,275,10,4,0,0,14,0,0,0,14,0,0,14,8,0,0,3,9,4,0,4,16,6,0,19,523,79,3,7,615,14,5,26,637,38,0,677,17,0,0,0,17,0,0,0,19,0,0,23,13,6,0,0,20,0,4,5
SED22201,14,0,0,0,17,0,0,0,17,0,0,21,6,0,0,8,16,0,0,0,16,0,0,16,839,83,20,17,953,8,5,18,969,38,4,1010,5,0,0,0,8,7,0,7,14,0,0,17,9,0,0,0,13,0,0,4,12,0,0,12,21,3,0,0,18,9,0,6,25,0,0,26,852,87,20,17,975,14,7,22,994,34,4,1036,165,16,0,0,188,10,0,10,197,45,0,234,0,0,0,0,3,0,0,0,3,0,0,3,1026,99,20,18,1158,26,7,35,1190,79,4,1273,222,27,0,0,249,3,0,3,249,15,0,266,257,32,4,0,289,8,0,4,299,14,0,313,6,0,0,0,5,0,0,0,5,0,0,5,0,0,0,3,3,0,0,0,3,0,0,3,481,55,7,4,546,5,3,14,560,29,0,588,3,0,0,0,3,0,0,0,5,0,0,5,10,0,0,0,10,0,0,0
SED22305,10,0,4,0,10,0,0,0,10,3,0,12,3,3,0,6,16,3,0,3,17,3,0,22,460,98,5,12,582,22,4,24,610,69,0,683,10,4,0,0,19,15,0,15,36,13,0,44,11,5,3,3,21,5,3,10,34,4,0,40,24,8,3,3,41,22,3,27,66,17,0,81,488,105,14,21,622,39,11,53,675,88,0,764,253,90,8,17,369,40,11,52,414,229,7,649,0,0,0,3,5,0,0,0,5,0,5,15,741,202,15,34,997,80,20,98,1094,311,13,1418,171,24,0,0,197,13,0,13,208,25,0,236,123,37,0,0,164,4,0,3,168,25,0,202,3,10,3,0,11,0,0,0,10,3,0,16,4,0,0,6,14,0,0,0,11,0,0,16,300,74,8,6,385,18,0,20,409,59,0,467,8,3,0,0,9,12,0,12,22,5,0,25,12,0,0,0,15,6,5,10
SED22404,21,3,3,0,25,0,0,0,25,3,0,28,3,3,0,3,20,0,0,0,20,0,0,16,751,125,25,6,911,7,0,12,921,43,3,965,4,0,0,0,10,0,0,0,12,0,0,11,9,0,0,0,7,0,0,0,10,0,0,10,18,0,0,0,17,3,0,3,19,0,0,24,764,129,30,6,928,10,0,13,945,43,3,986,137,28,0,6,167,6,0,6,174,44,0,214,0,0,0,0,3,0,0,0,3,0,0,3,900,153,30,13,1102,15,0,16,1115,81,0,1204,106,7,0,0,124,0,0,0,120,10,0,134,138,23,3,0,164,0,0,0,165,16,0,181,5,3,3,0,15,0,0,0,15,0,0,16,0,0,0,3,5,0,0,0,5,0,0,3,255,37,6,6,302,4,0,4,306,29,0,332,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SED22501,18,3,0,0,27,0,0,0,27,0,0,27,10,0,0,0,13,0,0,0,13,4,0,14,1178,94,12,10,1295,15,3,21,1317,42,0,1359,11,0,0,0,10,0,0,0,10,0,0,11,9,3,0,0,15,0,0,0,15,0,0,15,15,5,0,0,23,0,0,0,23,0,0,26,1197,99,12,10,1317,15,3,21,1336,48,0,1385,190,14,3,4,213,3,0,3,210,16,0,224,3,0,0,0,3,0,0,0,3,0,0,4,1389,110,14,11,1527,14,3,19,1548,57,0,1614,319,31,0,0,347,7,0,11,356,11,0,361,433,39,10,5,484,4,0,4,490,22,0,506,14,0,4,0,16,0,0,0,16,0,0,16,5,0,0,0,5,0,0,0,5,0,0,5,769,69,10,6,856,13,0,11,870,27,0,897,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,10,0,0,0
SED22607,9,3,3,0,19,0,0,0,16,0,0,16,3,0,0,4,9,0,0,0,9,0,0,13,971,98,12,7,1090,17,6,22,1112,47,3,1158,11,6,0,0,13,4,0,4,16,0,0,21,15,3,0,0,16,0,0,0,19,0,0,19,25,8,0,0,33,4,0,4,39,0,0,38,994,106,12,13,1120,22,6,25,1146,50,3,1196,156,26,0,3,183,4,0,4,183,23,0,204,0,0,0,0,0,0,0,0,0,0,3,4,1144,134,10,10,1303,22,6,27,1330,70,9,1404,284,21,3,0,302,9,0,9,310,17,0,332,320,36,3,0,352,0,0,4,356,21,0,379,5,0,0,0,11,0,0,0,11,0,0,11,0,0,0,5,5,0,0,0,5,0,0,9,612,51,5,5,671,10,0,12,684,40,0,722,12,0,0,0,14,0,3,3,14,0,0,14,7,4,0,0,13,0,0,0
SED22704,21,3,8,0,27,0,0,0,27,0,0,34,8,0,0,7,20,0,0,0,20,0,0,20,816,103,32,21,973,5,0,10,984,34,0,1018,13,3,0,0,18,0,0,0,18,0,0,15,16,4,0,0,23,0,0,0,23,3,0,25,28,3,0,3,41,0,0,0,41,3,0,40,848,109,32,22,1015,5,7,11,1024,36,0,1064,160,18,8,7,193,3,0,7,200,57,3,264,0,0,0,0,0,0,0,0,0,0,3,3,1002,130,43,30,1208,15,3,18,1230,95,8,1327,125,7,0,3,140,0,0,0,136,8,0,145,112,31,3,0,147,0,0,5,155,3,0,155,6,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,3,0,0,3,245,36,8,4,295,3,0,3,299,12,0,309,3,0,0,0,5,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0
SED22802,13,0,8,0,17,0,0,0,17,0,0,18,12,0,0,12,26,0,0,0,26,0,0,26,1052,87,24,19,1187,19,3,20,1200,39,0,1241,9,0,0,0,12,0,0,4,12,0,0,12,16,3,0,0,19,0,0,0,23,3,0,24,29,3,0,0,29,3,0,7,32,3,0,39,1080,87,24,19,1214,23,3,23,1237,45,0,1276,195,16,0,4,221,5,0,8,228,30,0,256,4,0,0,0,4,0,0,0,4,0,3,5,1283,104,24,27,1438,23,3,32,1468,73,3,1538,200,17,3,0,220,0,0,0,219,7,0,230,273,28,4,0,308,0,3,4,309,9,0,321,5,0,8,0,14,0,0,0,14,0,0,14,6,0,0,3,13,0,0,0,13,0,0,13,485,46,14,5,546,3,3,10,553,22,0,572,5,5,0,0,5,0,0,0,9,0,0,9,7,0,0,0,7,0,0,0
SED22901,10,0,0,0,14,0,0,0,14,0,0,14,4,0,0,5,9,0,0,0,9,0,0,9,838,113,5,12,972,40,12,47,1018,54,0,1074,10,4,0,0,16,3,0,3,16,0,0,18,31,8,0,0,31,0,0,3,33,3,0,39,40,5,0,0,46,4,0,3,51,3,0,55,872,121,5,16,1020,39,9,50,1069,55,3,1125,168,25,5,6,204,3,0,7,206,32,0,242,0,0,0,0,0,0,0,0,0,0,0,3,1041,146,12,25,1220,43,13,57,1275,90,3,1366,259,32,0,4,290,6,4,8,304,28,0,334,318,48,5,0,373,4,3,11,380,15,0,395,4,0,0,0,10,0,0,0,10,0,0,10,3,0,0,0,4,0,0,0,4,0,0,8,584,82,9,4,678,13,3,22,697,43,0,738,6,0,0,0,8,0,0,0,10,4,0,12,13,8,0,3,20,0,0,0
SED23007,3,3,0,0,6,0,0,0,6,0,0,8,3,4,0,5,13,0,0,0,13,3,0,22,497,103,10,11,624,22,7,26,650,68,0,720,7,9,0,0,20,5,0,5,25,9,0,27,19,7,0,0,29,7,0,5,38,3,0,42,30,16,0,4,48,11,0,16,61,8,0,71,525,119,10,17,668,30,7,40,712,79,0,791,158,55,0,7,221,15,3,16,239,98,7,347,3,3,0,3,8,0,0,0,8,0,3,12,691,173,10,27,902,48,11,63,962,178,13,1147,163,20,4,3,191,10,4,15,208,17,0,218,135,36,0,3,179,6,0,10,186,24,0,214,0,3,0,0,4,0,0,0,4,0,0,9,0,3,0,3,5,0,0,0,5,3,0,11,304,59,6,8,381,13,3,20,401,42,0,444,10,4,0,4,15,7,0,7,20,4,0,23,12,3,0,0,14,4,3,6
SED23101,6,3,4,0,13,0,0,0,13,0,3,17,10,0,0,7,17,0,0,0,17,0,0,17,948,126,14,10,1102,24,3,21,1124,48,3,1171,11,3,0,0,18,3,0,3,17,0,0,17,20,8,0,0,29,0,0,0,29,0,0,29,32,8,0,0,42,3,0,3,48,0,0,48,980,139,10,11,1144,24,3,28,1168,48,3,1222,223,27,7,3,256,7,0,14,267,30,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1206,165,20,15,1405,35,4,37,1444,74,3,1521,315,38,3,0,352,16,7,21,371,18,0,390,311,56,3,4,373,10,0,10,378,16,0,397,3,3,4,0,8,0,0,0,9,0,0,9,4,0,0,3,7,0,0,0,7,0,0,7,637,94,8,3,744,26,3,32,772,38,0,812,5,3,0,0,7,5,0,5,12,0,0,12,11,4,3,0,15,0,0,0
SED23205,13,0,3,3,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,3,0,0,3,636,77,14,11,732,10,6,16,752,26,0,777,7,5,0,0,7,3,0,3,14,0,0,14,9,0,0,0,13,3,0,3,17,0,0,17,16,3,0,0,24,6,0,6,26,0,0,26,651,80,14,11,752,16,6,19,775,26,0,802,130,22,7,9,157,8,0,8,167,32,0,200,0,0,0,0,0,0,0,0,0,0,0,0,780,100,16,18,917,24,6,24,946,60,0,1003,137,15,3,0,153,0,0,0,154,13,0,166,134,22,11,0,165,4,0,4,168,7,0,178,6,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,277,35,13,0,320,9,0,9,329,25,0,350,0,0,0,0,3,0,0,0,5,0,0,5,5,0,0,0,3,0,0,0
SED23308,10,0,7,0,16,0,0,0,16,0,0,16,4,0,0,3,5,0,0,0,5,0,0,5,765,72,18,6,859,8,0,8,866,32,0,906,4,0,0,0,7,0,0,0,7,0,0,7,8,3,0,0,10,3,0,3,14,3,0,13,14,4,0,0,13,3,0,3,15,3,0,21,773,75,18,6,876,15,0,15,887,36,0,925,101,21,0,3,126,3,3,7,133,29,0,163,0,0,0,0,0,0,0,0,0,0,3,3,877,95,14,8,1001,21,3,20,1017,67,0,1090,145,15,0,0,164,4,0,4,171,13,0,183,162,21,3,0,183,3,0,3,185,20,0,208,10,0,4,0,14,0,0,0,14,0,0,14,0,0,0,3,8,0,0,0,8,0,0,8,322,38,10,4,371,7,0,4,379,31,0,406,3,0,0,0,9,0,0,0,9,0,0,9,0,3,0,0,3,0,0,3
SED23402,18,0,3,0,19,0,0,0,19,0,0,19,5,0,0,15,17,0,0,0,17,0,0,23,1292,116,15,25,1446,6,5,11,1459,53,0,1508,11,3,0,0,15,0,0,0,15,4,0,17,11,4,0,0,14,3,0,3,19,6,0,19,21,6,0,0,26,3,0,3,28,6,0,39,1318,118,15,25,1474,14,5,14,1485,60,0,1549,241,26,10,0,272,5,3,9,284,36,0,318,5,0,0,0,5,0,0,0,5,0,3,4,1560,143,25,22,1754,18,8,22,1773,96,3,1877,282,31,0,5,309,7,0,8,318,20,0,332,305,51,9,3,366,4,0,4,372,11,0,376,5,0,3,3,17,0,0,0,17,0,0,17,0,0,0,7,8,0,0,0,8,0,0,6,599,82,9,11,698,9,0,12,708,26,0,733,0,0,0,0,3,0,0,0,7,0,0,7,6,0,0,0,10,0,0,0
SED23502,14,5,3,0,22,0,0,0,22,0,0,22,4,3,0,11,23,0,0,0,22,0,0,22,691,94,20,13,819,17,0,20,835,46,0,887,11,4,0,0,10,0,0,0,18,3,0,20,0,3,0,0,9,0,0,0,5,0,0,5,11,6,0,0,22,4,0,4,24,3,0,28,703,96,20,13,838,18,0,21,860,50,0,910,89,19,5,6,123,0,3,6,128,41,0,169,0,0,0,0,0,0,0,0,3,0,9,7,795,114,34,24,961,24,4,28,990,90,9,1084,56,9,3,3,67,3,0,3,73,7,0,78,77,17,3,0,100,0,0,0,99,8,0,115,3,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,140,30,10,3,178,6,0,4,183,22,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED23602,11,3,10,0,24,0,0,0,24,4,0,30,3,0,0,18,26,0,0,0,26,0,0,26,748,85,28,27,888,8,3,14,899,48,0,950,9,3,0,0,6,0,0,0,10,0,0,12,6,0,0,0,8,0,0,0,12,0,0,7,14,3,0,0,20,0,0,3,23,0,0,21,763,85,27,27,904,15,3,17,923,48,0,967,148,22,5,4,175,5,0,11,186,35,0,221,3,0,0,0,3,0,0,0,3,0,0,8,920,109,36,26,1084,19,4,24,1114,84,0,1200,64,3,0,0,68,0,0,0,69,3,0,76,93,19,3,3,120,0,0,0,117,8,0,130,4,0,3,0,7,0,0,0,7,0,0,7,0,0,0,0,4,0,0,0,4,0,0,4,164,25,7,3,202,3,0,3,202,8,0,213,0,3,0,0,4,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0
